action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,107.71562202369685,1,1,false,false,0,false,0,false
[con_ready1],2,114.17340292840198,1,1,true,false,0,true,0,false
[consuming1],3,114.51130001618769,1,0,false,false,1,false,0,false
[producing],4,124.40383246264986,2,1,false,false,1,false,0,false
[con_ready2],5,128.22992910342919,2,1,false,true,1,false,0,true
[consuming2],6,129.15279513762573,2,0,false,false,1,false,1,false
[producing],7,142.12399897729028,3,1,false,false,1,false,1,false
[con_ready2],8,146.03120550819656,3,1,false,true,1,false,1,true
[consuming2],9,148.57655325484936,3,0,false,false,1,false,2,false
[producing],10,150.87140270254397,4,1,false,false,1,false,2,false
[con_ready2],11,160.29686763995517,4,1,false,true,1,false,2,true
[consuming2],12,160.50335784467714,4,0,false,false,1,false,3,false
[producing],13,181.73925374938327,5,1,false,false,1,false,3,false
[con_ready1],14,183.184763237798,5,1,true,false,1,true,3,false
[consuming1],15,185.11644966247871,5,0,false,false,2,false,3,false
[producing],16,200.54718356194118,6,1,false,false,2,false,3,false
[con_ready2],17,206.90774505612367,6,1,false,true,2,false,3,true
[consuming2],18,208.29339191907346,6,0,false,false,2,false,4,false
[producing],19,329.85207623466624,7,1,false,false,2,false,4,false
[con_ready2],20,350.2039229551776,7,1,false,true,2,false,4,true
[consuming2],21,350.8420999988275,7,0,false,false,2,false,5,false
[producing],22,359.3756582339163,8,1,false,false,2,false,5,false
[con_ready1],23,378.66855775252156,8,1,true,false,2,true,5,false
[consuming1],24,379.0134603349756,8,0,false,false,3,false,5,false
[producing],25,421.43446564172336,9,1,false,false,3,false,5,false
[con_ready2],26,422.9580420263076,9,1,false,true,3,false,5,true
[consuming2],27,424.2417571819978,9,0,false,false,3,false,6,false
[producing],28,426.9351004361521,10,1,false,false,3,false,6,false
[con_ready1],29,433.71724546265176,10,1,true,false,3,true,6,false
[consuming1],30,434.868100061942,10,0,false,false,4,false,6,false
[producing],31,442.2424138917725,11,1,false,false,4,false,6,false
[con_ready2],32,443.0705418478322,11,1,false,true,4,false,6,true
[consuming2],33,446.1800077472597,11,0,false,false,4,false,7,false
[producing],34,450.78945526030805,12,1,false,false,4,false,7,false
[con_ready2],35,453.73146317098156,12,1,false,true,4,false,7,true
[consuming2],36,453.83814624633646,12,0,false,false,4,false,8,false
[producing],37,457.12265202751547,13,1,false,false,4,false,8,false
[con_ready1],38,461.1637421032985,13,1,true,false,4,true,8,false
[consuming1],39,461.9454370018988,13,0,false,false,5,false,8,false
[producing],40,468.5238818942503,14,1,false,false,5,false,8,false
[producing],41,485.8603911487282,15,2,false,false,5,false,8,false
[con_ready1],42,512.5009760392246,15,2,true,false,5,true,8,false
[consuming1],43,514.8258634614353,15,1,false,false,6,false,8,false
[con_ready1],44,530.1087223072009,15,1,true,false,6,true,8,false
[consuming1],45,530.8341461043406,15,0,false,false,7,false,8,false
[producing],46,603.9424825750401,16,1,false,false,7,false,8,false
[producing],47,611.3260709587166,17,2,false,false,7,false,8,false
[con_ready2],48,612.490257331739,17,2,false,true,7,false,8,true
[consuming2],49,612.7540636699604,17,1,false,false,7,false,9,false
[con_ready1],50,614.7653211740231,17,1,true,false,7,true,9,false
[consuming1],51,615.3405097825123,17,0,false,false,8,false,9,false
[producing],52,631.9998737799745,18,1,false,false,8,false,9,false
[producing],53,647.1557769969853,19,2,false,false,8,false,9,false
[con_ready1],54,658.0296032684608,19,2,true,false,8,true,9,false
[consuming1],55,658.5000499280036,19,1,false,false,9,false,9,false
[producing],56,680.6929461116433,20,2,false,false,9,false,9,false
[con_ready2],57,725.4725832239765,20,2,false,true,9,false,9,true
[consuming2],58,725.8712721581604,20,1,false,false,9,false,10,false
[con_ready2],59,726.1826334145402,20,1,false,true,9,false,10,true
[consuming2],60,726.8093940905705,20,0,false,false,9,false,11,false
