action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,0.7101331886073494,1,1,false,false,0,false,0,false
[con_ready1],2,5.2427414481266625,1,1,true,false,0,true,0,false
[consuming1],3,6.742411843369129,1,0,false,false,1,false,0,false
[producing],4,20.243617131695792,2,1,false,false,1,false,0,false
[con_ready1],5,31.329183257840338,2,1,true,false,1,true,0,false
[consuming1],6,34.30566892170341,2,0,false,false,2,false,0,false
[producing],7,51.659384955755215,3,1,false,false,2,false,0,false
[producing],8,66.58510053998653,4,2,false,false,2,false,0,false
[producing],9,73.94040936919318,5,3,false,false,2,false,0,false
[producing],10,101.91782190402851,6,4,false,false,2,false,0,false
[con_ready2],11,108.6161900002349,6,4,false,true,2,false,0,true
[consuming2],12,108.83387369634193,6,3,false,false,2,false,1,false
[con_ready1],13,129.67335503795752,6,3,true,false,2,true,1,false
[consuming1],14,130.74977057444238,6,2,false,false,3,false,1,false
[con_ready2],15,132.265804881183,6,2,false,true,3,false,1,true
[consuming2],16,133.9047984449665,6,1,false,false,3,false,2,false
[con_ready1],17,138.40735513230752,6,1,true,false,3,true,2,false
[consuming1],18,139.06878378162293,6,0,false,false,4,false,2,false
[producing],19,152.94826922440495,7,1,false,false,4,false,2,false
[producing],20,162.9314175303573,8,2,false,false,4,false,2,false
[producing],21,187.34387611716582,9,3,false,false,4,false,2,false
[con_ready1],22,203.61545702159873,9,3,true,false,4,true,2,false
[consuming1],23,203.6194174746335,9,2,false,false,5,false,2,false
[con_ready1],24,212.82848180092356,9,2,true,false,5,true,2,false
[consuming1],25,214.0005225511231,9,1,false,false,6,false,2,false
[con_ready1],26,227.56098476152346,9,1,true,false,6,true,2,false
[consuming1],27,230.60997046557264,9,0,false,false,7,false,2,false
[producing],28,239.01343507160215,10,1,false,false,7,false,2,false
[producing],29,255.34709600743153,11,2,false,false,7,false,2,false
[con_ready1],30,268.7589944995205,11,2,true,false,7,true,2,false
[consuming1],31,268.9288111854041,11,1,false,false,8,false,2,false
[producing],32,294.9355426118745,12,2,false,false,8,false,2,false
[con_ready2],33,315.1535056293021,12,2,false,true,8,false,2,true
[consuming2],34,315.46599164985673,12,1,false,false,8,false,3,false
[con_ready1],35,325.9906623659577,12,1,true,false,8,true,3,false
[consuming1],36,326.4408391728777,12,0,false,false,9,false,3,false
[producing],37,486.3705931600904,13,1,false,false,9,false,3,false
[con_ready2],38,495.90197055616756,13,1,false,true,9,false,3,true
[consuming2],39,497.11856864502425,13,0,false,false,9,false,4,false
[producing],40,505.1209153818294,14,1,false,false,9,false,4,false
[con_ready2],41,505.59925994581323,14,1,false,true,9,false,4,true
[consuming2],42,505.78539332668083,14,0,false,false,9,false,5,false
[producing],43,522.4146964922691,15,1,false,false,9,false,5,false
[con_ready2],44,542.9565314207741,15,1,false,true,9,false,5,true
[consuming2],45,545.4690993046498,15,0,false,false,9,false,6,false
[producing],46,568.118323278557,16,1,false,false,9,false,6,false
[con_ready2],47,569.0808381232531,16,1,false,true,9,false,6,true
[consuming2],48,570.2473602626176,16,0,false,false,9,false,7,false
[producing],49,576.2918804664033,17,1,false,false,9,false,7,false
[con_ready2],50,579.0371458326653,17,1,false,true,9,false,7,true
[consuming2],51,579.2700564484065,17,0,false,false,9,false,8,false
[producing],52,582.0066984582273,18,1,false,false,9,false,8,false
[con_ready2],53,586.1072415757609,18,1,false,true,9,false,8,true
[consuming2],54,587.8527297160779,18,0,false,false,9,false,9,false
[producing],55,652.920358372112,19,1,false,false,9,false,9,false
[producing],56,655.2732334268669,20,2,false,false,9,false,9,false
[con_ready2],57,673.5333958468034,20,2,false,true,9,false,9,true
[consuming2],58,675.0544314027034,20,1,false,false,9,false,10,false
[con_ready2],59,683.9419713646957,20,1,false,true,9,false,10,true
[consuming2],60,684.375231906539,20,0,false,false,9,false,11,false
