action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,10.983224542848554,1,1,false,false,0,false,0,false
[con_ready2],2,26.99339200988499,1,1,false,true,0,false,0,true
[consuming2],3,27.354222519239755,1,0,false,false,0,false,1,false
[producing],4,91.39967448975031,2,1,false,false,0,false,1,false
[con_ready2],5,95.65494192887618,2,1,false,true,0,false,1,true
[consuming2],6,97.3208788813405,2,0,false,false,0,false,2,false
[producing],7,104.08140750901515,3,1,false,false,0,false,2,false
[con_ready1],8,104.9229739752187,3,1,true,false,0,true,2,false
[consuming1],9,105.02329078540397,3,0,false,false,1,false,2,false
[producing],10,108.55116642871945,4,1,false,false,1,false,2,false
[producing],11,132.7987765372133,5,2,false,false,1,false,2,false
[con_ready1],12,142.158249239638,5,2,true,false,1,true,2,false
[consuming1],13,143.0531996088977,5,1,false,false,2,false,2,false
[producing],14,149.7592385351359,6,2,false,false,2,false,2,false
[con_ready2],15,156.42555065360634,6,2,false,true,2,false,2,true
[consuming2],16,160.41377848262673,6,1,false,false,2,false,3,false
[con_ready1],17,170.1865633727947,6,1,true,false,2,true,3,false
[consuming1],18,170.9034187868545,6,0,false,false,3,false,3,false
[producing],19,214.0770535889301,7,1,false,false,3,false,3,false
[producing],20,223.20856404628265,8,2,false,false,3,false,3,false
[producing],21,246.40332595716973,9,3,false,false,3,false,3,false
[producing],22,249.9412590016713,10,4,false,false,3,false,3,false
[con_ready2],23,254.08248047199848,10,4,false,true,3,false,3,true
[consuming2],24,255.58117868528416,10,3,false,false,3,false,4,false
[producing],25,260.5030511507065,11,4,false,false,3,false,4,false
[con_ready1],26,264.769036242221,11,4,true,false,3,true,4,false
[consuming1],27,265.81312034331717,11,3,false,false,4,false,4,false
[con_ready2],28,265.9674791922419,11,3,false,true,4,false,4,true
[consuming2],29,267.40593414565615,11,2,false,false,4,false,5,false
[producing],30,281.2643135164892,12,3,false,false,4,false,5,false
[con_ready1],31,283.4292348232595,12,3,true,false,4,true,5,false
[consuming1],32,283.9739638415494,12,2,false,false,5,false,5,false
[con_ready2],33,289.8568453614149,12,2,false,true,5,false,5,true
[consuming2],34,290.32135923482184,12,1,false,false,5,false,6,false
[con_ready2],35,292.0642663202516,12,1,false,true,5,false,6,true
[consuming2],36,292.2713402899491,12,0,false,false,5,false,7,false
[producing],37,295.4685442539298,13,1,false,false,5,false,7,false
[con_ready1],38,300.07223138988815,13,1,true,false,5,true,7,false
[consuming1],39,300.4484038133841,13,0,false,false,6,false,7,false
[producing],40,343.42192628847454,14,1,false,false,6,false,7,false
[con_ready1],41,344.43438920126994,14,1,true,false,6,true,7,false
[consuming1],42,345.898608129728,14,0,false,false,7,false,7,false
[producing],43,352.00247614314526,15,1,false,false,7,false,7,false
[producing],44,365.7964831994198,16,2,false,false,7,false,7,false
[con_ready1],45,368.86845465875246,16,2,true,false,7,true,7,false
[consuming1],46,369.395956320107,16,1,false,false,8,false,7,false
[con_ready1],47,370.19427093947894,16,1,true,false,8,true,7,false
[consuming1],48,370.4594365276446,16,0,false,false,9,false,7,false
[producing],49,525.2773617443511,17,1,false,false,9,false,7,false
[con_ready1],50,539.4564473576391,17,1,true,false,9,true,7,false
[consuming1],51,539.6216432074161,17,0,false,false,10,false,7,false
[producing],52,559.5518965899358,18,1,false,false,10,false,7,false
[con_ready1],53,570.6923070144065,18,1,true,false,10,true,7,false
[consuming1],54,573.1569045726968,18,0,false,false,11,false,7,false
[producing],55,609.1198924350819,19,1,false,false,11,false,7,false
[producing],56,614.1522562674634,20,2,false,false,11,false,7,false
[con_ready1],57,617.785510019455,20,2,true,false,11,true,7,false
[consuming1],58,618.5529935883513,20,1,false,false,12,false,7,false
[con_ready2],59,618.5618552935465,20,1,false,true,12,false,7,true
[consuming2],60,618.8972865212712,20,0,false,false,12,false,8,false
