action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,12.335067427285194,1,1,false,false,0,false,0,false
[con_ready1],2,18.93447658462455,1,1,true,false,0,true,0,false
[consuming1],3,19.542985904861084,1,0,false,false,1,false,0,false
[producing],4,35.91570129056662,2,1,false,false,1,false,0,false
[producing],5,42.37724076896589,3,2,false,false,1,false,0,false
[producing],6,42.96420414566399,4,3,false,false,1,false,0,false
[con_ready2],7,58.69637921354634,4,3,false,true,1,false,0,true
[consuming2],8,59.59202626120907,4,2,false,false,1,false,1,false
[producing],9,64.75107816873633,5,3,false,false,1,false,1,false
[con_ready1],10,83.28783502131465,5,3,true,false,1,true,1,false
[consuming1],11,83.93534005503234,5,2,false,false,2,false,1,false
[producing],12,86.8083902629967,6,3,false,false,2,false,1,false
[producing],13,87.77422761954882,7,4,false,false,2,false,1,false
[con_ready1],14,95.06418097143428,7,4,true,false,2,true,1,false
[consuming1],15,97.21633591309562,7,3,false,false,3,false,1,false
[producing],16,107.95165950444293,8,4,false,false,3,false,1,false
[con_ready1],17,112.04789391293627,8,4,true,false,3,true,1,false
[consuming1],18,112.14753608147001,8,3,false,false,4,false,1,false
[producing],19,113.56116721679022,9,4,false,false,4,false,1,false
[con_ready1],20,114.09945733469038,9,4,true,false,4,true,1,false
[consuming1],21,114.3479992560038,9,3,false,false,5,false,1,false
[con_ready2],22,121.54580892621719,9,3,false,true,5,false,1,true
[consuming2],23,121.58231557542445,9,2,false,false,5,false,2,false
[con_ready1],24,129.8605822563534,9,2,true,false,5,true,2,false
[consuming1],25,130.60605116293587,9,1,false,false,6,false,2,false
[producing],26,136.37071676332724,10,2,false,false,6,false,2,false
[con_ready2],27,137.3804268381963,10,2,false,true,6,false,2,true
[consuming2],28,137.42755415106492,10,1,false,false,6,false,3,false
[producing],29,146.97979636282048,11,2,false,false,6,false,3,false
[con_ready1],30,187.60596346836334,11,2,true,false,6,true,3,false
[consuming1],31,189.08222240955558,11,1,false,false,7,false,3,false
[con_ready1],32,198.61908327968038,11,1,true,false,7,true,3,false
[consuming1],33,201.9964666123411,11,0,false,false,8,false,3,false
[producing],34,212.32668404883506,12,1,false,false,8,false,3,false
[con_ready2],35,230.86014890758545,12,1,false,true,8,false,3,true
[consuming2],36,231.24611486080082,12,0,false,false,8,false,4,false
[producing],37,245.90411254879882,13,1,false,false,8,false,4,false
[con_ready1],38,250.162311060777,13,1,true,false,8,true,4,false
[consuming1],39,253.08072990998915,13,0,false,false,9,false,4,false
[producing],40,258.0898245629643,14,1,false,false,9,false,4,false
[con_ready1],41,260.34495000251593,14,1,true,false,9,true,4,false
[consuming1],42,263.0767846627644,14,0,false,false,10,false,4,false
[producing],43,266.4734267683904,15,1,false,false,10,false,4,false
[con_ready1],44,284.34004193717516,15,1,true,false,10,true,4,false
[consuming1],45,285.7237344387578,15,0,false,false,11,false,4,false
[producing],46,322.67444737967276,16,1,false,false,11,false,4,false
[con_ready2],47,324.08446642033056,16,1,false,true,11,false,4,true
[consuming2],48,324.94767343359024,16,0,false,false,11,false,5,false
[producing],49,363.68177074695603,17,1,false,false,11,false,5,false
[con_ready1],50,363.9727332093706,17,1,true,false,11,true,5,false
[consuming1],51,364.2534889780086,17,0,false,false,12,false,5,false
[producing],52,491.8002812079558,18,1,false,false,12,false,5,false
[con_ready2],53,495.76251321294234,18,1,false,true,12,false,5,true
[consuming2],54,496.42819628795627,18,0,false,false,12,false,6,false
[producing],55,525.1931758360772,19,1,false,false,12,false,6,false
[producing],56,532.9469174067027,20,2,false,false,12,false,6,false
[con_ready2],57,538.453387255511,20,2,false,true,12,false,6,true
[consuming2],58,539.7279427603953,20,1,false,false,12,false,7,false
[con_ready2],59,551.5875279189773,20,1,false,true,12,false,7,true
[consuming2],60,552.1224444562065,20,0,false,false,12,false,8,false
