action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,10.560378724388354,1,1,false,false,0,false,0,false
[producing],2,25.698356179968318,2,2,false,false,0,false,0,false
[con_ready2],3,29.751337029070964,2,2,false,true,0,false,0,true
[consuming2],4,29.86764011230397,2,1,false,false,0,false,1,false
[con_ready1],5,65.79565554404275,2,1,true,false,0,true,1,false
[consuming1],6,70.58635736979406,2,0,false,false,1,false,1,false
[producing],7,94.89657232148687,3,1,false,false,1,false,1,false
[con_ready2],8,124.8670860406317,3,1,false,true,1,false,1,true
[consuming2],9,126.35671366276752,3,0,false,false,1,false,2,false
[producing],10,135.86740798001773,4,1,false,false,1,false,2,false
[con_ready2],11,138.07328080347278,4,1,false,true,1,false,2,true
[consuming2],12,139.84884845889965,4,0,false,false,1,false,3,false
[producing],13,154.64457757153386,5,1,false,false,1,false,3,false
[con_ready1],14,157.67021460505305,5,1,true,false,1,true,3,false
[consuming1],15,157.9163038852668,5,0,false,false,2,false,3,false
[producing],16,160.66368169651432,6,1,false,false,2,false,3,false
[con_ready1],17,162.30131718109925,6,1,true,false,2,true,3,false
[consuming1],18,162.4831993434113,6,0,false,false,3,false,3,false
[producing],19,167.2098610667866,7,1,false,false,3,false,3,false
[con_ready1],20,172.0936701839838,7,1,true,false,3,true,3,false
[consuming1],21,173.10554836146974,7,0,false,false,4,false,3,false
[producing],22,217.19166592681148,8,1,false,false,4,false,3,false
[con_ready2],23,223.11134818227947,8,1,false,true,4,false,3,true
[consuming2],24,223.74680114035868,8,0,false,false,4,false,4,false
[producing],25,228.0878870404212,9,1,false,false,4,false,4,false
[con_ready1],26,228.43144609424627,9,1,true,false,4,true,4,false
[consuming1],27,230.58343288727457,9,0,false,false,5,false,4,false
[producing],28,280.41031108085144,10,1,false,false,5,false,4,false
[con_ready2],29,288.5010019757547,10,1,false,true,5,false,4,true
[consuming2],30,288.51397465313016,10,0,false,false,5,false,5,false
[producing],31,346.90033493757505,11,1,false,false,5,false,5,false
[con_ready1],32,349.6663395832691,11,1,true,false,5,true,5,false
[consuming1],33,352.7523950002733,11,0,false,false,6,false,5,false
[producing],34,382.8764973586264,12,1,false,false,6,false,5,false
[producing],35,392.1129830621548,13,2,false,false,6,false,5,false
[con_ready2],36,396.90506099445116,13,2,false,true,6,false,5,true
[consuming2],37,399.43804836908186,13,1,false,false,6,false,6,false
[con_ready1],38,414.16083252618785,13,1,true,false,6,true,6,false
[consuming1],39,414.9407969885349,13,0,false,false,7,false,6,false
[producing],40,415.13922977279253,14,1,false,false,7,false,6,false
[con_ready1],41,424.03115823824095,14,1,true,false,7,true,6,false
[consuming1],42,426.6470144607972,14,0,false,false,8,false,6,false
[producing],43,576.1709121370983,15,1,false,false,8,false,6,false
[con_ready2],44,581.5048422552431,15,1,false,true,8,false,6,true
[consuming2],45,583.4056000483366,15,0,false,false,8,false,7,false
[producing],46,585.6188453636531,16,1,false,false,8,false,7,false
[producing],47,586.2711543592554,17,2,false,false,8,false,7,false
[producing],48,588.0337542641201,18,3,false,false,8,false,7,false
[con_ready1],49,601.7580916823251,18,3,false,true,8,true,7,false
