action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,82.05433999809141,1,1,false,false,0,false,0,false
[con_ready2],2,92.69142975925627,1,1,false,true,0,false,0,true
[consuming2],3,92.89745593582848,1,0,false,false,0,false,1,false
[producing],4,158.85149523068054,2,1,false,false,0,false,1,false
[producing],5,162.91179379391048,3,2,false,false,0,false,1,false
[con_ready1],6,181.8203556523182,3,2,true,false,0,true,1,false
[consuming1],7,182.08070226608007,3,1,false,false,1,false,1,false
[con_ready2],8,199.18278857761774,3,1,false,true,1,false,1,true
[consuming2],9,200.34191003537524,3,0,false,false,1,false,2,false
[producing],10,220.11175576702846,4,1,false,false,1,false,2,false
[con_ready2],11,221.71640232368162,4,1,false,true,1,false,2,true
[consuming2],12,222.8829398691725,4,0,false,false,1,false,3,false
[producing],13,232.3190838419682,5,1,false,false,1,false,3,false
[con_ready1],14,236.485451314733,5,1,true,false,1,true,3,false
[consuming1],15,236.491480246588,5,0,false,false,2,false,3,false
[producing],16,241.47000095496037,6,1,false,false,2,false,3,false
[producing],17,242.61929545957454,7,2,false,false,2,false,3,false
[con_ready2],18,244.62568443723518,7,2,false,true,2,false,3,true
[consuming2],19,244.9929736716028,7,1,false,false,2,false,4,false
[con_ready2],20,249.00633152223608,7,1,false,true,2,false,4,true
[consuming2],21,249.0114586159308,7,0,false,false,2,false,5,false
[producing],22,284.46522453665574,8,1,false,false,2,false,5,false
[con_ready2],23,290.9792047594769,8,1,false,true,2,false,5,true
[consuming2],24,292.7751229633879,8,0,false,false,2,false,6,false
[producing],25,346.6951088600324,9,1,false,false,2,false,6,false
[con_ready1],26,358.7048009596045,9,1,true,false,2,true,6,false
[consuming1],27,358.8041714188161,9,0,false,false,3,false,6,false
[producing],28,359.11284870866484,10,1,false,false,3,false,6,false
[producing],29,377.5327757112502,11,2,false,false,3,false,6,false
[con_ready2],30,378.75139577905196,11,2,false,true,3,false,6,true
[consuming2],31,380.57321847511747,11,1,false,false,3,false,7,false
[con_ready2],32,383.4868041114474,11,1,false,true,3,false,7,true
[consuming2],33,384.533685141549,11,0,false,false,3,false,8,false
[producing],34,385.56660237990997,12,1,false,false,3,false,8,false
[producing],35,423.7016591342157,13,2,false,false,3,false,8,false
[con_ready2],36,427.3814179038691,13,2,false,true,3,false,8,true
[consuming2],37,427.39431445520427,13,1,false,false,3,false,9,false
[con_ready1],38,431.72873220709636,13,1,true,false,3,true,9,false
[consuming1],39,432.65466534715597,13,0,false,false,4,false,9,false
[producing],40,440.8987406457469,14,1,false,false,4,false,9,false
[con_ready2],41,447.6662441951789,14,1,false,true,4,false,9,true
[consuming2],42,449.8754043457064,14,0,false,false,4,false,10,false
[producing],43,465.08126379637,15,1,false,false,4,false,10,false
[con_ready1],44,469.39968707769054,15,1,true,false,4,true,10,false
[consuming1],45,471.3238383458859,15,0,false,false,5,false,10,false
[producing],46,494.1593567931637,16,1,false,false,5,false,10,false
[producing],47,495.43763595935945,17,2,false,false,5,false,10,false
[con_ready2],48,495.62533306352964,17,2,false,true,5,false,10,true
[consuming2],49,495.8431339572967,17,1,false,false,5,false,11,false
[producing],50,499.1910531436894,18,2,false,false,5,false,11,false
[con_ready2],51,515.8835776862879,18,2,false,true,5,false,11,true
[consuming2],52,516.0185828666541,18,1,false,false,5,false,12,false
[con_ready2],53,529.4248615777615,18,1,false,true,5,false,12,true
[consuming2],54,531.5952987090104,18,0,false,false,5,false,13,false
[producing],55,544.2698804406147,19,1,false,false,5,false,13,false
[con_ready1],56,562.8646801011583,19,1,true,false,5,true,13,false
[consuming1],57,562.9344025533416,19,0,false,false,6,false,13,false
[producing],58,572.9401163311593,20,1,false,false,6,false,13,false
[con_ready1],59,591.348056691517,20,1,true,false,6,true,13,false
[consuming1],60,593.330809583446,20,0,false,false,7,false,13,false
