action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,65.98751964431904,1,1,false,false,0,false,0,false
[producing],2,70.20653509043244,2,2,false,false,0,false,0,false
[con_ready2],3,75.26563985914429,2,2,false,true,0,false,0,true
[consuming2],4,76.177178546621,2,1,false,false,0,false,1,false
[producing],5,103.75654088423275,3,2,false,false,0,false,1,false
[con_ready2],6,128.6749998505873,3,2,false,true,0,false,1,true
[consuming2],7,128.87523909018066,3,1,false,false,0,false,2,false
[con_ready1],8,132.12912150912896,3,1,true,false,0,true,2,false
[consuming1],9,132.19801084600564,3,0,false,false,1,false,2,false
[producing],10,171.67950575916166,4,1,false,false,1,false,2,false
[producing],11,172.94586958392787,5,2,false,false,1,false,2,false
[con_ready2],12,180.96002941930303,5,2,false,true,1,false,2,true
[consuming2],13,181.56709112774337,5,1,false,false,1,false,3,false
[con_ready1],14,182.11098921570735,5,1,true,false,1,true,3,false
[consuming1],15,183.16849314316784,5,0,false,false,2,false,3,false
[producing],16,225.7498272830543,6,1,false,false,2,false,3,false
[con_ready2],17,226.17498982809568,6,1,false,true,2,false,3,true
[consuming2],18,228.38596493414937,6,0,false,false,2,false,4,false
[producing],19,243.5831872502894,7,1,false,false,2,false,4,false
[con_ready2],20,254.4751833474744,7,1,false,true,2,false,4,true
[consuming2],21,254.81871587680985,7,0,false,false,2,false,5,false
[producing],22,271.081257945825,8,1,false,false,2,false,5,false
[con_ready1],23,274.92910181331973,8,1,true,false,2,true,5,false
[consuming1],24,275.40171212127194,8,0,false,false,3,false,5,false
[producing],25,278.1126143278228,9,1,false,false,3,false,5,false
[producing],26,288.79458144474495,10,2,false,false,3,false,5,false
[con_ready2],27,289.39418424045795,10,2,false,true,3,false,5,true
[consuming2],28,289.539791783511,10,1,false,false,3,false,6,false
[producing],29,311.85378447519173,11,2,false,false,3,false,6,false
[con_ready2],30,327.11140979367076,11,2,false,true,3,false,6,true
[consuming2],31,327.26920411618545,11,1,false,false,3,false,7,false
[con_ready2],32,345.4495861767648,11,1,false,true,3,false,7,true
[consuming2],33,345.5141198972565,11,0,false,false,3,false,8,false
[producing],34,355.2621334629683,12,1,false,false,3,false,8,false
[producing],35,357.53627707096166,13,2,false,false,3,false,8,false
[con_ready2],36,360.46374926703453,13,2,false,true,3,false,8,true
[consuming2],37,361.112749344204,13,1,false,false,3,false,9,false
[con_ready2],38,362.85665639598346,13,1,false,true,3,false,9,true
[consuming2],39,365.5582237050116,13,0,false,false,3,false,10,false
[producing],40,366.55768217632055,14,1,false,false,3,false,10,false
[con_ready1],41,375.29854974799457,14,1,true,false,3,true,10,false
[consuming1],42,376.27609500081576,14,0,false,false,4,false,10,false
[producing],43,410.9848643602879,15,1,false,false,4,false,10,false
[con_ready2],44,435.4457406525702,15,1,false,true,4,false,10,true
[consuming2],45,435.8409676227117,15,0,false,false,4,false,11,false
[producing],46,467.91771007634514,16,1,false,false,4,false,11,false
[con_ready2],47,468.29142515079036,16,1,false,true,4,false,11,true
[consuming2],48,469.4707861054772,16,0,false,false,4,false,12,false
[producing],49,515.5575832942063,17,1,false,false,4,false,12,false
[producing],50,519.519574216375,18,2,false,false,4,false,12,false
[con_ready1],51,536.9566386345832,18,2,true,false,4,true,12,false
[consuming1],52,537.0777839373486,18,1,false,false,5,false,12,false
[con_ready2],53,537.22715212727,18,1,false,true,5,false,12,true
[consuming2],54,539.4728317801719,18,0,false,false,5,false,13,false
[producing],55,550.9064044292215,19,1,false,false,5,false,13,false
[producing],56,562.424042617092,20,2,false,false,5,false,13,false
[con_ready1],57,563.6456589958817,20,2,true,false,5,true,13,false
[consuming1],58,565.0728547616046,20,1,false,false,6,false,13,false
[con_ready2],59,571.1804874507433,20,1,false,true,6,false,13,true
[consuming2],60,572.3082807730847,20,0,false,false,6,false,14,false
