action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,1.5167637279850708,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],2,9.036906831000392,1,0,1,2,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],3,14.14068351467558,1,1,1,3,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],4,16.814707971602957,1,1,1,3,false,true,false,0,false,0,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],5,17.15982246872977,1,1,1,2,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],6,17.243996420121157,2,1,1,3,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],7,18.59573062050499,2,2,1,4,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],8,25.385200294902006,2,2,1,4,false,true,false,0,false,1,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],9,28.8448192127243,2,2,1,3,false,false,false,0,false,2,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],10,29.801913731164422,2,2,1,3,false,true,false,0,false,2,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],11,30.97408572821235,2,2,1,2,false,false,false,0,false,3,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],12,36.60905184510822,2,3,1,3,false,false,false,0,false,3,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],13,58.6260675528891,2,3,2,4,false,false,false,0,false,3,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],14,62.52681058609821,2,3,3,5,false,false,false,0,false,3,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],15,70.1917198185559,2,3,3,5,false,true,false,0,false,3,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],16,70.34883463660971,2,3,3,4,false,false,false,0,false,4,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],17,71.13773731266792,2,3,3,4,true,false,false,0,true,4,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],18,71.57742753011641,2,3,3,3,false,false,false,1,false,4,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],19,74.62200136929286,2,3,3,3,false,false,true,1,false,4,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],20,75.5708803011637,2,3,3,2,false,false,false,1,false,4,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],21,75.69178545914335,2,3,4,3,false,false,false,1,false,4,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],22,81.74052773931031,2,3,5,4,false,false,false,1,false,4,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],23,82.82232559909187,2,3,5,4,false,true,false,1,false,4,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],24,83.3966001808378,2,3,5,3,false,false,false,1,false,5,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],25,84.141307929113,2,3,5,3,true,false,false,1,true,5,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],26,84.33242728274857,2,3,5,2,false,false,false,2,false,5,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],27,84.76968078830872,2,4,5,3,false,false,false,2,false,5,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],28,93.2027243988393,2,5,5,4,false,false,false,2,false,5,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],29,93.94982100329233,2,5,5,4,false,false,false,2,false,5,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],30,95.19479378977027,2,5,5,4,false,false,true,2,false,5,false,1,true,1,1,false,false,false,0,false,0,false,0,false
[consuming3],31,95.55932680509075,2,5,5,3,false,false,false,2,false,5,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready13],32,97.42531522757093,2,5,5,3,false,false,false,2,false,5,false,2,false,1,1,false,false,true,0,false,0,false,0,true
[consuming13],33,98.03185975038063,2,5,5,3,false,false,false,2,false,5,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready1],34,113.60615615914892,2,5,5,3,true,false,false,2,true,5,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],35,114.5115277433025,2,5,5,2,false,false,false,3,false,5,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready1],36,115.04845747236793,2,5,5,2,true,false,false,3,true,5,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],37,115.75448228249462,2,5,5,1,false,false,false,4,false,5,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[forwarding],38,115.90017252912163,2,5,5,1,false,false,false,4,false,5,false,2,false,2,1,false,false,false,0,false,0,false,1,false
[producing],39,118.24662981359104,3,5,5,2,false,false,false,4,false,5,false,2,false,2,1,false,false,false,0,false,0,false,1,false
[con_ready12],40,123.52475790514083,3,5,5,2,false,false,false,4,false,5,false,2,false,2,1,false,true,false,0,false,0,true,1,false
[consuming12],41,124.02109154830578,3,5,5,2,false,false,false,4,false,5,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[con_ready3],42,124.15737657589405,3,5,5,2,false,false,true,4,false,5,false,2,true,2,0,false,false,false,0,false,1,false,1,false
[consuming3],43,125.51512774647473,3,5,5,1,false,false,false,4,false,5,false,3,false,2,0,false,false,false,0,false,1,false,1,false
[con_ready3],44,141.2997077758974,3,5,5,1,false,false,true,4,false,5,false,3,true,2,0,false,false,false,0,false,1,false,1,false
[consuming3],45,141.72679942342563,3,5,5,0,false,false,false,4,false,5,false,4,false,2,0,false,false,false,0,false,1,false,1,false
[producing],46,153.4117708470121,4,5,5,1,false,false,false,4,false,5,false,4,false,2,0,false,false,false,0,false,1,false,1,false
[con_ready2],47,155.21498127911056,4,5,5,1,false,true,false,4,false,5,true,4,false,2,0,false,false,false,0,false,1,false,1,false
[consuming2],48,155.41877457286515,4,5,5,0,false,false,false,4,false,6,false,4,false,2,0,false,false,false,0,false,1,false,1,false
[forwarding],49,168.44950044098275,4,5,5,0,false,false,false,4,false,6,false,4,false,3,1,false,false,false,0,false,1,false,1,false
[con_ready12],50,171.39816164199004,4,5,5,0,false,false,false,4,false,6,false,4,false,3,1,false,true,false,0,false,1,true,1,false
[consuming12],51,172.58528252029745,4,5,5,0,false,false,false,4,false,6,false,4,false,3,0,false,false,false,0,false,2,false,1,false
[producing],52,230.66590204026735,5,5,5,1,false,false,false,4,false,6,false,4,false,3,0,false,false,false,0,false,2,false,1,false
[forwarding],53,244.39186447175734,5,5,5,1,false,false,false,4,false,6,false,4,false,4,1,false,false,false,0,false,2,false,1,false
[con_ready2],54,253.98008086777702,5,5,5,1,false,true,false,4,false,6,true,4,false,4,1,false,false,false,0,false,2,false,1,false
[con_ready12],55,254.31956960673148,5,5,5,1,false,true,false,4,false,6,true,4,false,4,1,false,true,false,0,false,2,true,1,false
[consuming2],56,255.08818532042335,5,5,5,0,false,false,false,4,false,7,false,4,false,4,1,false,true,false,0,false,2,true,1,false
[consuming12],57,255.51294782555317,5,5,5,0,false,false,false,4,false,7,false,4,false,4,0,false,false,false,0,false,3,false,1,false
