,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19,s_X20,s_X21,s_X22,s_X23,s_X24
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X8_GET_req],2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,REST_X8,3,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,REST_X8,4,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,[X8_X9_GET_req],5,11,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,REST_X9,6,11,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,REST_X9,7,11,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,[X8_X9_GET_resp_2xx],8,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,[X0_X8_GET_resp_2xx],9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,REST_X0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,[X0_X11_GET_req],11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,REST_X11,12,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
13,REST_X11,13,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
14,[X11_X3_GET_req],14,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,REST_X3,15,3,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,REST_X3,16,3,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
17,[X3_X7_GET_req],17,3,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18,REST_X7,18,3,0,0,6,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
19,REST_X7,19,3,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
20,[X3_X7_GET_resp_2xx],20,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
21,[X11_X3_GET_resp_2xx],21,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
22,[X0_X11_GET_resp_2xx],22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,REST_X0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,[X0_X8_GET_req],24,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,REST_X8,25,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,REST_X8,26,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,[X8_X12_GET_req],27,11,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,REST_X12,28,11,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
29,REST_X12,29,11,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
30,[X12_X24_GET_req],30,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
31,REST_X24,31,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2
32,REST_X24,32,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9
33,[X24_X19_GET_req],33,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,10
34,REST_X19,34,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,10
35,REST_X19,35,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,10
36,[X19_X16_GET_req],36,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,1,0,0,6,0,0,0,0,10
37,REST_X16,37,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,2,0,0,6,0,0,0,0,10
38,REST_X16,38,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,5,0,0,6,0,0,0,0,10
39,[X16_X15_GET_req],39,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,1,6,0,0,6,0,0,0,0,10
40,REST_X15,40,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,2,6,0,0,6,0,0,0,0,10
41,REST_X15,41,11,0,0,0,0,0,0,0,10,0,0,0,6,0,0,5,6,0,0,6,0,0,0,0,10
42,[X15_X2_GET_req],42,11,0,1,0,0,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,0,10
43,REST_X2,43,11,0,2,0,0,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,0,10
44,REST_X2,44,11,0,5,0,0,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,0,10
45,[X2_X23_GET_req],45,11,0,6,0,0,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,1,10
46,REST_X23,46,11,0,6,0,0,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,2,10
47,REST_X23,47,11,0,6,0,0,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,5,10
48,[X23_X4_GET_req],48,11,0,6,0,1,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,6,10
49,REST_X4,49,11,0,6,0,2,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,6,10
50,REST_X4,50,11,0,6,0,5,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,6,10
51,[X4_X1_GET_req],51,11,1,6,0,6,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,6,10
52,REST_X1,52,11,2,6,0,6,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,6,10
53,REST_X1,53,11,3,6,0,6,0,0,0,10,0,0,0,6,0,0,6,6,0,0,6,0,0,0,6,10
