,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6
0,-,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0
2,[X0_X1_GET_req],2,3,1,0,0,0,0,0
3,REST_X1,3,3,2,0,0,0,0,0
4,REST_X1,4,3,5,0,0,0,0,0
5,[X1_X2_GET_req],5,3,6,1,0,0,0,0
6,REST_X2,6,3,6,2,0,0,0,0
7,REST_X2,7,3,6,3,0,0,0,0
8,[X1_X2_GET_resp_2xx],8,3,3,0,0,0,0,0
9,[X0_X1_GET_resp_2xx],9,0,0,0,0,0,0,0
10,REST_X0,10,10,0,0,0,0,0,0
11,[X0_X5_GET_req],11,11,0,0,0,0,1,0
12,REST_X5,12,11,0,0,0,0,2,0
13,REST_X5,13,11,0,0,0,0,5,0
14,[X5_X4_GET_req],14,11,0,0,0,1,6,0
15,REST_X4,15,11,0,0,0,2,6,0
16,REST_X4,16,11,0,0,0,5,6,0
17,[X4_X3_GET_req],17,11,0,0,1,6,6,0
18,REST_X3,18,11,0,0,2,6,6,0
19,REST_X3,19,11,0,0,3,6,6,0
20,[X4_X3_GET_resp_2xx],20,11,0,0,0,3,6,0
21,[X5_X4_GET_resp_2xx],21,11,0,0,0,0,3,0
22,[X0_X5_GET_resp_2xx],22,0,0,0,0,0,0,0
23,REST_X0,23,18,0,0,0,0,0,0
24,[X0_X6_GET_req],24,19,0,0,0,0,0,1
25,REST_X6,25,19,0,0,0,0,0,2
26,REST_X6,26,19,0,0,0,0,0,4
27,[X0_X6_GET_resp_5xx],27,20,0,0,0,0,0,0
28,[X0_X6_GET_req],28,21,0,0,0,0,0,1
29,REST_X6,29,21,0,0,0,0,0,2
30,REST_X6,30,21,0,0,0,0,0,3
31,[X0_X6_GET_resp_2xx],31,0,0,0,0,0,0,0
32,REST_X0,32,18,0,0,0,0,0,0
33,[X0_X6_GET_req],33,19,0,0,0,0,0,1
34,REST_X6,34,19,0,0,0,0,0,2
35,REST_X6,35,19,0,0,0,0,0,3
36,[X0_X6_GET_resp_2xx],36,0,0,0,0,0,0,0
37,REST_X0,37,10,0,0,0,0,0,0
38,[X0_X5_GET_req],38,11,0,0,0,0,1,0
39,REST_X5,39,11,0,0,0,0,2,0
40,REST_X5,40,11,0,0,0,0,5,0
41,[X5_X4_GET_req],41,11,0,0,0,1,6,0
42,REST_X4,42,11,0,0,0,2,6,0
43,REST_X4,43,11,0,0,0,5,6,0
44,[X4_X3_GET_req],44,11,0,0,1,6,6,0
45,REST_X3,45,11,0,0,2,6,6,0
46,REST_X3,46,11,0,0,3,6,6,0
47,[X4_X3_GET_resp_2xx],47,11,0,0,0,3,6,0
48,[X5_X4_GET_resp_2xx],48,11,0,0,0,0,3,0
49,[X0_X5_GET_resp_2xx],49,0,0,0,0,0,0,0
50,REST_X0,50,18,0,0,0,0,0,0
51,[X0_X6_GET_req],51,19,0,0,0,0,0,1
52,REST_X6,52,19,0,0,0,0,0,2
53,REST_X6,53,19,0,0,0,0,0,4
54,[X0_X6_GET_resp_5xx],54,20,0,0,0,0,0,0
55,[X0_X6_GET_req],55,21,0,0,0,0,0,1
56,REST_X6,56,21,0,0,0,0,0,2
57,REST_X6,57,21,0,0,0,0,0,3
58,[X0_X6_GET_resp_2xx],58,0,0,0,0,0,0,0
59,REST_X0,59,18,0,0,0,0,0,0
60,[X0_X6_GET_req],60,19,0,0,0,0,0,1
61,REST_X6,61,19,0,0,0,0,0,2
62,REST_X6,62,19,0,0,0,0,0,3
63,[X0_X6_GET_resp_2xx],63,0,0,0,0,0,0,0
64,REST_X0,64,2,0,0,0,0,0,0
65,[X0_X1_GET_req],65,3,1,0,0,0,0,0
66,REST_X1,66,3,2,0,0,0,0,0
67,REST_X1,67,3,5,0,0,0,0,0
68,[X1_X2_GET_req],68,3,6,1,0,0,0,0
69,REST_X2,69,3,6,2,0,0,0,0
70,REST_X2,70,3,6,3,0,0,0,0
71,[X1_X2_GET_resp_2xx],71,3,3,0,0,0,0,0
72,[X0_X1_GET_resp_2xx],72,0,0,0,0,0,0,0
73,REST_X0,73,10,0,0,0,0,0,0
74,[X0_X5_GET_req],74,11,0,0,0,0,1,0
75,REST_X5,75,11,0,0,0,0,2,0
76,REST_X5,76,11,0,0,0,0,5,0
77,[X5_X4_GET_req],77,11,0,0,0,1,6,0
78,REST_X4,78,11,0,0,0,2,6,0
79,REST_X4,79,11,0,0,0,5,6,0
80,[X4_X3_GET_req],80,11,0,0,1,6,6,0
81,REST_X3,81,11,0,0,2,6,6,0
82,REST_X3,82,11,0,0,3,6,6,0
83,[X4_X3_GET_resp_2xx],83,11,0,0,0,3,6,0
84,[X5_X4_GET_resp_2xx],84,11,0,0,0,0,3,0
85,[X0_X5_GET_resp_2xx],85,0,0,0,0,0,0,0
86,REST_X0,86,2,0,0,0,0,0,0
87,[X0_X1_GET_req],87,3,1,0,0,0,0,0
88,REST_X1,88,3,2,0,0,0,0,0
89,REST_X1,89,3,5,0,0,0,0,0
90,[X1_X2_GET_req],90,3,6,1,0,0,0,0
91,REST_X2,91,3,6,2,0,0,0,0
92,REST_X2,92,3,6,3,0,0,0,0
93,[X1_X2_GET_resp_2xx],93,3,3,0,0,0,0,0
94,[X0_X1_GET_resp_2xx],94,0,0,0,0,0,0,0
95,REST_X0,95,10,0,0,0,0,0,0
96,[X0_X5_GET_req],96,11,0,0,0,0,1,0
97,REST_X5,97,11,0,0,0,0,2,0
98,REST_X5,98,11,0,0,0,0,5,0
99,[X5_X4_GET_req],99,11,0,0,0,1,6,0
100,REST_X4,100,11,0,0,0,2,6,0
101,REST_X4,101,11,0,0,0,5,6,0
102,[X4_X3_GET_req],102,11,0,0,1,6,6,0
103,REST_X3,103,11,0,0,2,6,6,0
104,REST_X3,104,11,0,0,4,6,6,0
105,[X4_X3_GET_resp_5xx],105,11,0,0,0,7,6,0
106,[X4_X3_GET_req],106,11,0,0,1,8,6,0
107,REST_X3,107,11,0,0,2,8,6,0
108,REST_X3,108,11,0,0,3,8,6,0
109,[X4_X3_GET_resp_2xx],109,11,0,0,0,3,6,0
110,[X5_X4_GET_resp_2xx],110,11,0,0,0,0,3,0
111,[X0_X5_GET_resp_2xx],111,0,0,0,0,0,0,0
112,REST_X0,112,18,0,0,0,0,0,0
113,[X0_X6_GET_req],113,19,0,0,0,0,0,1
114,REST_X6,114,19,0,0,0,0,0,2
115,REST_X6,115,19,0,0,0,0,0,3
116,[X0_X6_GET_resp_2xx],116,0,0,0,0,0,0,0
117,REST_X0,117,2,0,0,0,0,0,0
118,[X0_X1_GET_req],118,3,1,0,0,0,0,0
119,REST_X1,119,3,2,0,0,0,0,0
120,REST_X1,120,3,5,0,0,0,0,0
121,[X1_X2_GET_req],121,3,6,1,0,0,0,0
122,REST_X2,122,3,6,2,0,0,0,0
123,REST_X2,123,3,6,3,0,0,0,0
124,[X1_X2_GET_resp_2xx],124,3,3,0,0,0,0,0
125,[X0_X1_GET_resp_2xx],125,0,0,0,0,0,0,0
126,REST_X0,126,10,0,0,0,0,0,0
127,[X0_X5_GET_req],127,11,0,0,0,0,1,0
128,REST_X5,128,11,0,0,0,0,2,0
129,REST_X5,129,11,0,0,0,0,5,0
130,[X5_X4_GET_req],130,11,0,0,0,1,6,0
131,REST_X4,131,11,0,0,0,2,6,0
