,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6
0,-,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0
2,[X0_X1_GET_req],2,3,1,0,0,0,0,0
3,REST_X1,3,3,2,0,0,0,0,0
4,REST_X1,4,3,5,0,0,0,0,0
5,[X1_X2_GET_req],5,3,6,1,0,0,0,0
6,REST_X2,6,3,6,2,0,0,0,0
7,REST_X2,7,3,6,3,0,0,0,0
8,[X1_X2_GET_resp_2xx],8,3,3,0,0,0,0,0
9,[X0_X1_GET_resp_2xx],9,0,0,0,0,0,0,0
10,REST_X0,10,2,0,0,0,0,0,0
11,[X0_X1_GET_req],11,3,1,0,0,0,0,0
12,REST_X1,12,3,2,0,0,0,0,0
13,REST_X1,13,3,5,0,0,0,0,0
14,[X1_X2_GET_req],14,3,6,1,0,0,0,0
15,REST_X2,15,3,6,2,0,0,0,0
16,REST_X2,16,3,6,3,0,0,0,0
17,[X1_X2_GET_resp_2xx],17,3,3,0,0,0,0,0
18,[X0_X1_GET_resp_2xx],18,0,0,0,0,0,0,0
19,REST_X0,19,18,0,0,0,0,0,0
20,[X0_X6_GET_req],20,19,0,0,0,0,0,1
21,REST_X6,21,19,0,0,0,0,0,2
22,REST_X6,22,19,0,0,0,0,0,3
23,[X0_X6_GET_resp_2xx],23,0,0,0,0,0,0,0
24,REST_X0,24,10,0,0,0,0,0,0
25,[X0_X5_GET_req],25,11,0,0,0,0,1,0
26,REST_X5,26,11,0,0,0,0,2,0
27,REST_X5,27,11,0,0,0,0,5,0
28,[X5_X4_GET_req],28,11,0,0,0,1,6,0
29,REST_X4,29,11,0,0,0,2,6,0
30,REST_X4,30,11,0,0,0,5,6,0
31,[X4_X3_GET_req],31,11,0,0,1,6,6,0
32,REST_X3,32,11,0,0,2,6,6,0
33,REST_X3,33,11,0,0,3,6,6,0
34,[X4_X3_GET_resp_2xx],34,11,0,0,0,3,6,0
35,[X5_X4_GET_resp_2xx],35,11,0,0,0,0,3,0
36,[X0_X5_GET_resp_2xx],36,0,0,0,0,0,0,0
37,REST_X0,37,18,0,0,0,0,0,0
38,[X0_X6_GET_req],38,19,0,0,0,0,0,1
39,REST_X6,39,19,0,0,0,0,0,2
40,REST_X6,40,19,0,0,0,0,0,3
41,[X0_X6_GET_resp_2xx],41,0,0,0,0,0,0,0
42,REST_X0,42,18,0,0,0,0,0,0
43,[X0_X6_GET_req],43,19,0,0,0,0,0,1
44,REST_X6,44,19,0,0,0,0,0,2
45,REST_X6,45,19,0,0,0,0,0,3
46,[X0_X6_GET_resp_2xx],46,0,0,0,0,0,0,0
47,REST_X0,47,18,0,0,0,0,0,0
48,[X0_X6_GET_req],48,19,0,0,0,0,0,1
49,REST_X6,49,19,0,0,0,0,0,2
50,REST_X6,50,19,0,0,0,0,0,3
51,[X0_X6_GET_resp_2xx],51,0,0,0,0,0,0,0
52,REST_X0,52,2,0,0,0,0,0,0
53,[X0_X1_GET_req],53,3,1,0,0,0,0,0
54,REST_X1,54,3,2,0,0,0,0,0
55,REST_X1,55,3,5,0,0,0,0,0
56,[X1_X2_GET_req],56,3,6,1,0,0,0,0
57,REST_X2,57,3,6,2,0,0,0,0
58,REST_X2,58,3,6,3,0,0,0,0
59,[X1_X2_GET_resp_2xx],59,3,3,0,0,0,0,0
60,[X0_X1_GET_resp_2xx],60,0,0,0,0,0,0,0
61,REST_X0,61,2,0,0,0,0,0,0
62,[X0_X1_GET_req],62,3,1,0,0,0,0,0
63,REST_X1,63,3,2,0,0,0,0,0
64,REST_X1,64,3,5,0,0,0,0,0
65,[X1_X2_GET_req],65,3,6,1,0,0,0,0
66,REST_X2,66,3,6,2,0,0,0,0
67,REST_X2,67,3,6,3,0,0,0,0
68,[X1_X2_GET_resp_2xx],68,3,3,0,0,0,0,0
69,[X0_X1_GET_resp_2xx],69,0,0,0,0,0,0,0
70,REST_X0,70,18,0,0,0,0,0,0
71,[X0_X6_GET_req],71,19,0,0,0,0,0,1
72,REST_X6,72,19,0,0,0,0,0,2
73,REST_X6,73,19,0,0,0,0,0,3
74,[X0_X6_GET_resp_2xx],74,0,0,0,0,0,0,0
75,REST_X0,75,18,0,0,0,0,0,0
76,[X0_X6_GET_req],76,19,0,0,0,0,0,1
77,REST_X6,77,19,0,0,0,0,0,2
78,REST_X6,78,19,0,0,0,0,0,3
79,[X0_X6_GET_resp_2xx],79,0,0,0,0,0,0,0
80,REST_X0,80,10,0,0,0,0,0,0
81,[X0_X5_GET_req],81,11,0,0,0,0,1,0
82,REST_X5,82,11,0,0,0,0,2,0
83,REST_X5,83,11,0,0,0,0,5,0
84,[X5_X4_GET_req],84,11,0,0,0,1,6,0
85,REST_X4,85,11,0,0,0,2,6,0
86,REST_X4,86,11,0,0,0,5,6,0
87,[X4_X3_GET_req],87,11,0,0,1,6,6,0
88,REST_X3,88,11,0,0,2,6,6,0
89,REST_X3,89,11,0,0,3,6,6,0
90,[X4_X3_GET_resp_2xx],90,11,0,0,0,3,6,0
91,[X5_X4_GET_resp_2xx],91,11,0,0,0,0,3,0
92,[X0_X5_GET_resp_2xx],92,0,0,0,0,0,0,0
93,REST_X0,93,2,0,0,0,0,0,0
94,[X0_X1_GET_req],94,3,1,0,0,0,0,0
95,REST_X1,95,3,2,0,0,0,0,0
96,REST_X1,96,3,5,0,0,0,0,0
97,[X1_X2_GET_req],97,3,6,1,0,0,0,0
98,REST_X2,98,3,6,2,0,0,0,0
99,REST_X2,99,3,6,3,0,0,0,0
100,[X1_X2_GET_resp_2xx],100,3,3,0,0,0,0,0
101,[X0_X1_GET_resp_2xx],101,0,0,0,0,0,0,0
102,REST_X0,102,10,0,0,0,0,0,0
103,[X0_X5_GET_req],103,11,0,0,0,0,1,0
104,REST_X5,104,11,0,0,0,0,2,0
105,REST_X5,105,11,0,0,0,0,5,0
106,[X5_X4_GET_req],106,11,0,0,0,1,6,0
107,REST_X4,107,11,0,0,0,2,6,0
108,REST_X4,108,11,0,0,0,5,6,0
109,[X4_X3_GET_req],109,11,0,0,1,6,6,0
110,REST_X3,110,11,0,0,2,6,6,0
111,REST_X3,111,11,0,0,3,6,6,0
112,[X4_X3_GET_resp_2xx],112,11,0,0,0,3,6,0
113,[X5_X4_GET_resp_2xx],113,11,0,0,0,0,3,0
114,[X0_X5_GET_resp_2xx],114,0,0,0,0,0,0,0
115,REST_X0,115,18,0,0,0,0,0,0
116,[X0_X6_GET_req],116,19,0,0,0,0,0,1
117,REST_X6,117,19,0,0,0,0,0,2
118,REST_X6,118,19,0,0,0,0,0,3
119,[X0_X6_GET_resp_2xx],119,0,0,0,0,0,0,0
120,REST_X0,120,10,0,0,0,0,0,0
121,[X0_X5_GET_req],121,11,0,0,0,0,1,0
122,REST_X5,122,11,0,0,0,0,2,0
123,REST_X5,123,11,0,0,0,0,5,0
124,[X5_X4_GET_req],124,11,0,0,0,1,6,0
125,REST_X4,125,11,0,0,0,2,6,0
126,REST_X4,126,11,0,0,0,5,6,0
127,[X4_X3_GET_req],127,11,0,0,1,6,6,0
128,REST_X3,128,11,0,0,2,6,6,0
129,REST_X3,129,11,0,0,3,6,6,0
130,[X4_X3_GET_resp_2xx],130,11,0,0,0,3,6,0
131,[X5_X4_GET_resp_2xx],131,11,0,0,0,0,3,0
