action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,28.872742922692357,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready2],2,35.46735104225047,1,0,0,1,false,true,false,0,false,0,true,0,false
[consuming2],3,35.618441461902165,1,0,0,0,false,false,false,0,false,1,false,0,false
[producing],4,47.91901612526013,2,0,0,1,false,false,false,0,false,1,false,0,false
[producing3],5,50.19463308852991,2,0,1,2,false,false,false,0,false,1,false,0,false
[con_ready1],6,59.13376234699951,2,0,1,3,false,false,false,0,true,1,false,0,false
[con_ready2],7,62.510033257170576,2,0,1,3,false,true,false,0,true,1,true,0,false
[consuming2],8,62.91445859438125,2,0,1,2,false,false,false,0,true,2,false,0,false
[producing3],9,67.16761644361634,2,0,2,3,false,false,false,0,true,2,false,0,false
[con_ready3],10,76.97323901413365,2,0,2,3,false,false,true,0,true,2,false,0,true
[consuming3],11,77.02350273790734,2,0,2,2,false,false,false,0,true,2,false,1,false
[producing3],12,78.78693136624364,2,0,3,2,true,false,false,0,true,2,false,1,false
[consuming1],13,80.15449450895548,2,0,3,1,false,false,false,1,false,2,false,1,false
[producing],14,80.77907679007518,3,0,3,2,false,false,false,1,false,2,false,1,false
[con_ready3],15,83.90465494783751,3,0,3,2,false,false,true,1,false,2,false,1,true
[consuming3],16,84.85840519449965,3,0,3,1,false,false,false,1,false,2,false,2,false
[con_ready1],17,84.87566735810485,3,0,3,2,false,false,false,1,true,2,false,2,false
[con_ready2],18,86.73351400030666,3,0,3,2,false,true,false,1,true,2,true,2,false
[consuming2],19,87.70311641257051,3,0,3,1,false,false,false,1,true,3,false,2,false
[con_ready3],20,87.76916000659479,3,0,3,1,false,false,true,1,true,3,false,2,true
[consuming3],21,87.89967004438951,3,0,3,0,false,false,false,1,true,3,false,3,false
[producing],22,88.18268489511748,4,0,3,1,false,false,false,1,true,3,false,3,false
[producing],23,95.72202519971736,5,0,3,2,false,false,false,1,true,3,false,3,false
[con_ready3],24,100.93659259196642,5,0,3,2,false,false,true,1,true,3,false,3,true
[consuming3],25,102.47366795761691,5,0,3,1,false,false,false,1,true,3,false,4,false
[producing2],26,104.73264593799449,5,1,3,2,false,false,false,1,true,3,false,4,false
[con_ready3],27,105.01661944317263,5,1,3,2,false,false,true,1,true,3,false,4,true
[consuming3],28,105.62213620716871,5,1,3,1,false,false,false,1,true,3,false,5,false
[producing],29,106.66932480233272,6,1,3,2,false,false,false,1,true,3,false,5,false
[producing2],30,107.92261904723756,6,2,3,3,false,false,false,1,true,3,false,5,false
[con_ready2],31,117.82315435250115,6,2,3,3,false,true,false,1,true,3,true,5,false
[consuming2],32,118.46034797752067,6,2,3,2,false,false,false,1,true,4,false,5,false
[producing3],33,120.06473897033986,6,2,4,3,false,false,false,1,true,4,false,5,false
[con_ready3],34,124.54451545025672,6,2,4,3,false,false,true,1,true,4,false,5,true
[consuming3],35,125.78705330445695,6,2,4,2,false,false,false,1,true,4,false,6,false
[producing3],36,127.98038709601981,6,2,5,3,false,false,false,1,true,4,false,6,false
[con_ready2],37,128.3014833762109,6,2,5,3,false,true,false,1,true,4,true,6,false
[consuming2],38,129.73657300408993,6,2,5,2,false,false,false,1,true,5,false,6,false
[producing2],39,130.22249772031472,6,3,5,3,false,false,false,1,true,5,false,6,false
[con_ready3],40,167.13255653513122,6,3,5,3,false,false,true,1,true,5,false,6,true
[consuming3],41,168.07105583097135,6,3,5,2,false,false,false,1,true,5,false,7,false
[producing3],42,169.81582908997893,6,3,6,3,false,false,false,1,true,5,false,7,false
[con_ready2],43,169.91256677346908,6,3,6,3,false,true,false,1,true,5,true,7,false
[consuming2],44,170.46279558837145,6,3,6,2,false,false,false,1,true,6,false,7,false
[producing3],45,176.96044631481726,6,3,7,2,true,false,false,1,true,6,false,7,false
[consuming1],46,178.41839250689608,6,3,7,1,false,false,false,2,false,6,false,7,false
[con_ready2],47,186.75668471376153,6,3,7,1,false,true,false,2,false,6,true,7,false
[consuming2],48,187.52791940052154,6,3,7,0,false,false,false,2,false,7,false,7,false
[producing],49,229.96064090041807,7,3,7,1,false,false,false,2,false,7,false,7,false
[producing],50,232.29683006271722,8,3,7,2,false,false,false,2,false,7,false,7,false
[producing2],51,232.93163548713198,8,4,7,3,false,false,false,2,false,7,false,7,false
[con_ready2],52,244.45592943636376,8,4,7,3,false,true,false,2,false,7,true,7,false
[consuming2],53,246.30739875044245,8,4,7,2,false,false,false,2,false,8,false,7,false
[producing3],54,250.41900411886195,8,4,8,2,true,false,false,2,false,8,false,7,false
