action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,15.24397957913044,1,1,false,false,0,false,0,false
[con_ready2],2,16.144849990309847,1,1,false,true,0,false,0,true
[consuming2],3,16.59630364796527,1,0,false,false,0,false,1,false
[producing],4,46.18233919079884,2,1,false,false,0,false,1,false
[con_ready2],5,46.661987309718796,2,1,false,true,0,false,1,true
[consuming2],6,46.94905530391263,2,0,false,false,0,false,2,false
[producing],7,53.560735738031944,3,1,false,false,0,false,2,false
[con_ready2],8,68.18458453443886,3,1,false,true,0,false,2,true
[consuming2],9,71.20339846538151,3,0,false,false,0,false,3,false
[producing],10,97.94860403549822,4,1,false,false,0,false,3,false
[con_ready1],11,98.74710873711146,4,1,true,false,0,true,3,false
[consuming1],12,98.80774691235345,4,0,false,false,1,false,3,false
[producing],13,115.73640010686351,5,1,false,false,1,false,3,false
[producing],14,126.22613912765205,6,2,false,false,1,false,3,false
[con_ready1],15,133.02380249991654,6,2,true,false,1,true,3,false
[consuming1],16,135.33647328743643,6,1,false,false,2,false,3,false
[con_ready1],17,136.47480317667947,6,1,true,false,2,true,3,false
[consuming1],18,136.85748543622626,6,0,false,false,3,false,3,false
[producing],19,141.19724376342742,7,1,false,false,3,false,3,false
[con_ready1],20,161.7401719318324,7,1,true,false,3,true,3,false
[consuming1],21,162.06629238504908,7,0,false,false,4,false,3,false
[producing],22,169.73000839300647,8,1,false,false,4,false,3,false
[con_ready1],23,175.05639760327756,8,1,true,false,4,true,3,false
[consuming1],24,175.81636017038974,8,0,false,false,5,false,3,false
[producing],25,176.86901224656063,9,1,false,false,5,false,3,false
[con_ready2],26,183.25653209149047,9,1,false,true,5,false,3,true
[consuming2],27,183.30449225066204,9,0,false,false,5,false,4,false
[producing],28,202.77071019292592,10,1,false,false,5,false,4,false
[producing],29,203.8794068142935,11,2,false,false,5,false,4,false
[con_ready2],30,207.19972316949082,11,2,false,true,5,false,4,true
[consuming2],31,208.96679388281086,11,1,false,false,5,false,5,false
[con_ready1],32,218.2843751889188,11,1,true,false,5,true,5,false
[consuming1],33,218.62673413825007,11,0,false,false,6,false,5,false
[producing],34,320.75585978507627,12,1,false,false,6,false,5,false
[con_ready2],35,332.9554561991025,12,1,false,true,6,false,5,true
[consuming2],36,333.66168931443656,12,0,false,false,6,false,6,false
[producing],37,359.273608394754,13,1,false,false,6,false,6,false
[con_ready1],38,360.5634386361712,13,1,true,false,6,true,6,false
[consuming1],39,363.28294338842323,13,0,false,false,7,false,6,false
[producing],40,402.407548007986,14,1,false,false,7,false,6,false
[con_ready1],41,404.17265133468914,14,1,true,false,7,true,6,false
[consuming1],42,404.29732915429634,14,0,false,false,8,false,6,false
[producing],43,445.1484103586583,15,1,false,false,8,false,6,false
[con_ready1],44,448.0607807263,15,1,true,false,8,true,6,false
[consuming1],45,448.59508773341094,15,0,false,false,9,false,6,false
[producing],46,482.297217098567,16,1,false,false,9,false,6,false
[con_ready1],47,483.0247077066035,16,1,true,false,9,true,6,false
[consuming1],48,483.6801907230197,16,0,false,false,10,false,6,false
[producing],49,612.4177459152402,17,1,false,false,10,false,6,false
[con_ready1],50,618.4920864946556,17,1,true,false,10,true,6,false
[consuming1],51,619.1761784823734,17,0,false,false,11,false,6,false
[producing],52,632.7954960649328,18,1,false,false,11,false,6,false
[con_ready2],53,635.7288806980717,18,1,false,true,11,false,6,true
[consuming2],54,636.2329153870764,18,0,false,false,11,false,7,false
[producing],55,647.1938444270917,19,1,false,false,11,false,7,false
[con_ready2],56,669.3368622983345,19,1,false,true,11,false,7,true
[consuming2],57,669.6990990885455,19,0,false,false,11,false,8,false
[producing],58,715.7487328602122,20,1,false,false,11,false,8,false
[producing],59,717.097829891222,21,2,false,false,11,false,8,false
[producing],60,741.4993390557672,22,3,false,false,11,false,8,false
[con_ready2],61,743.3937573733866,22,3,false,true,11,false,8,true
[consuming2],62,744.1232170783097,22,2,false,false,11,false,9,false
[con_ready1],63,746.4816270563283,22,2,true,false,11,true,9,false
[consuming1],64,746.5886832751489,22,1,false,false,12,false,9,false
[producing],65,765.3150940853014,23,2,false,false,12,false,9,false
[con_ready2],66,770.6712497648745,23,2,false,true,12,false,9,true
[consuming2],67,770.8838801624718,23,1,false,false,12,false,10,false
[con_ready2],68,777.835394338769,23,1,false,true,12,false,10,true
[consuming2],69,777.9503810901597,23,0,false,false,12,false,11,false
[producing],70,784.3153012298355,24,1,false,false,12,false,11,false
[producing],71,785.3563376645817,25,2,false,false,12,false,11,false
[con_ready2],72,789.3604547335352,25,2,false,true,12,false,11,true
[consuming2],73,791.5834174386931,25,1,false,false,12,false,12,false
[con_ready2],74,794.2122488526229,25,1,false,true,12,false,12,true
[consuming2],75,795.23968900084,25,0,false,false,12,false,13,false
[producing],76,830.6094973225871,26,1,false,false,12,false,13,false
[con_ready2],77,851.0583124172599,26,1,false,true,12,false,13,true
[consuming2],78,852.3306957726709,26,0,false,false,12,false,14,false
[producing],79,862.3219030420182,27,1,false,false,12,false,14,false
[con_ready2],80,869.7879999917124,27,1,false,true,12,false,14,true
[consuming2],81,870.8218960642924,27,0,false,false,12,false,15,false
[producing],82,883.2098967776824,28,1,false,false,12,false,15,false
[con_ready2],83,889.0100442015688,28,1,false,true,12,false,15,true
[consuming2],84,890.334496581474,28,0,false,false,12,false,16,false
[producing],85,893.0753142894289,29,1,false,false,12,false,16,false
[con_ready1],86,893.6896304039265,29,1,true,false,12,true,16,false
[consuming1],87,894.1070001661191,29,0,false,false,13,false,16,false
[producing],88,913.8926358526468,30,1,false,false,13,false,16,false
[con_ready2],89,920.4078592654715,30,1,false,true,13,false,16,true
[consuming2],90,920.4325095279028,30,0,false,false,13,false,17,false
[producing],91,922.2007345496876,31,1,false,false,13,false,17,false
[producing],92,926.4915925508183,32,2,false,false,13,false,17,false
[producing],93,927.7889490365834,33,3,false,false,13,false,17,false
[producing],94,928.5899720231041,34,4,false,false,13,false,17,false
[con_ready1],95,937.4327938908409,34,4,true,false,13,true,17,false
[consuming1],96,937.7521949206136,34,3,false,false,14,false,17,false
[con_ready2],97,944.0253858198133,34,3,false,true,14,false,17,true
[consuming2],98,944.3886440690569,34,2,false,false,14,false,18,false
[con_ready1],99,956.8803629340549,34,2,true,false,14,true,18,false
[consuming1],100,956.9103966640064,34,1,false,false,15,false,18,false
[producing],101,959.5550558783862,35,2,false,false,15,false,18,false
[con_ready1],102,970.1531766906375,35,2,true,false,15,true,18,false
[consuming1],103,970.1883376800699,35,1,false,false,16,false,18,false
[con_ready1],104,1013.5638729276609,35,1,true,false,16,true,18,false
[consuming1],105,1014.1834233601509,35,0,false,false,17,false,18,false
[producing],106,1024.6288580914963,36,1,false,false,17,false,18,false
[producing],107,1036.4030623701565,37,2,false,false,17,false,18,false
[producing],108,1042.5291763704372,38,3,false,false,17,false,18,false
[con_ready1],109,1049.8304892514243,38,3,true,false,17,true,18,false
[consuming1],110,1049.951634585465,38,2,false,false,18,false,18,false
[con_ready1],111,1054.9249236253336,38,2,true,false,18,true,18,false
[consuming1],112,1055.196867398162,38,1,false,false,19,false,18,false
[producing],113,1060.337730613822,39,2,false,false,19,false,18,false
[producing],114,1104.4653302059437,40,3,false,false,19,false,18,false
[con_ready2],115,1106.1913694787374,40,3,false,true,19,false,18,true
[consuming2],116,1106.2246646796477,40,2,false,false,19,false,19,false
[con_ready1],117,1113.9438003708833,40,2,true,false,19,true,19,false
[consuming1],118,1115.628382422057,40,1,false,false,20,false,19,false
[con_ready2],119,1129.9435705093085,40,1,false,true,20,false,19,true
[consuming2],120,1132.914374391374,40,0,false,false,20,false,20,false
