action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,38.26014552383056,1,1,false,0,false
[con_ready],2,43.9471825836982,1,2,false,0,true
[producing],3,129.5899649444257,2,2,true,0,true
[consuming],4,131.0458487170933,2,1,false,1,false
[con_ready],5,132.40332340123385,2,2,false,1,true
[producing],6,148.18957515166375,3,2,true,1,true
[consuming],7,148.92424194537605,3,1,false,2,false
[con_ready],8,169.93101625016408,3,2,false,2,true
[producing],9,224.95986238048692,4,2,true,2,true
[consuming],10,225.94097756494742,4,1,false,3,false
[con_ready],11,227.69875352682428,4,2,false,3,true
[producing],12,239.31143655250645,5,2,true,3,true
[consuming],13,239.43717025321214,5,1,false,4,false
[con_ready],14,246.03228080384494,5,2,false,4,true
[producing],15,276.84119646368185,6,2,true,4,true
[consuming],16,279.1292848268605,6,1,false,5,false
[con_ready],17,282.2989153244746,6,2,false,5,true
[producing],18,290.0771634966273,7,2,true,5,true
[consuming],19,290.45269698702685,7,1,false,6,false
[con_ready],20,293.0840811636784,7,2,false,6,true
[producing],21,305.11265961722205,8,2,true,6,true
[consuming],22,306.1440207511292,8,1,false,7,false
[con_ready],23,310.0838670227076,8,2,false,7,true
[producing],24,317.0729412093287,9,2,true,7,true
[consuming],25,317.6575683077802,9,1,false,8,false
[con_ready],26,318.1269029138172,9,2,false,8,true
[producing],27,326.7392818606193,10,2,true,8,true
[consuming],28,327.1586602709584,10,1,false,9,false
[con_ready],29,336.9787250544448,10,2,false,9,true
[producing],30,342.4935393691787,11,2,true,9,true
[consuming],31,342.78532710771367,11,1,false,10,false
[producing],32,346.2075899187702,12,1,true,10,false
