action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,74.73625612651925,1,1,false,0,false
[con_ready],2,89.92695717761565,1,2,false,0,true
[producing],3,184.9205141647485,2,2,true,0,true
[consuming],4,185.56136356788397,2,1,false,1,false
[con_ready],5,187.52871902333052,2,2,false,1,true
[producing],6,196.92562202360068,3,2,true,1,true
[consuming],7,197.93994607836302,3,1,false,2,false
[con_ready],8,211.0644012829418,3,2,false,2,true
[producing],9,228.37523306077236,4,2,true,2,true
[consuming],10,228.4568198300839,4,1,false,3,false
[producing],11,231.84063774521826,5,1,true,3,false
