action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,50.551681769259595,1,1,false,0,false
[con_ready],2,54.313346500319064,1,2,false,0,true
[producing],3,66.1244242487646,2,2,true,0,true
[consuming],4,67.2815885585322,2,1,false,1,false
[con_ready],5,69.51065454911624,2,2,false,1,true
[producing],6,159.73664272139735,3,2,true,1,true
[consuming],7,160.37994475183558,3,1,false,2,false
[con_ready],8,161.5626881027011,3,2,false,2,true
[producing],9,176.13335923499116,4,2,true,2,true
[consuming],10,176.2383800668916,4,1,false,3,false
[con_ready],11,178.697696949818,4,2,false,3,true
[producing],12,205.00562676581038,5,2,true,3,true
[consuming],13,205.21197510099236,5,1,false,4,false
[con_ready],14,217.00530235091495,5,2,false,4,true
[producing],15,310.63750772346305,6,2,true,4,true
[consuming],16,310.6397622958499,6,1,false,5,false
[producing],17,348.95311975135303,7,1,true,5,false
