action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,27.39197023115334,1,1,false,0,false
[con_ready],2,36.468697231643254,1,2,false,0,true
[producing],3,69.63553905299541,2,2,true,0,true
[consuming],4,69.77106279149318,2,1,false,1,false
[con_ready],5,73.94738880186877,2,2,false,1,true
[producing],6,82.2508178270113,3,2,true,1,true
[consuming],7,83.42563847736868,3,1,false,2,false
[con_ready],8,90.6053423976048,3,2,false,2,true
[producing],9,98.68381259555542,4,2,true,2,true
[consuming],10,99.13672115795329,4,1,false,3,false
[con_ready],11,104.12729936196652,4,2,false,3,true
[producing],12,142.78106762292043,5,2,true,3,true
[consuming],13,143.2923266502944,5,1,false,4,false
[con_ready],14,144.1666936303433,5,2,false,4,true
[producing],15,166.11047427100516,6,2,true,4,true
[consuming],16,166.5048159558276,6,1,false,5,false
[con_ready],17,173.92838692126114,6,2,false,5,true
[producing],18,266.83765436010214,7,2,true,5,true
[consuming],19,267.65730487743315,7,1,false,6,false
[con_ready],20,279.4082673659316,7,2,false,6,true
[producing],21,314.20806270367734,8,2,true,6,true
[consuming],22,315.4578960369094,8,1,false,7,false
[producing],23,353.9107473112216,9,1,true,7,false
