action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,1.1450732069219092,1,1,false,0,false
[con_ready],2,21.54869678488453,1,2,false,0,true
[producing],3,27.167318821173225,2,2,true,0,true
[consuming],4,27.50872169519229,2,1,false,1,false
[con_ready],5,27.713967589065827,2,2,false,1,true
[producing],6,45.05465990859088,3,2,true,1,true
[consuming],7,45.65335684306912,3,1,false,2,false
[con_ready],8,50.13914104131392,3,2,false,2,true
[producing],9,53.36844934270103,4,2,true,2,true
[consuming],10,53.54468555322072,4,1,false,3,false
[con_ready],11,70.07740002034794,4,2,false,3,true
[producing],12,147.88489469257047,5,2,true,3,true
[consuming],13,149.2574444450487,5,1,false,4,false
[con_ready],14,152.8277512575445,5,2,false,4,true
[producing],15,169.7678741544366,6,2,true,4,true
[consuming],16,169.86797032141203,6,1,false,5,false
[con_ready],17,170.27961710986241,6,2,false,5,true
[producing],18,299.0218240774131,7,2,true,5,true
[consuming],19,300.7873744717016,7,1,false,6,false
[con_ready],20,343.597250595658,7,2,false,6,true
[producing],21,390.5043381402927,8,2,true,6,true
[consuming],22,392.4020623004581,8,1,false,7,false
[con_ready],23,398.35010747946154,8,2,false,7,true
[producing],24,460.175048184125,9,2,true,7,true
[consuming],25,461.4787540798201,9,1,false,8,false
[con_ready],26,470.14288026969297,9,2,false,8,true
[producing],27,492.41796287479576,10,2,true,8,true
[consuming],28,492.4311373137257,10,1,false,9,false
[con_ready],29,501.44293700136075,10,2,false,9,true
[producing],30,506.23900238955025,11,2,true,9,true
[consuming],31,506.7504792192412,11,1,false,10,false
[con_ready],32,517.0026465669157,11,2,false,10,true
[producing],33,561.2459355440099,12,2,true,10,true
[consuming],34,562.1900160455956,12,1,false,11,false
[con_ready],35,573.6175937297894,12,2,false,11,true
[producing],36,573.8646796014483,13,2,true,11,true
[consuming],37,574.4668018604459,13,1,false,12,false
[con_ready],38,576.2127154214463,13,2,false,12,true
[producing],39,650.132311785967,14,2,true,12,true
[consuming],40,650.554077694219,14,1,false,13,false
[con_ready],41,673.6357793023769,14,2,false,13,true
[producing],42,684.1411398059639,15,2,true,13,true
[consuming],43,685.674409580384,15,1,false,14,false
[con_ready],44,695.4738284482908,15,2,false,14,true
[producing],45,712.4295873508898,16,2,true,14,true
[consuming],46,714.0419645851844,16,1,false,15,false
[con_ready],47,715.3866377621384,16,2,false,15,true
[producing],48,765.296085808644,17,2,true,15,true
[consuming],49,766.1271603838077,17,1,false,16,false
[con_ready],50,776.8165713926826,17,2,false,16,true
[producing],51,951.6432441871553,18,2,true,16,true
[consuming],52,952.6377934753828,18,1,false,17,false
[producing],53,975.546406908493,19,1,true,17,false
