action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,22.023283191301402,1,1,false,0,false
[con_ready],2,30.574406537510825,1,2,false,0,true
[producing],3,35.0495416096239,2,2,true,0,true
[consuming],4,35.198694603984386,2,1,false,1,false
[con_ready],5,39.4086865427641,2,2,false,1,true
[producing],6,104.42603430775557,3,2,true,1,true
[consuming],7,104.88937745327574,3,1,false,2,false
[con_ready],8,109.09476944834346,3,2,false,2,true
[producing],9,178.23305997095088,4,2,true,2,true
[consuming],10,179.66524932848705,4,1,false,3,false
[con_ready],11,186.05773377925766,4,2,false,3,true
[producing],12,227.04165209926433,5,2,true,3,true
[consuming],13,228.43562238242686,5,1,false,4,false
[con_ready],14,244.60208080766893,5,2,false,4,true
[producing],15,305.8578286444393,6,2,true,4,true
[consuming],16,305.96376946463977,6,1,false,5,false
[con_ready],17,328.69131032876334,6,2,false,5,true
[producing],18,331.13344870112235,7,2,true,5,true
[consuming],19,331.14927301858023,7,1,false,6,false
[con_ready],20,333.2751717573247,7,2,false,6,true
[producing],21,380.7618876621127,8,2,true,6,true
[consuming],22,381.1903046531632,8,1,false,7,false
[con_ready],23,381.80653545511905,8,2,false,7,true
[producing],24,407.7333988666284,9,2,true,7,true
[consuming],25,409.6246374050248,9,1,false,8,false
[producing],26,411.7228246521219,10,1,true,8,false
