action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,3.519903649866591,1,1,false,0,false
[con_ready],2,4.888204483930619,1,2,false,0,true
[producing],3,19.343989151366358,2,2,true,0,true
[consuming],4,20.522171224520015,2,1,false,1,false
[con_ready],5,21.043374660201373,2,2,false,1,true
[producing],6,48.66180331249913,3,2,true,1,true
[consuming],7,49.468195489347245,3,1,false,2,false
[con_ready],8,51.33962215625428,3,2,false,2,true
[producing],9,79.67135952341111,4,2,true,2,true
[consuming],10,80.0529242500799,4,1,false,3,false
[con_ready],11,84.81304158459703,4,2,false,3,true
[producing],12,101.0945265849908,5,2,true,3,true
[consuming],13,102.46131747193537,5,1,false,4,false
[producing],14,108.68958542151401,6,1,true,4,false
