action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,10.128098128890782,1,1,false,0,false
[con_ready],2,10.508714820841693,1,2,false,0,true
[producing],3,43.1137536803717,2,2,true,0,true
[consuming],4,43.80554147739898,2,1,false,1,false
[con_ready],5,53.75574871871636,2,2,false,1,true
[producing],6,65.2236816250419,3,2,true,1,true
[consuming],7,66.12023860236462,3,1,false,2,false
[con_ready],8,70.4687207252279,3,2,false,2,true
[producing],9,93.63668102738256,4,2,true,2,true
[consuming],10,95.83531707863996,4,1,false,3,false
[con_ready],11,111.25710887169032,4,2,false,3,true
[producing],12,137.17719552380584,5,2,true,3,true
[consuming],13,139.23577955290685,5,1,false,4,false
[producing],14,147.77338118865535,6,1,true,4,false
