action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,3.6285675625414147,1,1,false,0,false
[con_ready],2,4.129220624143101,1,2,false,0,true
[producing],3,13.101429624045256,2,2,true,0,true
[consuming],4,14.386413521837342,2,1,false,1,false
[con_ready],5,23.04274029192336,2,2,false,1,true
[producing],6,27.33844256893392,3,2,true,1,true
[consuming],7,28.881167510678388,3,1,false,2,false
[con_ready],8,37.07938093965788,3,2,false,2,true
[producing],9,61.603469684313524,4,2,true,2,true
[consuming],10,62.30890454264579,4,1,false,3,false
[con_ready],11,64.93241719695388,4,2,false,3,true
[producing],12,98.8027404419501,5,2,true,3,true
[consuming],13,100.34055622467082,5,1,false,4,false
[con_ready],14,103.49139951938247,5,2,false,4,true
[producing],15,152.75515775889656,6,2,true,4,true
[consuming],16,155.51230789120487,6,1,false,5,false
[producing],17,159.26945671962042,7,1,true,5,false
