action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,3.173884930214739,1,1,false,0,false
[con_ready],2,28.807793169608416,1,2,false,0,true
[producing],3,36.393550770396544,2,2,true,0,true
[consuming],4,37.89238242733718,2,1,false,1,false
[con_ready],5,39.10051718480884,2,2,false,1,true
[producing],6,85.08662757033721,3,2,true,1,true
[consuming],7,86.66640896422146,3,1,false,2,false
[con_ready],8,90.12728387308891,3,2,false,2,true
[producing],9,90.97932970624822,4,2,true,2,true
[consuming],10,91.27638871298663,4,1,false,3,false
[producing],11,92.26520917520605,5,1,true,3,false
