action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,7.2316578245269865,1,1,false,0,false
[con_ready],2,10.566642280349006,1,2,false,0,true
[producing],3,51.08060830353209,2,2,true,0,true
[consuming],4,51.70351665194447,2,1,false,1,false
[con_ready],5,55.95284735847706,2,2,false,1,true
[producing],6,56.41492979364415,3,2,true,1,true
[consuming],7,56.86299913679065,3,1,false,2,false
[con_ready],8,59.25314360573917,3,2,false,2,true
[producing],9,106.11990703437131,4,2,true,2,true
[consuming],10,107.45998150519318,4,1,false,3,false
[con_ready],11,111.1345302343679,4,2,false,3,true
[producing],12,182.61501402826764,5,2,true,3,true
[consuming],13,183.0725497922858,5,1,false,4,false
[con_ready],14,217.28226854731219,5,2,false,4,true
[producing],15,281.8472467144917,6,2,true,4,true
[consuming],16,283.15518962710286,6,1,false,5,false
[con_ready],17,293.0394466959928,6,2,false,5,true
[producing],18,306.19805749729886,7,2,true,5,true
[consuming],19,308.8585642933927,7,1,false,6,false
[producing],20,310.571303900888,8,1,true,6,false
