,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X18_GET_req],2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,REST_X18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4,REST_X18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5,[X18_X2_GET_req],5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
6,REST_X2,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
7,REST_X2,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
8,[X2_X10_GET_req],8,3,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
9,REST_X10,9,3,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0
10,REST_X10,10,3,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0
11,[X10_X9_GET_req],11,3,0,14,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,6,0
12,REST_X9,12,3,0,14,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,6,0
13,REST_X9,13,3,0,14,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,6,0
14,[X9_X6_GET_req],14,3,0,14,0,0,0,1,0,0,6,10,0,0,0,0,0,0,0,6,0
15,REST_X6,15,3,0,14,0,0,0,2,0,0,6,10,0,0,0,0,0,0,0,6,0
16,REST_X6,16,3,0,14,0,0,0,5,0,0,6,10,0,0,0,0,0,0,0,6,0
17,[X6_X16_GET_req],17,3,0,14,0,0,0,6,0,0,6,10,0,0,0,0,0,1,0,6,0
18,REST_X16,18,3,0,14,0,0,0,6,0,0,6,10,0,0,0,0,0,2,0,6,0
19,REST_X16,19,3,0,14,0,0,0,6,0,0,6,10,0,0,0,0,0,3,0,6,0
20,[X6_X16_GET_resp_2xx],20,3,0,14,0,0,0,3,0,0,6,10,0,0,0,0,0,0,0,6,0
21,[X9_X6_GET_resp_2xx],21,3,0,14,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,6,0
22,[X10_X9_GET_resp_2xx],22,3,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0
23,[X2_X10_GET_resp_2xx],23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
24,[X18_X2_GET_resp_2xx],24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
25,[X0_X18_GET_resp_2xx],25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,REST_X0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,[X0_X18_GET_req],27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,REST_X18,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
29,REST_X18,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
30,[X18_X2_GET_req],30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
31,REST_X2,31,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
32,REST_X2,32,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
