action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,f2,c3,getting3,f3,b1,serving11,serving12,serving13,b2,serving21,serving22,serving23,c11,getting11,c12,getting12,c13,getting13,c21,getting21,c22,getting22,c23,getting23
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing],1,7.024045627442233,1,0,0,1,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing2],2,11.629036629070924,1,1,0,2,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing3],3,26.697386332704248,1,1,1,3,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready2],4,27.02670734483797,1,1,1,3,false,true,false,0,false,0,true,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming2],5,27.118129072428573,1,1,1,2,false,false,false,0,false,1,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing3],6,30.072882203184104,1,1,2,3,false,false,false,0,false,1,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing],7,31.234634658089963,2,1,2,4,false,false,false,0,false,1,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready1],8,32.484310780220056,2,1,2,4,true,false,false,0,true,1,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming1],9,36.486835357467875,2,1,2,3,false,false,false,1,false,1,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready3],10,42.483681169077144,2,1,2,3,false,false,true,1,false,1,false,0,0,true,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming3],11,42.849974514768626,2,1,2,2,false,false,false,1,false,1,false,0,1,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing],12,44.42336053262697,3,1,2,3,false,false,false,1,false,1,false,0,1,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready2],13,44.73098253668166,3,1,2,3,false,true,false,1,false,1,true,0,1,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming2],14,45.12512781489385,3,1,2,2,false,false,false,1,false,2,false,0,1,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[forwarding2],15,51.057001437476636,3,1,2,2,false,false,false,1,false,2,false,1,1,false,0,1,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[forwarding2],16,51.73776096943372,3,1,2,2,false,false,false,1,false,2,false,2,1,false,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready3],17,53.50289694062818,3,1,2,2,false,false,true,1,false,2,false,2,1,true,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming3],18,53.704705284517665,3,1,2,1,false,false,false,1,false,2,false,2,2,false,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing3],19,56.26689563203426,3,1,3,2,false,false,false,1,false,2,false,2,2,false,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing],20,57.58951134124451,4,1,3,3,false,false,false,1,false,2,false,2,2,false,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing3],21,57.731963041079545,4,1,4,4,false,false,false,1,false,2,false,2,2,false,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing3],22,58.23413101727579,4,1,5,5,false,false,false,1,false,2,false,2,2,false,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready3],23,66.53059572575773,4,1,5,5,false,false,true,1,false,2,false,2,2,true,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming3],24,66.54228870882449,4,1,5,4,false,false,false,1,false,2,false,2,3,false,0,2,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[forwarding3],25,69.45929830534538,4,1,5,4,false,false,false,1,false,2,false,2,3,false,1,2,false,false,false,1,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[forwarding3],26,70.39031901571018,4,1,5,4,false,false,false,1,false,2,false,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready1],27,70.81289333355014,4,1,5,4,true,false,false,1,true,2,false,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming1],28,70.92667851136098,4,1,5,3,false,false,false,2,false,2,false,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready1],29,71.8836763487022,4,1,5,3,true,false,false,2,true,2,false,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming1],30,72.78055753175043,4,1,5,2,false,false,false,3,false,2,false,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing3],31,74.69705919603317,4,1,6,3,false,false,false,3,false,2,false,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready2],32,75.67765675812572,4,1,6,3,false,true,false,3,false,2,true,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming2],33,76.21637247112088,4,1,6,2,false,false,false,3,false,3,false,2,3,false,2,2,false,false,false,2,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready13],34,76.85131710082634,4,1,6,2,false,false,false,3,false,3,false,2,3,false,2,2,true,false,false,2,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[con_ready3],35,77.59457667718581,4,1,6,2,false,false,true,3,false,3,false,2,3,true,2,2,true,false,false,2,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[consuming3],36,77.73308108524279,4,1,6,1,false,false,false,3,false,3,false,2,4,false,2,2,true,false,false,2,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[con_ready2],37,78.19920677135549,4,1,6,1,false,true,false,3,false,3,true,2,4,false,2,2,true,false,false,2,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[consuming2],38,78.89043229448282,4,1,6,0,false,false,false,3,false,4,false,2,4,false,2,2,true,false,false,2,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[forwarding3],39,87.1164219321358,4,1,6,0,false,false,false,3,false,4,false,2,4,false,3,2,true,false,false,3,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[producing],40,90.36733728388937,5,1,6,1,false,false,false,3,false,4,false,2,4,false,3,2,true,false,false,3,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[producing2],41,90.4787735675777,5,2,6,2,false,false,false,3,false,4,false,2,4,false,3,2,true,false,false,3,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[producing3],42,93.39781257739749,5,2,7,3,false,false,false,3,false,4,false,2,4,false,3,2,true,false,false,3,false,false,false,0,false,0,false,0,true,0,false,0,false,0,false
[con_ready22],43,98.77110865479214,5,2,7,3,false,false,false,3,false,4,false,2,4,false,3,2,true,false,false,3,false,true,false,0,false,0,false,0,true,0,false,0,true,0,false
[consuming22],44,99.05686325762863,5,2,7,3,false,false,false,3,false,4,false,2,4,false,3,2,true,false,false,2,false,false,false,0,false,0,false,0,true,0,false,1,false,0,false
[con_ready23],45,104.77406512937242,5,2,7,3,false,false,false,3,false,4,false,2,4,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[con_ready2],46,107.91976850922183,5,2,7,3,false,true,false,3,false,4,true,2,4,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[consuming2],47,108.10767929831638,5,2,7,2,false,false,false,3,false,5,false,2,4,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[producing],48,114.7995615726856,6,2,7,3,false,false,false,3,false,5,false,2,4,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[producing3],49,116.07895673729737,6,2,8,4,false,false,false,3,false,5,false,2,4,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[con_ready3],50,120.31921806251908,6,2,8,4,false,false,true,3,false,5,false,2,4,true,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[consuming3],51,123.84401756377028,6,2,8,3,false,false,false,3,false,5,false,2,5,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[producing3],52,126.0653237509441,6,2,9,4,false,false,false,3,false,5,false,2,5,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[con_ready1],53,128.73677814377044,6,2,9,4,true,false,false,3,true,5,false,2,5,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[consuming1],54,129.78798205762808,6,2,9,3,false,false,false,4,false,5,false,2,5,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[producing2],55,133.19716785975282,6,3,9,4,false,false,false,4,false,5,false,2,5,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[con_ready3],56,137.71203623582124,6,3,9,4,false,false,true,4,false,5,false,2,5,true,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[consuming3],57,138.74632206901066,6,3,9,3,false,false,false,4,false,5,false,2,6,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
[producing3],58,142.97181917308885,6,3,10,4,false,false,false,4,false,5,false,2,6,false,3,2,true,false,false,2,true,false,false,0,false,0,false,0,true,0,false,1,false,0,true
