,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6
0,-,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0
2,[X0_X4_GET_req],2,3,0,0,0,1,0,0
3,REST_X4,3,3,0,0,0,2,0,0
4,REST_X4,4,3,0,0,0,5,0,0
5,[X4_X2_GET_req],5,3,0,1,0,6,0,0
6,REST_X2,6,3,0,2,0,6,0,0
7,REST_X2,7,3,0,5,0,6,0,0
8,[X2_X1_GET_req],8,3,1,6,0,6,0,0
9,REST_X1,9,3,2,6,0,6,0,0
10,REST_X1,10,3,3,6,0,6,0,0
11,[X2_X1_GET_resp_2xx],11,3,0,3,0,6,0,0
12,[X4_X2_GET_resp_2xx],12,3,0,0,0,3,0,0
13,[X0_X4_GET_resp_2xx],13,0,0,0,0,0,0,0
14,REST_X0,14,2,0,0,0,0,0,0
15,[X0_X4_GET_req],15,3,0,0,0,1,0,0
16,REST_X4,16,3,0,0,0,2,0,0
17,REST_X4,17,3,0,0,0,5,0,0
18,[X4_X2_GET_req],18,3,0,1,0,6,0,0
19,REST_X2,19,3,0,2,0,6,0,0
20,REST_X2,20,3,0,11,0,6,0,0
21,[X2_X6_GET_req],21,3,0,12,0,6,0,1
22,REST_X6,22,3,0,12,0,6,0,2
23,REST_X6,23,3,0,12,0,6,0,5
24,[X6_X5_GET_req],24,3,0,12,0,6,1,6
25,REST_X5,25,3,0,12,0,6,2,6
26,REST_X5,26,3,0,12,0,6,5,6
27,[X5_X3_GET_req],27,3,0,12,1,6,6,6
28,REST_X3,28,3,0,12,2,6,6,6
29,REST_X3,29,3,0,12,3,6,6,6
30,[X5_X3_GET_resp_2xx],30,3,0,12,0,6,3,6
31,[X6_X5_GET_resp_2xx],31,3,0,12,0,6,0,3
32,[X2_X6_GET_resp_2xx],32,3,0,3,0,6,0,0
33,[X4_X2_GET_resp_2xx],33,3,0,0,0,3,0,0
34,[X0_X4_GET_resp_2xx],34,0,0,0,0,0,0,0
35,REST_X0,35,2,0,0,0,0,0,0
36,[X0_X4_GET_req],36,3,0,0,0,1,0,0
37,REST_X4,37,3,0,0,0,2,0,0
38,REST_X4,38,3,0,0,0,5,0,0
39,[X4_X2_GET_req],39,3,0,1,0,6,0,0
40,REST_X2,40,3,0,2,0,6,0,0
41,REST_X2,41,3,0,11,0,6,0,0
42,[X2_X6_GET_req],42,3,0,12,0,6,0,1
43,REST_X6,43,3,0,12,0,6,0,2
44,REST_X6,44,3,0,12,0,6,0,5
45,[X6_X5_GET_req],45,3,0,12,0,6,1,6
46,REST_X5,46,3,0,12,0,6,2,6
47,REST_X5,47,3,0,12,0,6,5,6
48,[X5_X3_GET_req],48,3,0,12,1,6,6,6
49,REST_X3,49,3,0,12,2,6,6,6
50,REST_X3,50,3,0,12,3,6,6,6
51,[X5_X3_GET_resp_2xx],51,3,0,12,0,6,3,6
52,[X6_X5_GET_resp_2xx],52,3,0,12,0,6,0,3
53,[X2_X6_GET_resp_2xx],53,3,0,3,0,6,0,0
54,[X4_X2_GET_resp_2xx],54,3,0,0,0,3,0,0
55,[X0_X4_GET_resp_2xx],55,0,0,0,0,0,0,0
56,REST_X0,56,2,0,0,0,0,0,0
57,[X0_X4_GET_req],57,3,0,0,0,1,0,0
58,REST_X4,58,3,0,0,0,2,0,0
59,REST_X4,59,3,0,0,0,5,0,0
60,[X4_X2_GET_req],60,3,0,1,0,6,0,0
61,REST_X2,61,3,0,2,0,6,0,0
62,REST_X2,62,3,0,5,0,6,0,0
63,[X2_X1_GET_req],63,3,1,6,0,6,0,0
64,REST_X1,64,3,2,6,0,6,0,0
65,REST_X1,65,3,3,6,0,6,0,0
66,[X2_X1_GET_resp_2xx],66,3,0,3,0,6,0,0
67,[X4_X2_GET_resp_2xx],67,3,0,0,0,3,0,0
68,[X0_X4_GET_resp_2xx],68,0,0,0,0,0,0,0
69,REST_X0,69,2,0,0,0,0,0,0
70,[X0_X4_GET_req],70,3,0,0,0,1,0,0
71,REST_X4,71,3,0,0,0,2,0,0
72,REST_X4,72,3,0,0,0,5,0,0
73,[X4_X2_GET_req],73,3,0,1,0,6,0,0
74,REST_X2,74,3,0,2,0,6,0,0
75,REST_X2,75,3,0,5,0,6,0,0
76,[X2_X1_GET_req],76,3,1,6,0,6,0,0
77,REST_X1,77,3,2,6,0,6,0,0
78,REST_X1,78,3,3,6,0,6,0,0
79,[X2_X1_GET_resp_2xx],79,3,0,3,0,6,0,0
80,[X4_X2_GET_resp_2xx],80,3,0,0,0,3,0,0
81,[X0_X4_GET_resp_2xx],81,0,0,0,0,0,0,0
82,REST_X0,82,2,0,0,0,0,0,0
83,[X0_X4_GET_req],83,3,0,0,0,1,0,0
84,REST_X4,84,3,0,0,0,2,0,0
85,REST_X4,85,3,0,0,0,5,0,0
86,[X4_X2_GET_req],86,3,0,1,0,6,0,0
87,REST_X2,87,3,0,2,0,6,0,0
88,REST_X2,88,3,0,11,0,6,0,0
89,[X2_X6_GET_req],89,3,0,12,0,6,0,1
90,REST_X6,90,3,0,12,0,6,0,2
91,REST_X6,91,3,0,12,0,6,0,5
92,[X6_X5_GET_req],92,3,0,12,0,6,1,6
93,REST_X5,93,3,0,12,0,6,2,6
94,REST_X5,94,3,0,12,0,6,5,6
95,[X5_X3_GET_req],95,3,0,12,1,6,6,6
96,REST_X3,96,3,0,12,2,6,6,6
97,REST_X3,97,3,0,12,3,6,6,6
98,[X5_X3_GET_resp_2xx],98,3,0,12,0,6,3,6
99,[X6_X5_GET_resp_2xx],99,3,0,12,0,6,0,3
100,[X2_X6_GET_resp_2xx],100,3,0,3,0,6,0,0
101,[X4_X2_GET_resp_2xx],101,3,0,0,0,3,0,0
102,[X0_X4_GET_resp_2xx],102,0,0,0,0,0,0,0
103,REST_X0,103,2,0,0,0,0,0,0
104,[X0_X4_GET_req],104,3,0,0,0,1,0,0
105,REST_X4,105,3,0,0,0,2,0,0
106,REST_X4,106,3,0,0,0,5,0,0
107,[X4_X2_GET_req],107,3,0,1,0,6,0,0
108,REST_X2,108,3,0,2,0,6,0,0
109,REST_X2,109,3,0,5,0,6,0,0
110,[X2_X1_GET_req],110,3,1,6,0,6,0,0
111,REST_X1,111,3,2,6,0,6,0,0
112,REST_X1,112,3,3,6,0,6,0,0
113,[X2_X1_GET_resp_2xx],113,3,0,3,0,6,0,0
114,[X4_X2_GET_resp_2xx],114,3,0,0,0,3,0,0
115,[X0_X4_GET_resp_2xx],115,0,0,0,0,0,0,0
116,REST_X0,116,2,0,0,0,0,0,0
117,[X0_X4_GET_req],117,3,0,0,0,1,0,0
118,REST_X4,118,3,0,0,0,2,0,0
119,REST_X4,119,3,0,0,0,5,0,0
120,[X4_X2_GET_req],120,3,0,1,0,6,0,0
121,REST_X2,121,3,0,2,0,6,0,0
122,REST_X2,122,3,0,11,0,6,0,0
123,[X2_X6_GET_req],123,3,0,12,0,6,0,1
124,REST_X6,124,3,0,12,0,6,0,2
125,REST_X6,125,3,0,12,0,6,0,5
126,[X6_X5_GET_req],126,3,0,12,0,6,1,6
127,REST_X5,127,3,0,12,0,6,2,6
128,REST_X5,128,3,0,12,0,6,5,6
129,[X5_X3_GET_req],129,3,0,12,1,6,6,6
130,REST_X3,130,3,0,12,2,6,6,6
131,REST_X3,131,3,0,12,3,6,6,6
