action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,1.321632850614415,1,1,false,false,0,false,0,false
[con_ready1],2,17.8801410842845,1,2,false,false,0,true,0,false
[con_ready2],3,69.1716051084416,1,2,false,true,0,true,0,true
[consuming2],4,70.11554466732635,1,1,false,false,0,true,1,false
[con_ready2],5,71.96781912562591,1,1,false,true,0,true,1,true
[consuming2],6,72.3940676655033,1,0,false,false,0,true,2,false
[producing],7,78.30281053543003,2,1,false,false,0,true,2,false
[con_ready2],8,80.41923399470556,2,1,false,true,0,true,2,true
[consuming2],9,80.57555028698746,2,0,false,false,0,true,3,false
[producing],10,123.38921470772698,3,1,false,false,0,true,3,false
[con_ready2],11,230.36712993981445,3,1,false,true,0,true,3,true
[consuming2],12,230.724668693938,3,0,false,false,0,true,4,false
[producing],13,397.5451557341478,4,1,false,false,0,true,4,false
[producing],14,400.7772425779202,5,1,true,false,0,true,4,false
[consuming1],15,401.08401170258884,5,0,false,false,1,false,4,false
[producing],16,429.25978952435696,6,1,false,false,1,false,4,false
[producing],17,429.6230966385447,7,1,true,false,1,false,4,false
