action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,17.046506643771767,1,1,false,false,0,false,0,false
[con_ready1],2,19.43061581595078,1,2,false,false,0,true,0,false
[con_ready2],3,28.756282952773386,1,2,false,true,0,true,0,true
[consuming2],4,29.10148052828118,1,1,false,false,0,true,1,false
[producing],5,37.048466157510354,2,1,true,false,0,true,1,false
[consuming1],6,37.23074247326027,2,0,false,false,1,false,1,false
[producing],7,82.88948293750721,3,1,false,false,1,false,1,false
[con_ready1],8,101.38643735675032,3,2,false,false,1,true,1,false
[con_ready2],9,148.61409679847264,3,2,false,true,1,true,1,true
[consuming2],10,148.76320595898542,3,1,false,false,1,true,2,false
[con_ready2],11,160.13515762907258,3,1,false,true,1,true,2,true
[consuming2],12,160.61779930061527,3,0,false,false,1,true,3,false
[producing],13,168.67560987051033,4,1,false,false,1,true,3,false
[con_ready2],14,194.23339366053574,4,1,false,true,1,true,3,true
[consuming2],15,197.39475560336638,4,0,false,false,1,true,4,false
[producing],16,233.11727430739424,5,1,false,false,1,true,4,false
[producing],17,253.78965713321162,6,1,true,false,1,true,4,false
[consuming1],18,254.14878879151266,6,0,false,false,2,false,4,false
[producing],19,284.3814127814275,7,1,false,false,2,false,4,false
[con_ready2],20,286.91484997899636,7,1,false,true,2,false,4,true
[consuming2],21,288.2084059382003,7,0,false,false,2,false,5,false
[producing],22,289.033205695524,8,1,false,false,2,false,5,false
[con_ready1],23,290.0548432269129,8,2,false,false,2,true,5,false
[con_ready2],24,309.95419405052905,8,2,false,true,2,true,5,true
[consuming2],25,309.99128282253724,8,1,false,false,2,true,6,false
[producing],26,312.71744176594746,9,1,true,false,2,true,6,false
[consuming1],27,313.6661671420436,9,0,false,false,3,false,6,false
[producing],28,320.2585901453733,10,1,false,false,3,false,6,false
[con_ready1],29,320.6935153721369,10,2,false,false,3,true,6,false
[con_ready2],30,324.4392419049848,10,2,false,true,3,true,6,true
[consuming2],31,324.51329155322287,10,1,false,false,3,true,7,false
[producing],32,334.4730919582241,11,1,true,false,3,true,7,false
[consuming1],33,334.8041842164513,11,0,false,false,4,false,7,false
[producing],34,448.4627909482943,12,1,false,false,4,false,7,false
[con_ready1],35,450.2723670497994,12,2,false,false,4,true,7,false
[con_ready2],36,508.0925219487603,12,2,false,true,4,true,7,true
[consuming2],37,508.4202899688641,12,1,false,false,4,true,8,false
[producing],38,536.5067087662173,13,1,true,false,4,true,8,false
[consuming1],39,536.8058767084285,13,0,false,false,5,false,8,false
[producing],40,539.8245995734497,14,1,false,false,5,false,8,false
[con_ready2],41,541.6282208084484,14,1,false,true,5,false,8,true
[consuming2],42,543.1900193411892,14,0,false,false,5,false,9,false
[producing],43,576.0774982745596,15,1,false,false,5,false,9,false
[con_ready2],44,576.2065748591967,15,1,false,true,5,false,9,true
[consuming2],45,580.7000829591992,15,0,false,false,5,false,10,false
[producing],46,595.9233413477726,16,1,false,false,5,false,10,false
[con_ready1],47,602.8582864464115,16,2,false,false,5,true,10,false
[producing],48,603.6725502642759,17,2,true,false,5,true,10,false
[consuming1],49,605.5916414894004,17,1,false,false,6,false,10,false
[con_ready1],50,611.3925733978979,17,2,false,false,6,true,10,false
[con_ready2],51,616.6718901895676,17,2,false,true,6,true,10,true
[consuming2],52,617.6193497807452,17,1,false,false,6,true,11,false
[con_ready2],53,622.6151439401351,17,1,false,true,6,true,11,true
[consuming2],54,623.0027243117529,17,0,false,false,6,true,12,false
[producing],55,623.5925573013095,18,1,false,false,6,true,12,false
[con_ready2],56,628.0923304275742,18,1,false,true,6,true,12,true
[consuming2],57,630.0629021402221,18,0,false,false,6,true,13,false
[producing],58,701.139390575308,19,1,false,false,6,true,13,false
[con_ready2],59,707.3270299021453,19,1,false,true,6,true,13,true
[consuming2],60,708.689770714804,19,0,false,false,6,true,14,false
[producing],61,724.4684425682003,20,1,false,false,6,true,14,false
[con_ready2],62,727.5732798375474,20,1,false,true,6,true,14,true
[consuming2],63,727.9422768646446,20,0,false,false,6,true,15,false
[producing],64,767.9601990879854,21,1,false,false,6,true,15,false
[con_ready2],65,774.3424306632164,21,1,false,true,6,true,15,true
[consuming2],66,774.7716839539944,21,0,false,false,6,true,16,false
[producing],67,778.1613823611203,22,1,false,false,6,true,16,false
[con_ready2],68,804.5535224302589,22,1,false,true,6,true,16,true
[consuming2],69,804.7403396603048,22,0,false,false,6,true,17,false
[producing],70,873.2687562824807,23,1,false,false,6,true,17,false
[con_ready2],71,897.8472575313057,23,1,false,true,6,true,17,true
[consuming2],72,898.8927381593098,23,0,false,false,6,true,18,false
[producing],73,901.8720284047558,24,1,false,false,6,true,18,false
[producing],74,918.3951699712233,25,1,true,false,6,true,18,false
[consuming1],75,918.4217413641267,25,0,false,false,7,false,18,false
[producing],76,943.5446294104785,26,1,false,false,7,false,18,false
[con_ready1],77,945.7189494300598,26,2,false,false,7,true,18,false
[producing],78,964.0291283309924,27,2,true,false,7,true,18,false
[consuming1],79,964.6380574897554,27,1,false,false,8,false,18,false
[con_ready2],80,974.6584626732302,27,1,false,true,8,false,18,true
[consuming2],81,975.5435151484593,27,0,false,false,8,false,19,false
[producing],82,1016.4360983654306,28,1,false,false,8,false,19,false
[con_ready1],83,1017.1920311011079,28,2,false,false,8,true,19,false
[producing],84,1050.2860746325273,29,2,true,false,8,true,19,false
[consuming1],85,1052.2105388637294,29,1,false,false,9,false,19,false
[producing],86,1061.586262866251,30,1,true,false,9,false,19,false
