action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,79.33414402744197,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],2,83.96541386381975,2,0,0,2,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],3,89.97956726743564,2,0,1,3,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],4,93.76138592708313,3,0,1,4,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],5,94.01460855809323,4,0,1,5,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],6,96.50129286062685,4,0,1,5,true,false,false,0,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],7,99.35921921480208,4,0,1,4,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],8,103.25223693512206,4,0,1,4,false,false,true,1,false,0,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],9,104.21093249551636,4,0,1,3,false,false,false,1,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],10,109.02740143860402,4,1,1,4,false,false,false,1,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],11,118.47905628236296,4,1,1,4,false,false,true,1,false,0,false,1,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],12,118.83742728695958,4,1,1,3,false,false,false,1,false,0,false,2,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],13,134.20125807282776,4,2,1,4,false,false,false,1,false,0,false,2,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],14,137.81140027094503,4,2,1,4,false,false,false,1,false,0,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[producing2],15,143.46623658494195,4,3,1,5,false,false,false,1,false,0,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready12],16,147.70114191386426,4,3,1,5,false,false,false,1,false,0,false,2,false,1,1,false,true,false,0,false,0,true,0,false
[consuming12],17,147.8619423147348,4,3,1,5,false,false,false,1,false,0,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[con_ready2],18,154.0743646822757,4,3,1,5,false,true,false,1,false,0,true,2,false,1,0,false,false,false,0,false,1,false,0,false
[consuming2],19,155.17948344755246,4,3,1,4,false,false,false,1,false,1,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[producing3],20,167.42018312472314,4,3,2,4,true,false,false,1,false,1,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[forwarding],21,340.7142226280231,4,3,2,4,true,false,false,1,false,1,false,2,false,2,1,false,false,false,0,false,1,false,0,false
[con_ready11],22,342.6480556736983,4,3,2,4,true,false,false,1,false,1,false,2,false,2,1,true,false,false,0,true,1,false,0,false
[consuming11],23,342.7384201876519,4,3,2,4,true,false,false,1,false,1,false,2,false,2,0,false,false,false,1,false,1,false,0,false
