action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,12.33067397497023,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],2,15.508643070174097,1,0,0,1,false,false,true,0,false,0,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],3,19.272194861770924,1,0,0,0,false,false,false,0,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing],4,26.840773233834327,2,0,0,1,false,false,false,0,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],5,34.64140848622672,2,0,0,1,false,false,true,0,false,0,false,1,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],6,36.10945914061058,2,0,0,0,false,false,false,0,false,0,false,2,false,0,0,false,false,false,0,false,0,false,0,false
[producing],7,47.996249722104515,3,0,0,1,false,false,false,0,false,0,false,2,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],8,49.71599688215374,3,0,0,1,false,false,false,0,false,0,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],9,52.532942430087964,3,0,0,1,false,true,false,0,false,0,true,2,false,1,1,false,false,false,0,false,0,false,0,false
[consuming2],10,52.934804005522324,3,0,0,0,false,false,false,0,false,1,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready12],11,53.66468657653338,3,0,0,0,false,false,false,0,false,1,false,2,false,1,1,false,true,false,0,false,0,true,0,false
[consuming12],12,55.07490696944799,3,0,0,0,false,false,false,0,false,1,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[forwarding],13,77.01924350785535,3,0,0,0,false,false,false,0,false,1,false,2,false,2,1,false,false,false,0,false,1,false,0,false
[con_ready13],14,88.28856148479682,3,0,0,0,false,false,false,0,false,1,false,2,false,2,1,false,false,true,0,false,1,false,0,true
[consuming13],15,88.39666310854398,3,0,0,0,false,false,false,0,false,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[producing],16,92.14326899319619,4,0,0,1,false,false,false,0,false,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[producing2],17,95.4654368696462,4,1,0,2,false,false,false,0,false,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[con_ready1],18,108.63641436070986,4,1,0,3,false,false,false,0,true,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[producing2],19,113.84271319763064,4,2,0,4,false,false,false,0,true,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[producing3],20,116.62575209752376,4,2,1,4,true,false,false,0,true,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[consuming1],21,118.3389367356962,4,2,1,3,false,false,false,1,false,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[producing3],22,120.55888399539512,4,2,2,4,false,false,false,1,false,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[con_ready1],23,121.73869768433646,4,2,2,5,false,false,false,1,true,1,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[con_ready3],24,139.90821378886898,4,2,2,5,false,false,true,1,true,1,false,2,true,2,0,false,false,false,0,false,1,false,1,false
[consuming3],25,140.4297800205879,4,2,2,4,false,false,false,1,true,1,false,3,false,2,0,false,false,false,0,false,1,false,1,false
[forwarding],26,141.93798431416428,4,2,2,4,false,false,false,1,true,1,false,3,false,3,1,false,false,false,0,false,1,false,1,false
[con_ready12],27,145.12473214166482,4,2,2,4,false,false,false,1,true,1,false,3,false,3,1,false,true,false,0,false,1,true,1,false
[consuming12],28,146.06074773283572,4,2,2,4,false,false,false,1,true,1,false,3,false,3,0,false,false,false,0,false,2,false,1,false
[con_ready2],29,147.23842340548725,4,2,2,4,false,true,false,1,true,1,true,3,false,3,0,false,false,false,0,false,2,false,1,false
[consuming2],30,148.46581506745858,4,2,2,3,false,false,false,1,true,2,false,3,false,3,0,false,false,false,0,false,2,false,1,false
[con_ready3],31,151.12197082392825,4,2,2,3,false,false,true,1,true,2,false,3,true,3,0,false,false,false,0,false,2,false,1,false
[consuming3],32,152.94785094178587,4,2,2,2,false,false,false,1,true,2,false,4,false,3,0,false,false,false,0,false,2,false,1,false
[con_ready3],33,158.62705418117557,4,2,2,2,false,false,true,1,true,2,false,4,true,3,0,false,false,false,0,false,2,false,1,false
[consuming3],34,159.88036469202635,4,2,2,1,false,false,false,1,true,2,false,5,false,3,0,false,false,false,0,false,2,false,1,false
[producing3],35,160.3990278404169,4,2,3,2,false,false,false,1,true,2,false,5,false,3,0,false,false,false,0,false,2,false,1,false
[producing],36,160.4262504515922,5,2,3,3,false,false,false,1,true,2,false,5,false,3,0,false,false,false,0,false,2,false,1,false
[producing3],37,165.17279642401087,5,2,4,3,true,false,false,1,true,2,false,5,false,3,0,false,false,false,0,false,2,false,1,false
[forwarding],38,165.452513254219,5,2,4,3,true,false,false,1,true,2,false,5,false,4,1,false,false,false,0,false,2,false,1,false
[consuming1],39,166.04318208166026,5,2,4,2,false,false,false,2,false,2,false,5,false,4,1,false,false,false,0,false,2,false,1,false
[con_ready3],40,166.11238271309688,5,2,4,2,false,false,true,2,false,2,false,5,true,4,1,false,false,false,0,false,2,false,1,false
[con_ready13],41,166.27414847438445,5,2,4,2,false,false,true,2,false,2,false,5,true,4,1,false,false,true,0,false,2,false,1,true
[consuming3],42,166.3130225393736,5,2,4,1,false,false,false,2,false,2,false,6,false,4,1,false,false,true,0,false,2,false,1,true
[consuming13],43,167.09811381040566,5,2,4,1,false,false,false,2,false,2,false,6,false,4,0,false,false,false,0,false,2,false,2,false
[producing],44,167.1246569939736,6,2,4,2,false,false,false,2,false,2,false,6,false,4,0,false,false,false,0,false,2,false,2,false
[producing2],45,169.3298290337433,6,3,4,3,false,false,false,2,false,2,false,6,false,4,0,false,false,false,0,false,2,false,2,false
[con_ready1],46,172.4493523723483,6,3,4,4,false,false,false,2,true,2,false,6,false,4,0,false,false,false,0,false,2,false,2,false
[forwarding],47,173.85898538465705,6,3,4,4,false,false,false,2,true,2,false,6,false,5,1,false,false,false,0,false,2,false,2,false
[producing3],48,178.40209331016237,6,3,5,5,false,false,false,2,true,2,false,6,false,5,1,false,false,false,0,false,2,false,2,false
[con_ready13],49,179.74048699666696,6,3,5,5,false,false,false,2,true,2,false,6,false,5,1,false,false,true,0,false,2,false,2,true
[consuming13],50,179.79342510808885,6,3,5,5,false,false,false,2,true,2,false,6,false,5,0,false,false,false,0,false,2,false,3,false
[forwarding],51,192.63926520928746,6,3,5,5,false,false,false,2,true,2,false,6,false,6,1,false,false,false,0,false,2,false,3,false
