action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,10.150785930937214,0,1,1,false,false,0,false,0,false
[producing],2,35.216786612790095,1,1,2,false,false,0,false,0,false
[con_ready1],3,41.10716196407609,1,1,3,false,false,0,true,0,false
[producing],4,48.06256897721752,2,1,4,false,false,0,true,0,false
[con_ready2],5,48.433225053156136,2,1,4,false,true,0,true,0,true
[consuming2],6,48.482914667600845,2,1,3,false,false,0,true,1,false
[producing],7,63.07706570268572,3,1,4,false,false,0,true,1,false
[producing],8,63.88392025234573,4,1,5,false,false,0,true,1,false
[producing],9,73.94780995057535,5,1,6,false,false,0,true,1,false
[con_ready2],10,78.4999066743531,5,1,6,false,true,0,true,1,true
[consuming2],11,79.84683521753144,5,1,5,false,false,0,true,2,false
[producing],12,82.96277643198626,6,1,6,false,false,0,true,2,false
[producing2],13,85.53394030383899,6,2,6,true,false,0,true,2,false
[consuming1],14,85.90909058700886,6,2,5,false,false,1,false,2,false
[producing],15,89.15548589802935,7,2,6,false,false,1,false,2,false
[producing],16,91.38265268268115,8,2,7,false,false,1,false,2,false
[producing],17,101.01196124312384,9,2,8,false,false,1,false,2,false
[con_ready2],18,104.00531985627218,9,2,8,false,true,1,false,2,true
[consuming2],19,105.317999544702,9,2,7,false,false,1,false,3,false
[producing2],20,107.54525113313582,9,3,7,true,false,1,false,3,false
