action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,23.150736483820175,0,1,1,false,false,0,false,0,false
[con_ready1],2,34.47322750843216,0,1,2,false,false,0,true,0,false
[producing2],3,36.36060325023878,0,2,2,true,false,0,true,0,false
[consuming1],4,38.1245496465586,0,2,1,false,false,1,false,0,false
[con_ready1],5,45.90407206284313,0,2,2,false,false,1,true,0,false
[producing],6,69.53862961332334,1,2,3,false,false,1,true,0,false
[con_ready2],7,72.58155571283112,1,2,3,false,true,1,true,0,true
[consuming2],8,72.73906530985357,1,2,2,false,false,1,true,1,false
[con_ready2],9,74.30614550829269,1,2,2,false,true,1,true,1,true
[consuming2],10,74.3728598312042,1,2,1,false,false,1,true,2,false
[producing],11,78.28715480537917,2,2,2,false,false,1,true,2,false
[con_ready2],12,84.10704639056362,2,2,2,false,true,1,true,2,true
[consuming2],13,85.93504228011575,2,2,1,false,false,1,true,3,false
[producing],14,100.48727700599407,3,2,2,false,false,1,true,3,false
[con_ready2],15,109.97650570990712,3,2,2,false,true,1,true,3,true
[consuming2],16,111.28533575076642,3,2,1,false,false,1,true,4,false
[producing2],17,133.39213726351602,3,3,1,true,false,1,true,4,false
[consuming1],18,133.71402967568383,3,3,0,false,false,2,false,4,false
[producing],19,142.00878581018392,4,3,1,false,false,2,false,4,false
[producing2],20,147.62945169644158,4,4,1,true,false,2,false,4,false
