,case_no,case_count,node_count,p_node_fail,retires,path_len,path_count,sla
0,1,10,5,0.1,2,500,10,0.0025808031410204375
1,2,10,5,0.1,2,500,10,0.008878916491954715
2,3,10,5,0.1,2,500,10,2.2206099844601428e-35
3,4,10,5,0.1,2,500,10,0.0025808031410204375
4,5,10,5,0.1,2,500,10,2.2206099844601428e-35
5,6,10,5,0.1,2,500,10,0.0025808031410204375
6,7,10,5,0.1,2,500,10,0.0
7,8,10,5,0.1,2,500,10,0.0
8,9,10,5,0.1,2,500,10,0.0
9,10,10,5,0.1,2,500,10,0.0025808031410204375
