action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,19.493798619401193,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,20.089870125320818,1,0,1,2,false,false,false,0,false,0,false,0,false
[producing2],3,23.6879791458078,1,1,1,3,false,false,false,0,false,0,false,0,false
[con_ready2],4,27.169392345426953,1,1,1,3,false,true,false,0,false,0,true,0,false
[consuming2],5,27.656649844719507,1,1,1,2,false,false,false,0,false,1,false,0,false
[con_ready1],6,31.550808945811248,1,1,1,2,true,false,false,0,true,1,false,0,false
[consuming1],7,31.60920558964074,1,1,1,1,false,false,false,1,false,1,false,0,false
[producing3],8,31.846109489273122,1,1,2,2,false,false,false,1,false,1,false,0,false
[producing3],9,33.847121082922,1,1,3,3,false,false,false,1,false,1,false,0,false
[producing],10,36.082658468216685,2,1,3,4,false,false,false,1,false,1,false,0,false
[con_ready3],11,40.14938868867744,2,1,3,4,false,false,true,1,false,1,false,0,true
[consuming3],12,40.493583049721124,2,1,3,3,false,false,false,1,false,1,false,1,false
[producing3],13,42.58869750159032,2,1,4,4,false,false,false,1,false,1,false,1,false
[producing3],14,42.7293500456908,2,1,5,5,false,false,false,1,false,1,false,1,false
[producing2],15,59.41528280839454,2,2,5,6,false,false,false,1,false,1,false,1,false
[con_ready3],16,62.53975957394608,2,2,5,6,false,false,true,1,false,1,false,1,true
[consuming3],17,65.36075822875553,2,2,5,5,false,false,false,1,false,1,false,2,false
[producing],18,69.12022096331738,3,2,5,6,false,false,false,1,false,1,false,2,false
[producing3],19,69.77065959977489,3,2,6,7,false,false,false,1,false,1,false,2,false
[producing3],20,69.84677460808338,3,2,7,8,false,false,false,1,false,1,false,2,false
[con_ready2],21,71.27050093705,3,2,7,8,false,true,false,1,false,1,true,2,false
[consuming2],22,72.08196020321127,3,2,7,7,false,false,false,1,false,2,false,2,false
[producing2],23,73.3875435072156,3,3,7,8,false,false,false,1,false,2,false,2,false
[producing3],24,75.23309292182311,3,3,8,9,false,false,false,1,false,2,false,2,false
[producing3],25,75.81416490852551,3,3,9,10,false,false,false,1,false,2,false,2,false
[con_ready2],26,83.2272894507025,3,3,9,10,false,true,false,1,false,2,true,2,false
[consuming2],27,83.57892831159673,3,3,9,9,false,false,false,1,false,3,false,2,false
[producing2],28,84.50476291725595,3,4,9,10,false,false,false,1,false,3,false,2,false
[con_ready3],29,87.62928371355456,3,4,9,10,false,false,true,1,false,3,false,2,true
[consuming3],30,89.51103477468934,3,4,9,9,false,false,false,1,false,3,false,3,false
[producing3],31,90.28387497273717,3,4,10,10,false,false,false,1,false,3,false,3,false
[producing3],32,93.66698372934879,3,4,11,11,false,false,false,1,false,3,false,3,false
[con_ready3],33,93.73436667198091,3,4,11,11,false,false,true,1,false,3,false,3,true
[consuming3],34,94.6678184426372,3,4,11,10,false,false,false,1,false,3,false,4,false
[producing2],35,96.04884162929653,3,5,11,11,false,false,false,1,false,3,false,4,false
[con_ready1],36,99.72030096257997,3,5,11,11,true,false,false,1,true,3,false,4,false
[consuming1],37,100.52881946249731,3,5,11,10,false,false,false,2,false,3,false,4,false
[producing3],38,101.5556247556411,3,5,12,11,false,false,false,2,false,3,false,4,false
[producing2],39,104.13145763367706,3,6,12,12,false,false,false,2,false,3,false,4,false
[con_ready3],40,108.3723857738161,3,6,12,12,false,false,true,2,false,3,false,4,true
[consuming3],41,109.31082404382042,3,6,12,11,false,false,false,2,false,3,false,5,false
