action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,26.032809426535874,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready2],2,30.75961138897525,1,0,0,1,false,true,false,0,false,0,true,0,false
[consuming2],3,31.214221111126783,1,0,0,0,false,false,false,0,false,1,false,0,false
[producing],4,70.61317590872777,2,0,0,1,false,false,false,0,false,1,false,0,false
[producing2],5,71.45171507260946,2,1,0,2,false,false,false,0,false,1,false,0,false
[producing3],6,78.21174158115466,2,1,1,3,false,false,false,0,false,1,false,0,false
[con_ready3],7,79.79671864265701,2,1,1,3,false,false,true,0,false,1,false,0,true
[consuming3],8,80.28019617918278,2,1,1,2,false,false,false,0,false,1,false,1,false
[producing2],9,86.1081978765423,2,2,1,3,false,false,false,0,false,1,false,1,false
[producing],10,88.03038186429701,3,2,1,4,false,false,false,0,false,1,false,1,false
[con_ready1],11,88.70166606476437,3,2,1,5,false,false,false,0,true,1,false,1,false
[producing3],12,91.84157362280054,3,2,2,5,true,false,false,0,true,1,false,1,false
[consuming1],13,92.01113364335305,3,2,2,4,false,false,false,1,false,1,false,1,false
[con_ready1],14,92.61279791671595,3,2,2,5,false,false,false,1,true,1,false,1,false
[producing2],15,98.42706276770477,3,3,2,6,false,false,false,1,true,1,false,1,false
[producing3],16,100.97903832020894,3,3,3,7,false,false,false,1,true,1,false,1,false
[producing],17,103.38981140474272,4,3,3,8,false,false,false,1,true,1,false,1,false
[con_ready2],18,108.54112366588508,4,3,3,8,false,true,false,1,true,1,true,1,false
[consuming2],19,108.85336481721988,4,3,3,7,false,false,false,1,true,2,false,1,false
[producing3],20,110.14483305289984,4,3,4,8,false,false,false,1,true,2,false,1,false
[producing2],21,110.24315467524885,4,4,4,9,false,false,false,1,true,2,false,1,false
[con_ready3],22,136.2709881117474,4,4,4,9,false,false,true,1,true,2,false,1,true
[consuming3],23,136.39726713724693,4,4,4,8,false,false,false,1,true,2,false,2,false
[producing2],24,139.5495572942567,4,5,4,9,false,false,false,1,true,2,false,2,false
[con_ready3],25,140.6685042656587,4,5,4,9,false,false,true,1,true,2,false,2,true
[consuming3],26,142.13022102412765,4,5,4,8,false,false,false,1,true,2,false,3,false
[producing3],27,147.74782507145588,4,5,5,9,false,false,false,1,true,2,false,3,false
[producing],28,156.5715883193888,5,5,5,10,false,false,false,1,true,2,false,3,false
[con_ready2],29,164.73948255012218,5,5,5,10,false,true,false,1,true,2,true,3,false
[consuming2],30,164.7884058088648,5,5,5,9,false,false,false,1,true,3,false,3,false
[con_ready3],31,191.69525804766698,5,5,5,9,false,false,true,1,true,3,false,3,true
[consuming3],32,192.04747064300727,5,5,5,8,false,false,false,1,true,3,false,4,false
[con_ready3],33,195.6052402710193,5,5,5,8,false,false,true,1,true,3,false,4,true
[consuming3],34,196.11895688194477,5,5,5,7,false,false,false,1,true,3,false,5,false
[con_ready2],35,272.4048777820931,5,5,5,7,false,true,false,1,true,3,true,5,false
[consuming2],36,273.3399594536453,5,5,5,6,false,false,false,1,true,4,false,5,false
[con_ready2],37,279.479199793463,5,5,5,6,false,true,false,1,true,4,true,5,false
[consuming2],38,279.8727460382153,5,5,5,5,false,false,false,1,true,5,false,5,false
