action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,34.145199893175715,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,37.74916105620319,1,0,0,1,false,false,true,0,false,0,false,0,true
[consuming3],3,37.80803760673593,1,0,0,0,false,false,false,0,false,0,false,1,false
[producing],4,62.693071245882834,2,0,0,1,false,false,false,0,false,0,false,1,false
[con_ready3],5,63.77227263906889,2,0,0,1,false,false,true,0,false,0,false,1,true
[consuming3],6,68.62574201928429,2,0,0,0,false,false,false,0,false,0,false,2,false
[producing],7,96.69804247181125,3,0,0,1,false,false,false,0,false,0,false,2,false
[producing],8,103.40169668551432,4,0,0,2,false,false,false,0,false,0,false,2,false
[con_ready3],9,107.99494478885129,4,0,0,2,false,false,true,0,false,0,false,2,true
[consuming3],10,109.50975116000241,4,0,0,1,false,false,false,0,false,0,false,3,false
[producing2],11,110.39547287490852,4,1,0,2,false,false,false,0,false,0,false,3,false
[con_ready1],12,112.56658450613311,4,1,0,2,true,false,false,0,true,0,false,3,false
[consuming1],13,112.68820222958739,4,1,0,1,false,false,false,1,false,0,false,3,false
[producing2],14,113.21222571766177,4,2,0,2,false,false,false,1,false,0,false,3,false
[con_ready1],15,118.28951650403457,4,2,0,2,true,false,false,1,true,0,false,3,false
[consuming1],16,124.24915129810347,4,2,0,1,false,false,false,2,false,0,false,3,false
[con_ready2],17,131.6296339765349,4,2,0,1,false,true,false,2,false,0,true,3,false
[consuming2],18,132.50198704298452,4,2,0,0,false,false,false,2,false,1,false,3,false
[producing],19,133.45823476066957,5,2,0,1,false,false,false,2,false,1,false,3,false
[producing3],20,133.68394062083888,5,2,1,2,false,false,false,2,false,1,false,3,false
[producing3],21,137.4510183937155,5,2,2,3,false,false,false,2,false,1,false,3,false
[con_ready2],22,137.54326632029358,5,2,2,3,false,true,false,2,false,1,true,3,false
[consuming2],23,138.5045076886617,5,2,2,2,false,false,false,2,false,2,false,3,false
[producing3],24,139.00704318261205,5,2,3,3,false,false,false,2,false,2,false,3,false
[con_ready3],25,175.56093211360272,5,2,3,3,false,false,true,2,false,2,false,3,true
[consuming3],26,175.96517258048732,5,2,3,2,false,false,false,2,false,2,false,4,false
[producing3],27,182.38658556752418,5,2,4,3,false,false,false,2,false,2,false,4,false
[con_ready2],28,194.87299983374047,5,2,4,3,false,true,false,2,false,2,true,4,false
[consuming2],29,197.32859502297356,5,2,4,2,false,false,false,2,false,3,false,4,false
[con_ready3],30,203.33632957784056,5,2,4,2,false,false,true,2,false,3,false,4,true
[consuming3],31,204.13146816634978,5,2,4,1,false,false,false,2,false,3,false,5,false
[producing3],32,206.99173609408822,5,2,5,2,false,false,false,2,false,3,false,5,false
[con_ready3],33,208.13307844539753,5,2,5,2,false,false,true,2,false,3,false,5,true
[consuming3],34,208.45672708761091,5,2,5,1,false,false,false,2,false,3,false,6,false
[producing2],35,209.6490211062396,5,3,5,2,false,false,false,2,false,3,false,6,false
[producing],36,212.10004265599247,6,3,5,3,false,false,false,2,false,3,false,6,false
[con_ready3],37,212.12750202263533,6,3,5,3,false,false,true,2,false,3,false,6,true
[consuming3],38,212.18354894319873,6,3,5,2,false,false,false,2,false,3,false,7,false
[producing2],39,214.86005489386605,6,4,5,3,false,false,false,2,false,3,false,7,false
[con_ready2],40,216.14791580698795,6,4,5,3,false,true,false,2,false,3,true,7,false
[consuming2],41,216.55553869136168,6,4,5,2,false,false,false,2,false,4,false,7,false
[con_ready3],42,218.30111105441074,6,4,5,2,false,false,true,2,false,4,false,7,true
[consuming3],43,219.41903953620687,6,4,5,1,false,false,false,2,false,4,false,8,false
[producing3],44,228.45583073732897,6,4,6,2,false,false,false,2,false,4,false,8,false
[con_ready1],45,241.04398839802877,6,4,6,2,true,false,false,2,true,4,false,8,false
[consuming1],46,245.59972658113418,6,4,6,1,false,false,false,3,false,4,false,8,false
[producing2],47,247.1278472166406,6,5,6,2,false,false,false,3,false,4,false,8,false
[con_ready3],48,247.4053188195815,6,5,6,2,false,false,true,3,false,4,false,8,true
[consuming3],49,249.20861531269335,6,5,6,1,false,false,false,3,false,4,false,9,false
[producing3],50,249.2796519223869,6,5,7,2,false,false,false,3,false,4,false,9,false
[producing2],51,251.3170960984981,6,6,7,3,false,false,false,3,false,4,false,9,false
[con_ready3],52,251.52463229026387,6,6,7,3,false,false,true,3,false,4,false,9,true
[consuming3],53,253.1246708315007,6,6,7,2,false,false,false,3,false,4,false,10,false
[producing2],54,253.87396038102503,6,7,7,3,false,false,false,3,false,4,false,10,false
[con_ready1],55,269.3168792450209,6,7,7,3,true,false,false,3,true,4,false,10,false
[consuming1],56,270.9162279225625,6,7,7,2,false,false,false,4,false,4,false,10,false
[producing3],57,276.69616821843556,6,7,8,3,false,false,false,4,false,4,false,10,false
[con_ready1],58,280.75771754684126,6,7,8,3,true,false,false,4,true,4,false,10,false
[consuming1],59,280.9530808674888,6,7,8,2,false,false,false,5,false,4,false,10,false
[producing2],60,281.44468313521264,6,8,8,3,false,false,false,5,false,4,false,10,false
[con_ready2],61,319.68033918299386,6,8,8,3,false,true,false,5,false,4,true,10,false
[consuming2],62,321.06467780101104,6,8,8,2,false,false,false,5,false,5,false,10,false
[producing2],63,321.8733276834599,6,9,8,3,false,false,false,5,false,5,false,10,false
[con_ready1],64,379.22238618674265,6,9,8,3,true,false,false,5,true,5,false,10,false
[consuming1],65,379.88979721327854,6,9,8,2,false,false,false,6,false,5,false,10,false
[producing],66,380.7329627667427,7,9,8,3,false,false,false,6,false,5,false,10,false
[con_ready2],67,403.58848661689626,7,9,8,3,false,true,false,6,false,5,true,10,false
[consuming2],68,404.1862177783578,7,9,8,2,false,false,false,6,false,6,false,10,false
[con_ready2],69,409.54728808310176,7,9,8,2,false,true,false,6,false,6,true,10,false
[consuming2],70,410.5266294506199,7,9,8,1,false,false,false,6,false,7,false,10,false
[producing3],71,417.96122096816987,7,9,9,2,false,false,false,6,false,7,false,10,false
[con_ready2],72,429.88064851111113,7,9,9,2,false,true,false,6,false,7,true,10,false
[consuming2],73,430.3338959198351,7,9,9,1,false,false,false,6,false,8,false,10,false
[producing],74,438.19136513075375,8,9,9,2,false,false,false,6,false,8,false,10,false
[con_ready2],75,452.1807371471088,8,9,9,2,false,true,false,6,false,8,true,10,false
[consuming2],76,452.89016656353925,8,9,9,1,false,false,false,6,false,9,false,10,false
[con_ready1],77,453.6570390620371,8,9,9,1,true,false,false,6,true,9,false,10,false
[consuming1],78,453.6873104195096,8,9,9,0,false,false,false,7,false,9,false,10,false
[producing],79,484.80160000833075,9,9,9,1,false,false,false,7,false,9,false,10,false
[producing3],80,486.4578541766256,9,9,10,2,false,false,false,7,false,9,false,10,false
[producing2],81,487.19765418337147,9,10,10,3,false,false,false,7,false,9,false,10,false
[con_ready1],82,489.42033490136424,9,10,10,3,true,false,false,7,true,9,false,10,false
[consuming1],83,491.62180253257145,9,10,10,2,false,false,false,8,false,9,false,10,false
[con_ready1],84,504.73826273295913,9,10,10,2,true,false,false,8,true,9,false,10,false
[consuming1],85,507.4799209681863,9,10,10,1,false,false,false,9,false,9,false,10,false
[producing],86,518.5417170828947,10,10,10,2,false,false,false,9,false,9,false,10,false
[con_ready2],87,578.9626302153024,10,10,10,2,false,true,false,9,false,9,true,10,false
[consuming2],88,581.2077565557983,10,10,10,1,false,false,false,9,false,10,false,10,false
[con_ready1],89,582.9536725801319,10,10,10,1,true,false,false,9,true,10,false,10,false
[consuming1],90,587.9498183776393,10,10,10,0,false,false,false,10,false,10,false,10,false
