action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,45.870198551072136,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,53.281207911149465,1,0,0,1,false,false,true,0,false,0,false,0,true
[consuming3],3,54.77663037958678,1,0,0,0,false,false,false,0,false,0,false,1,false
[producing],4,57.39117321940316,2,0,0,1,false,false,false,0,false,0,false,1,false
[producing3],5,61.820491412058495,2,0,1,2,false,false,false,0,false,0,false,1,false
[producing3],6,68.22904289597022,2,0,2,3,false,false,false,0,false,0,false,1,false
[con_ready2],7,70.92731875128354,2,0,2,3,false,true,false,0,false,0,true,1,false
[consuming2],8,74.99374363321171,2,0,2,2,false,false,false,0,false,1,false,1,false
[producing],9,79.58794763683952,3,0,2,3,false,false,false,0,false,1,false,1,false
[con_ready3],10,117.49166061142387,3,0,2,3,false,false,true,0,false,1,false,1,true
[consuming3],11,117.92184890171066,3,0,2,2,false,false,false,0,false,1,false,2,false
[producing3],12,117.98313752514409,3,0,3,3,false,false,false,0,false,1,false,2,false
[con_ready3],13,130.05670995418487,3,0,3,3,false,false,true,0,false,1,false,2,true
[consuming3],14,132.0516687917214,3,0,3,2,false,false,false,0,false,1,false,3,false
[producing2],15,135.17513203830046,3,1,3,3,false,false,false,0,false,1,false,3,false
[con_ready2],16,157.75789964154572,3,1,3,3,false,true,false,0,false,1,true,3,false
[consuming2],17,158.75145441983068,3,1,3,2,false,false,false,0,false,2,false,3,false
[con_ready3],18,160.51154628543435,3,1,3,2,false,false,true,0,false,2,false,3,true
[consuming3],19,160.53949996056187,3,1,3,1,false,false,false,0,false,2,false,4,false
[con_ready3],20,169.9855018082999,3,1,3,1,false,false,true,0,false,2,false,4,true
[consuming3],21,170.28925510449199,3,1,3,0,false,false,false,0,false,2,false,5,false
[producing],22,172.66744928329678,4,1,3,1,false,false,false,0,false,2,false,5,false
[producing2],23,175.74326291644385,4,2,3,2,false,false,false,0,false,2,false,5,false
[producing],24,181.18375162675298,5,2,3,3,false,false,false,0,false,2,false,5,false
[con_ready1],25,181.57513200623248,5,2,3,3,true,false,false,0,true,2,false,5,false
[consuming1],26,183.09699401692978,5,2,3,2,false,false,false,1,false,2,false,5,false
[producing3],27,183.202372044175,5,2,4,3,false,false,false,1,false,2,false,5,false
[con_ready2],28,193.80325734987372,5,2,4,3,false,true,false,1,false,2,true,5,false
[consuming2],29,193.80628532978557,5,2,4,2,false,false,false,1,false,3,false,5,false
