action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,208.40587478119855,1,1,false,false,0,false,0,false
[con_ready1],2,218.4632954004862,1,1,true,false,0,true,0,false
[consuming1],3,218.63661945902842,1,0,false,false,1,false,0,false
[producing],4,237.0448772454866,2,1,false,false,1,false,0,false
[con_ready1],5,242.20167258674937,2,1,true,false,1,true,0,false
[consuming1],6,244.76570328713035,2,0,false,false,2,false,0,false
[producing],7,270.8567870502971,3,1,false,false,2,false,0,false
[con_ready2],8,282.31839485470925,3,1,false,true,2,false,0,true
[consuming2],9,282.3752473970134,3,0,false,false,2,false,1,false
[producing],10,326.3518568371615,4,1,false,false,2,false,1,false
[con_ready1],11,347.43723441471127,4,1,true,false,2,true,1,false
[consuming1],12,348.1829183794155,4,0,false,false,3,false,1,false
[producing],13,357.13163499867403,5,1,false,false,3,false,1,false
[producing],14,372.82252228910227,6,2,false,false,3,false,1,false
[con_ready2],15,375.1588955814673,6,2,false,true,3,false,1,true
[consuming2],16,375.2282906129398,6,1,false,false,3,false,2,false
[con_ready2],17,375.23139410338456,6,1,false,true,3,false,2,true
[consuming2],18,376.27452863001616,6,0,false,false,3,false,3,false
[producing],19,384.3531890210936,7,1,false,false,3,false,3,false
[con_ready2],20,399.0697529294369,7,1,false,true,3,false,3,true
[consuming2],21,399.3956711920362,7,0,false,false,3,false,4,false
[producing],22,412.4407814587916,8,1,false,false,3,false,4,false
[con_ready1],23,419.11542594399737,8,1,true,false,3,true,4,false
[consuming1],24,419.1293579540369,8,0,false,false,4,false,4,false
[producing],25,424.4925386765062,9,1,false,false,4,false,4,false
[producing],26,424.4966291490129,10,2,false,false,4,false,4,false
[con_ready2],27,447.7229640981712,10,2,false,true,4,false,4,true
[consuming2],28,447.8356715161266,10,1,false,false,4,false,5,false
[con_ready2],29,482.78581666991846,10,1,false,true,4,false,5,true
[consuming2],30,482.9595126318746,10,0,false,false,4,false,6,false
