action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,46.27210342192476,1,1,false,false,0,false,0,false
[producing],2,51.25737395938058,2,2,false,false,0,false,0,false
[con_ready2],3,60.48250537777389,2,2,false,true,0,false,0,true
[consuming2],4,61.81578209920591,2,1,false,false,0,false,1,false
[con_ready1],5,71.47260640553306,2,1,true,false,0,true,1,false
[consuming1],6,76.73480096007582,2,0,false,false,1,false,1,false
[producing],7,220.4889838758371,3,1,false,false,1,false,1,false
[con_ready2],8,222.85352433733794,3,1,false,true,1,false,1,true
[consuming2],9,223.0771459913726,3,0,false,false,1,false,2,false
[producing],10,223.1808045569164,4,1,false,false,1,false,2,false
[con_ready1],11,225.25085810240577,4,1,true,false,1,true,2,false
[consuming1],12,226.68226748184753,4,0,false,false,2,false,2,false
[producing],13,238.64601625472517,5,1,false,false,2,false,2,false
[con_ready2],14,239.5786044872557,5,1,false,true,2,false,2,true
[consuming2],15,239.8503036662356,5,0,false,false,2,false,3,false
[producing],16,269.5447026485543,6,1,false,false,2,false,3,false
[con_ready2],17,272.31923897926407,6,1,false,true,2,false,3,true
[consuming2],18,274.5139457216868,6,0,false,false,2,false,4,false
[producing],19,280.4845521668928,7,1,false,false,2,false,4,false
[producing],20,283.11234045607824,8,2,false,false,2,false,4,false
[con_ready2],21,290.065031981078,8,2,false,true,2,false,4,true
[consuming2],22,290.55784846936757,8,1,false,false,2,false,5,false
[producing],23,320.51874788694386,9,2,false,false,2,false,5,false
[con_ready1],24,332.9381576235149,9,2,true,false,2,true,5,false
[consuming1],25,332.99415173214805,9,1,false,false,3,false,5,false
[con_ready2],26,333.05188516635917,9,1,false,true,3,false,5,true
[consuming2],27,335.8154578747897,9,0,false,false,3,false,6,false
[producing],28,479.2797587025342,10,1,false,false,3,false,6,false
[con_ready1],29,484.69047083930127,10,1,true,false,3,true,6,false
[consuming1],30,485.9195140776267,10,0,false,false,4,false,6,false
