action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,13.774288458096981,1,1,false,false,0,false,0,false
[con_ready1],2,43.49515500334514,1,1,true,false,0,true,0,false
[consuming1],3,44.58193448574497,1,0,false,false,1,false,0,false
[producing],4,98.19275873817985,2,1,false,false,1,false,0,false
[producing],5,99.15556198409723,3,2,false,false,1,false,0,false
[producing],6,103.08087553495035,4,3,false,false,1,false,0,false
[producing],7,120.82264476133432,5,4,false,false,1,false,0,false
[con_ready2],8,135.7378013522816,5,4,false,true,1,false,0,true
[consuming2],9,135.84234066291535,5,3,false,false,1,false,1,false
[producing],10,141.0022093233894,6,4,false,false,1,false,1,false
[con_ready2],11,153.29041791495743,6,4,false,true,1,false,1,true
[consuming2],12,157.23459625503386,6,3,false,false,1,false,2,false
[con_ready1],13,171.12651641697494,6,3,true,false,1,true,2,false
[consuming1],14,171.91255907174397,6,2,false,false,2,false,2,false
[con_ready1],15,184.65754150854303,6,2,true,false,2,true,2,false
[consuming1],16,185.0489955589194,6,1,false,false,3,false,2,false
[con_ready2],17,188.2998995133934,6,1,false,true,3,false,2,true
[consuming2],18,189.2124438035583,6,0,false,false,3,false,3,false
[producing],19,211.03072711361062,7,1,false,false,3,false,3,false
[con_ready1],20,213.8928221826387,7,1,true,false,3,true,3,false
[consuming1],21,215.6997722677646,7,0,false,false,4,false,3,false
[producing],22,256.07347911328907,8,1,false,false,4,false,3,false
[con_ready2],23,278.6698083979199,8,1,false,true,4,false,3,true
[consuming2],24,279.28861960710117,8,0,false,false,4,false,4,false
[producing],25,290.6968651317387,9,1,false,false,4,false,4,false
[con_ready2],26,299.25942476475115,9,1,false,true,4,false,4,true
[consuming2],27,300.2251082929994,9,0,false,false,4,false,5,false
[producing],28,309.6792299803384,10,1,false,false,4,false,5,false
[con_ready2],29,329.4768115783069,10,1,false,true,4,false,5,true
[consuming2],30,329.75333840560876,10,0,false,false,4,false,6,false
