,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0
2,[X0_X4_GET_req],2,11,0,0,0,1
3,REST_X4,3,11,0,0,0,2
4,REST_X4,4,11,0,0,0,5
5,[X4_X1_GET_req],5,11,1,0,0,6
6,REST_X1,6,11,2,0,0,6
7,REST_X1,7,11,5,0,0,6
8,[X1_X2_GET_req],8,11,6,1,0,6
9,REST_X2,9,11,6,2,0,6
10,REST_X2,10,11,6,3,0,6
11,[X1_X2_GET_resp_2xx],11,11,3,0,0,6
12,[X4_X1_GET_resp_2xx],12,11,0,0,0,3
13,[X0_X4_GET_resp_2xx],13,0,0,0,0,0
14,REST_X0,14,10,0,0,0,0
15,[X0_X4_GET_req],15,11,0,0,0,1
16,REST_X4,16,11,0,0,0,2
17,REST_X4,17,11,0,0,0,5
18,[X4_X1_GET_req],18,11,1,0,0,6
19,REST_X1,19,11,2,0,0,6
20,REST_X1,20,11,5,0,0,6
21,[X1_X2_GET_req],21,11,6,1,0,6
22,REST_X2,22,11,6,2,0,6
23,REST_X2,23,11,6,3,0,6
24,[X1_X2_GET_resp_2xx],24,11,3,0,0,6
25,[X4_X1_GET_resp_2xx],25,11,0,0,0,3
26,[X0_X4_GET_resp_2xx],26,0,0,0,0,0
27,REST_X0,27,10,0,0,0,0
28,[X0_X4_GET_req],28,11,0,0,0,1
29,REST_X4,29,11,0,0,0,2
30,REST_X4,30,11,0,0,0,5
31,[X4_X1_GET_req],31,11,1,0,0,6
32,REST_X1,32,11,2,0,0,6
33,REST_X1,33,11,5,0,0,6
34,[X1_X2_GET_req],34,11,6,1,0,6
35,REST_X2,35,11,6,2,0,6
36,REST_X2,36,11,6,3,0,6
37,[X1_X2_GET_resp_2xx],37,11,3,0,0,6
38,[X4_X1_GET_resp_2xx],38,11,0,0,0,3
39,[X0_X4_GET_resp_2xx],39,0,0,0,0,0
40,REST_X0,40,10,0,0,0,0
41,[X0_X4_GET_req],41,11,0,0,0,1
42,REST_X4,42,11,0,0,0,2
43,REST_X4,43,11,0,0,0,5
44,[X4_X1_GET_req],44,11,1,0,0,6
45,REST_X1,45,11,2,0,0,6
46,REST_X1,46,11,5,0,0,6
47,[X1_X2_GET_req],47,11,6,1,0,6
48,REST_X2,48,11,6,2,0,6
49,REST_X2,49,11,6,3,0,6
50,[X1_X2_GET_resp_2xx],50,11,3,0,0,6
51,[X4_X1_GET_resp_2xx],51,11,0,0,0,3
52,[X0_X4_GET_resp_2xx],52,0,0,0,0,0
53,REST_X0,53,10,0,0,0,0
54,[X0_X4_GET_req],54,11,0,0,0,1
55,REST_X4,55,11,0,0,0,2
56,REST_X4,56,11,0,0,0,5
57,[X4_X1_GET_req],57,11,1,0,0,6
58,REST_X1,58,11,2,0,0,6
59,REST_X1,59,11,5,0,0,6
60,[X1_X2_GET_req],60,11,6,1,0,6
61,REST_X2,61,11,6,2,0,6
62,REST_X2,62,11,6,3,0,6
63,[X1_X2_GET_resp_2xx],63,11,3,0,0,6
64,[X4_X1_GET_resp_2xx],64,11,0,0,0,3
65,[X0_X4_GET_resp_2xx],65,0,0,0,0,0
66,REST_X0,66,10,0,0,0,0
67,[X0_X4_GET_req],67,11,0,0,0,1
68,REST_X4,68,11,0,0,0,2
69,REST_X4,69,11,0,0,0,5
70,[X4_X1_GET_req],70,11,1,0,0,6
71,REST_X1,71,11,2,0,0,6
72,REST_X1,72,11,5,0,0,6
73,[X1_X2_GET_req],73,11,6,1,0,6
74,REST_X2,74,11,6,2,0,6
75,REST_X2,75,11,6,3,0,6
76,[X1_X2_GET_resp_2xx],76,11,3,0,0,6
77,[X4_X1_GET_resp_2xx],77,11,0,0,0,3
78,[X0_X4_GET_resp_2xx],78,0,0,0,0,0
79,REST_X0,79,10,0,0,0,0
80,[X0_X4_GET_req],80,11,0,0,0,1
81,REST_X4,81,11,0,0,0,2
82,REST_X4,82,11,0,0,0,5
83,[X4_X1_GET_req],83,11,1,0,0,6
84,REST_X1,84,11,2,0,0,6
85,REST_X1,85,11,5,0,0,6
86,[X1_X2_GET_req],86,11,6,1,0,6
87,REST_X2,87,11,6,2,0,6
88,REST_X2,88,11,6,3,0,6
89,[X1_X2_GET_resp_2xx],89,11,3,0,0,6
90,[X4_X1_GET_resp_2xx],90,11,0,0,0,3
91,[X0_X4_GET_resp_2xx],91,0,0,0,0,0
92,REST_X0,92,10,0,0,0,0
93,[X0_X4_GET_req],93,11,0,0,0,1
94,REST_X4,94,11,0,0,0,2
95,REST_X4,95,11,0,0,0,5
96,[X4_X1_GET_req],96,11,1,0,0,6
97,REST_X1,97,11,2,0,0,6
98,REST_X1,98,11,5,0,0,6
99,[X1_X2_GET_req],99,11,6,1,0,6
100,REST_X2,100,11,6,2,0,6
101,REST_X2,101,11,6,3,0,6
102,[X1_X2_GET_resp_2xx],102,11,3,0,0,6
103,[X4_X1_GET_resp_2xx],103,11,0,0,0,3
104,[X0_X4_GET_resp_2xx],104,0,0,0,0,0
105,REST_X0,105,10,0,0,0,0
106,[X0_X4_GET_req],106,11,0,0,0,1
107,REST_X4,107,11,0,0,0,2
108,REST_X4,108,11,0,0,0,5
109,[X4_X1_GET_req],109,11,1,0,0,6
110,REST_X1,110,11,2,0,0,6
111,REST_X1,111,11,5,0,0,6
112,[X1_X2_GET_req],112,11,6,1,0,6
113,REST_X2,113,11,6,2,0,6
114,REST_X2,114,11,6,3,0,6
115,[X1_X2_GET_resp_2xx],115,11,3,0,0,6
116,[X4_X1_GET_resp_2xx],116,11,0,0,0,3
117,[X0_X4_GET_resp_2xx],117,0,0,0,0,0
118,REST_X0,118,10,0,0,0,0
119,[X0_X4_GET_req],119,11,0,0,0,1
120,REST_X4,120,11,0,0,0,2
121,REST_X4,121,11,0,0,0,5
122,[X4_X1_GET_req],122,11,1,0,0,6
123,REST_X1,123,11,2,0,0,6
124,REST_X1,124,11,5,0,0,6
125,[X1_X2_GET_req],125,11,6,1,0,6
126,REST_X2,126,11,6,2,0,6
127,REST_X2,127,11,6,3,0,6
128,[X1_X2_GET_resp_2xx],128,11,3,0,0,6
129,[X4_X1_GET_resp_2xx],129,11,0,0,0,3
130,[X0_X4_GET_resp_2xx],130,0,0,0,0,0
131,REST_X0,131,10,0,0,0,0
132,[X0_X4_GET_req],132,11,0,0,0,1
133,REST_X4,133,11,0,0,0,2
134,REST_X4,134,11,0,0,0,5
135,[X4_X1_GET_req],135,11,1,0,0,6
136,REST_X1,136,11,2,0,0,6
137,REST_X1,137,11,5,0,0,6
138,[X1_X2_GET_req],138,11,6,1,0,6
139,REST_X2,139,11,6,2,0,6
140,REST_X2,140,11,6,3,0,6
141,[X1_X2_GET_resp_2xx],141,11,3,0,0,6
142,[X4_X1_GET_resp_2xx],142,11,0,0,0,3
143,[X0_X4_GET_resp_2xx],143,0,0,0,0,0
144,REST_X0,144,10,0,0,0,0
145,[X0_X4_GET_req],145,11,0,0,0,1
146,REST_X4,146,11,0,0,0,2
147,REST_X4,147,11,0,0,0,5
148,[X4_X1_GET_req],148,11,1,0,0,6
149,REST_X1,149,11,2,0,0,6
150,REST_X1,150,11,5,0,0,6
151,[X1_X2_GET_req],151,11,6,1,0,6
152,REST_X2,152,11,6,2,0,6
153,REST_X2,153,11,6,3,0,6
154,[X1_X2_GET_resp_2xx],154,11,3,0,0,6
155,[X4_X1_GET_resp_2xx],155,11,0,0,0,3
156,[X0_X4_GET_resp_2xx],156,0,0,0,0,0
157,REST_X0,157,10,0,0,0,0
158,[X0_X4_GET_req],158,11,0,0,0,1
159,REST_X4,159,11,0,0,0,2
160,REST_X4,160,11,0,0,0,5
161,[X4_X1_GET_req],161,11,1,0,0,6
162,REST_X1,162,11,2,0,0,6
163,REST_X1,163,11,5,0,0,6
164,[X1_X2_GET_req],164,11,6,1,0,6
165,REST_X2,165,11,6,2,0,6
166,REST_X2,166,11,6,3,0,6
167,[X1_X2_GET_resp_2xx],167,11,3,0,0,6
168,[X4_X1_GET_resp_2xx],168,11,0,0,0,3
169,[X0_X4_GET_resp_2xx],169,0,0,0,0,0
170,REST_X0,170,10,0,0,0,0
171,[X0_X4_GET_req],171,11,0,0,0,1
172,REST_X4,172,11,0,0,0,2
173,REST_X4,173,11,0,0,0,5
174,[X4_X1_GET_req],174,11,1,0,0,6
175,REST_X1,175,11,2,0,0,6
176,REST_X1,176,11,5,0,0,6
177,[X1_X2_GET_req],177,11,6,1,0,6
178,REST_X2,178,11,6,2,0,6
179,REST_X2,179,11,6,3,0,6
180,[X1_X2_GET_resp_2xx],180,11,3,0,0,6
181,[X4_X1_GET_resp_2xx],181,11,0,0,0,3
182,[X0_X4_GET_resp_2xx],182,0,0,0,0,0
183,REST_X0,183,10,0,0,0,0
184,[X0_X4_GET_req],184,11,0,0,0,1
185,REST_X4,185,11,0,0,0,2
186,REST_X4,186,11,0,0,0,5
187,[X4_X1_GET_req],187,11,1,0,0,6
188,REST_X1,188,11,2,0,0,6
189,REST_X1,189,11,5,0,0,6
190,[X1_X2_GET_req],190,11,6,1,0,6
191,REST_X2,191,11,6,2,0,6
192,REST_X2,192,11,6,3,0,6
193,[X1_X2_GET_resp_2xx],193,11,3,0,0,6
194,[X4_X1_GET_resp_2xx],194,11,0,0,0,3
195,[X0_X4_GET_resp_2xx],195,0,0,0,0,0
196,REST_X0,196,10,0,0,0,0
197,[X0_X4_GET_req],197,11,0,0,0,1
198,REST_X4,198,11,0,0,0,2
199,REST_X4,199,11,0,0,0,5
200,[X4_X1_GET_req],200,11,1,0,0,6
201,REST_X1,201,11,2,0,0,6
202,REST_X1,202,11,5,0,0,6
203,[X1_X2_GET_req],203,11,6,1,0,6
204,REST_X2,204,11,6,2,0,6
205,REST_X2,205,11,6,3,0,6
206,[X1_X2_GET_resp_2xx],206,11,3,0,0,6
207,[X4_X1_GET_resp_2xx],207,11,0,0,0,3
208,[X0_X4_GET_resp_2xx],208,0,0,0,0,0
209,REST_X0,209,2,0,0,0,0
210,[X0_X3_GET_req],210,3,0,0,1,0
211,REST_X3,211,3,0,0,2,0
212,REST_X3,212,3,0,0,3,0
213,[X0_X3_GET_resp_2xx],213,0,0,0,0,0
214,REST_X0,214,2,0,0,0,0
215,[X0_X3_GET_req],215,3,0,0,1,0
216,REST_X3,216,3,0,0,2,0
217,REST_X3,217,3,0,0,3,0
218,[X0_X3_GET_resp_2xx],218,0,0,0,0,0
219,REST_X0,219,2,0,0,0,0
220,[X0_X3_GET_req],220,3,0,0,1,0
221,REST_X3,221,3,0,0,2,0
222,REST_X3,222,3,0,0,3,0
223,[X0_X3_GET_resp_2xx],223,0,0,0,0,0
224,REST_X0,224,2,0,0,0,0
225,[X0_X3_GET_req],225,3,0,0,1,0
226,REST_X3,226,3,0,0,2,0
227,REST_X3,227,3,0,0,3,0
228,[X0_X3_GET_resp_2xx],228,0,0,0,0,0
229,REST_X0,229,2,0,0,0,0
230,[X0_X3_GET_req],230,3,0,0,1,0
231,REST_X3,231,3,0,0,2,0
232,REST_X3,232,3,0,0,3,0
233,[X0_X3_GET_resp_2xx],233,0,0,0,0,0
234,REST_X0,234,2,0,0,0,0
235,[X0_X3_GET_req],235,3,0,0,1,0
236,REST_X3,236,3,0,0,2,0
237,REST_X3,237,3,0,0,3,0
238,[X0_X3_GET_resp_2xx],238,0,0,0,0,0
239,REST_X0,239,10,0,0,0,0
240,[X0_X4_GET_req],240,11,0,0,0,1
241,REST_X4,241,11,0,0,0,2
242,REST_X4,242,11,0,0,0,5
243,[X4_X1_GET_req],243,11,1,0,0,6
244,REST_X1,244,11,2,0,0,6
245,REST_X1,245,11,5,0,0,6
246,[X1_X2_GET_req],246,11,6,1,0,6
247,REST_X2,247,11,6,2,0,6
248,REST_X2,248,11,6,3,0,6
249,[X1_X2_GET_resp_2xx],249,11,3,0,0,6
