action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,3.153623598777099,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,6.906277753133374,1,0,1,2,false,false,false,0,false,0,false,0,false
[producing2],3,7.276652692103927,1,1,1,3,false,false,false,0,false,0,false,0,false
[con_ready3],4,8.541283313700253,1,1,1,3,false,false,true,0,false,0,false,0,true
[consuming3],5,8.827107952111026,1,1,1,2,false,false,false,0,false,0,false,1,false
[con_ready2],6,10.898547391702735,1,1,1,2,false,true,false,0,false,0,true,1,false
[consuming2],7,11.559831735384622,1,1,1,1,false,false,false,0,false,1,false,1,false
[con_ready1],8,13.587373108890697,1,1,1,2,false,false,false,0,true,1,false,1,false
[con_ready3],9,19.96601716413751,1,1,1,2,false,false,true,0,true,1,false,1,true
[consuming3],10,20.08554022072266,1,1,1,1,false,false,false,0,true,1,false,2,false
[producing],11,21.834200494637177,2,1,1,2,false,false,false,0,true,1,false,2,false
[producing3],12,24.54613248819563,2,1,2,2,true,false,false,0,true,1,false,2,false
[consuming1],13,25.743212513294633,2,1,2,1,false,false,false,1,false,1,false,2,false
[con_ready3],14,28.33324614066788,2,1,2,1,false,false,true,1,false,1,false,2,true
[consuming3],15,30.10015189747424,2,1,2,0,false,false,false,1,false,1,false,3,false
[producing],16,84.00046303335861,3,1,2,1,false,false,false,1,false,1,false,3,false
[producing3],17,84.34010904012884,3,1,3,1,true,false,false,1,false,1,false,3,false
