action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,44.26364571364494,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing2],2,47.119413013426545,1,1,0,2,false,false,false,0,false,0,false,0,false
[producing3],3,51.820676281138354,1,1,1,3,false,false,false,0,false,0,false,0,false
[producing3],4,56.30556769039518,1,1,2,4,false,false,false,0,false,0,false,0,false
[con_ready3],5,59.82465799389102,1,1,2,4,false,false,true,0,false,0,false,0,true
[consuming3],6,60.83388079968169,1,1,2,3,false,false,false,0,false,0,false,1,false
[producing2],7,61.379003625330085,1,2,2,4,false,false,false,0,false,0,false,1,false
[producing],8,73.99159389921222,2,2,2,5,false,false,false,0,false,0,false,1,false
[producing],9,76.61818659934492,3,2,2,6,false,false,false,0,false,0,false,1,false
[producing3],10,78.60807128307358,3,2,3,6,true,false,false,0,false,0,false,1,false
