action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,0.12410898127154942,1,0,1,false,false,0,false,0,false
[con_ready2],2,7.730240994309344,1,0,1,false,true,0,false,0,true
[consuming2],3,8.4117390042712,1,0,0,false,false,0,false,1,false
[producing2],4,11.26634359324532,1,1,1,false,false,0,false,1,false
[producing],5,15.15110286355618,2,1,2,false,false,0,false,1,false
[con_ready2],6,28.325217566295613,2,1,2,false,true,0,false,1,true
[consuming2],7,28.424892060378056,2,1,1,false,false,0,false,2,false
[producing],8,32.54694151196108,3,1,2,false,false,0,false,2,false
[con_ready1],9,37.882027430094226,3,1,3,false,false,0,true,2,false
[producing2],10,55.333680007942824,3,2,3,true,false,0,true,2,false
[consuming1],11,57.53886647595623,3,2,2,false,false,1,false,2,false
[producing],12,59.96267290789718,4,2,3,false,false,1,false,2,false
[producing2],13,64.18786748016696,4,3,3,true,false,1,false,2,false
