action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,26.23988043370933,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],2,29.88317444463107,1,1,false,true,false,0,false,0,true,0,false
[consuming2],3,30.01999756257537,1,0,false,false,false,0,false,1,false,0,false
[producing],4,45.988501263895735,2,1,false,false,false,0,false,1,false,0,false
[producing],5,50.14372116603482,3,2,false,false,false,0,false,1,false,0,false
[producing],6,65.22253749558047,4,3,false,false,false,0,false,1,false,0,false
[con_ready1],7,70.3798936608193,4,3,true,false,false,0,true,1,false,0,false
[consuming1],8,70.91909904016964,4,2,false,false,false,1,false,1,false,0,false
[con_ready3],9,77.48723836752403,4,2,false,false,true,1,false,1,false,0,true
[consuming3],10,84.12430736401481,4,1,false,false,false,1,false,1,false,1,false
[con_ready1],11,98.24203090463416,4,1,true,false,false,1,true,1,false,1,false
[consuming1],12,98.29505768225735,4,0,false,false,false,2,false,1,false,1,false
[producing],13,109.30420053967178,5,1,false,false,false,2,false,1,false,1,false
[con_ready2],14,116.40629614677454,5,1,false,true,false,2,false,1,true,1,false
[consuming2],15,116.60599604144245,5,0,false,false,false,2,false,2,false,1,false
[producing],16,185.285006844265,6,1,false,false,false,2,false,2,false,1,false
[producing],17,186.4391906532817,7,2,false,false,false,2,false,2,false,1,false
[con_ready3],18,189.19116014304237,7,2,false,false,true,2,false,2,false,1,true
[consuming3],19,189.4091415700034,7,1,false,false,false,2,false,2,false,2,false
[con_ready3],20,203.8871009278139,7,1,false,false,true,2,false,2,false,2,true
[consuming3],21,204.25270703802823,7,0,false,false,false,2,false,2,false,3,false
[producing],22,208.51236432297466,8,1,false,false,false,2,false,2,false,3,false
[con_ready1],23,211.71097597052238,8,1,true,false,false,2,true,2,false,3,false
[consuming1],24,211.8826795306751,8,0,false,false,false,3,false,2,false,3,false
[producing],25,218.9780534055157,9,1,false,false,false,3,false,2,false,3,false
[producing],26,235.3100607804258,10,2,false,false,false,3,false,2,false,3,false
[con_ready2],27,235.58451005321683,10,2,false,true,false,3,false,2,true,3,false
[consuming2],28,236.52894608653725,10,1,false,false,false,3,false,3,false,3,false
[con_ready2],29,240.2837945292802,10,1,false,true,false,3,false,3,true,3,false
[consuming2],30,241.90686914916526,10,0,false,false,false,3,false,4,false,3,false
[producing],31,256.5400751864338,11,1,false,false,false,3,false,4,false,3,false
[con_ready2],32,274.486815352102,11,1,false,true,false,3,false,4,true,3,false
[consuming2],33,275.5711043325623,11,0,false,false,false,3,false,5,false,3,false
[producing],34,304.93788161420593,12,1,false,false,false,3,false,5,false,3,false
[con_ready1],35,316.4664237329888,12,1,true,false,false,3,true,5,false,3,false
[consuming1],36,317.49198466324424,12,0,false,false,false,4,false,5,false,3,false
[producing],37,428.24760452764,13,1,false,false,false,4,false,5,false,3,false
[con_ready2],38,445.42724618496896,13,1,false,true,false,4,false,5,true,3,false
[consuming2],39,445.8528133713211,13,0,false,false,false,4,false,6,false,3,false
[producing],40,465.74348127543385,14,1,false,false,false,4,false,6,false,3,false
[con_ready2],41,466.7844892834573,14,1,false,true,false,4,false,6,true,3,false
[consuming2],42,467.16153995237073,14,0,false,false,false,4,false,7,false,3,false
[producing],43,510.4567969096279,15,1,false,false,false,4,false,7,false,3,false
[con_ready1],44,511.3468195321908,15,1,true,false,false,4,true,7,false,3,false
[consuming1],45,511.3516956002317,15,0,false,false,false,5,false,7,false,3,false
[producing],46,521.9457624166421,16,1,false,false,false,5,false,7,false,3,false
[con_ready3],47,524.8606433750011,16,1,false,false,true,5,false,7,false,3,true
[consuming3],48,524.8652395164316,16,0,false,false,false,5,false,7,false,4,false
[producing],49,604.7327517974052,17,1,false,false,false,5,false,7,false,4,false
[con_ready2],50,612.8075893977372,17,1,false,true,false,5,false,7,true,4,false
[consuming2],51,613.162356289053,17,0,false,false,false,5,false,8,false,4,false
[producing],52,698.8887782378406,18,1,false,false,false,5,false,8,false,4,false
[producing],53,702.6003150711969,19,2,false,false,false,5,false,8,false,4,false
[producing],54,707.388304655879,20,3,false,false,false,5,false,8,false,4,false
[con_ready2],55,709.9583090452412,20,3,false,true,false,5,false,8,true,4,false
[consuming2],56,710.6786024930557,20,2,false,false,false,5,false,9,false,4,false
[con_ready2],57,717.8846049440448,20,2,false,true,false,5,false,9,true,4,false
[consuming2],58,721.1738379940109,20,1,false,false,false,5,false,10,false,4,false
[producing],59,738.9180787828395,21,2,false,false,false,5,false,10,false,4,false
[con_ready3],60,741.2207626927411,21,2,false,false,true,5,false,10,false,4,true
[consuming3],61,742.5466291344454,21,1,false,false,false,5,false,10,false,5,false
[producing],62,750.247275666977,22,2,false,false,false,5,false,10,false,5,false
[con_ready1],63,760.9739280010148,22,2,true,false,false,5,true,10,false,5,false
[consuming1],64,761.5180061732494,22,1,false,false,false,6,false,10,false,5,false
[con_ready2],65,763.9488410328285,22,1,false,true,false,6,false,10,true,5,false
[consuming2],66,763.9680129843528,22,0,false,false,false,6,false,11,false,5,false
[producing],67,776.8617710134346,23,1,false,false,false,6,false,11,false,5,false
[con_ready1],68,777.9107101086593,23,1,true,false,false,6,true,11,false,5,false
[consuming1],69,778.5965817825801,23,0,false,false,false,7,false,11,false,5,false
[producing],70,805.8709431809748,24,1,false,false,false,7,false,11,false,5,false
[producing],71,806.4472083831935,25,2,false,false,false,7,false,11,false,5,false
[con_ready2],72,810.3187109606149,25,2,false,true,false,7,false,11,true,5,false
[consuming2],73,811.5634668502141,25,1,false,false,false,7,false,12,false,5,false
[producing],74,819.1025050433274,26,2,false,false,false,7,false,12,false,5,false
[producing],75,819.467994897356,27,3,false,false,false,7,false,12,false,5,false
[con_ready2],76,820.0070225955137,27,3,false,true,false,7,false,12,true,5,false
[consuming2],77,820.7080486141746,27,2,false,false,false,7,false,13,false,5,false
[producing],78,821.2446103896791,28,3,false,false,false,7,false,13,false,5,false
[con_ready1],79,831.1347232663983,28,3,true,false,false,7,true,13,false,5,false
[consuming1],80,832.1793770556862,28,2,false,false,false,8,false,13,false,5,false
[con_ready2],81,832.5947747783856,28,2,false,true,false,8,false,13,true,5,false
[consuming2],82,833.0114424420467,28,1,false,false,false,8,false,14,false,5,false
[con_ready1],83,833.754057657963,28,1,true,false,false,8,true,14,false,5,false
[consuming1],84,834.5839042806122,28,0,false,false,false,9,false,14,false,5,false
[producing],85,889.8110699409763,29,1,false,false,false,9,false,14,false,5,false
[con_ready3],86,903.8448815794984,29,1,false,false,true,9,false,14,false,5,true
[consuming3],87,903.9731488222266,29,0,false,false,false,9,false,14,false,6,false
[producing],88,904.6384894291537,30,1,false,false,false,9,false,14,false,6,false
[con_ready3],89,923.1650952151019,30,1,false,false,true,9,false,14,false,6,true
[consuming3],90,924.003759777882,30,0,false,false,false,9,false,14,false,7,false
[producing],91,967.4206141458545,31,1,false,false,false,9,false,14,false,7,false
[producing],92,969.4293135604588,32,2,false,false,false,9,false,14,false,7,false
[producing],93,986.0885294569277,33,3,false,false,false,9,false,14,false,7,false
[con_ready2],94,998.8729996537924,33,3,false,true,false,9,false,14,true,7,false
