,case_no,case_count,node_count,p_node_fail,retires,path_len,path_count,sla
0,1,100,25,0.1,1,20000,1,0.05129731350741015
1,2,100,25,0.1,1,20000,1,5.337295528267139e-33
2,3,100,25,0.1,1,20000,1,8.181835370362282e-06
3,4,100,25,0.1,1,20000,1,7.787253161377026e-07
4,5,100,25,0.1,1,20000,1,3.90315679137441e-14
5,6,100,25,0.1,1,20000,1,0.06331430051064056
6,7,100,25,0.1,1,20000,1,4.608454614039963e-16
7,8,100,25,0.1,1,20000,1,7.583506753196412e-06
8,9,100,25,0.1,1,20000,1,0.08135955273284454
9,10,100,25,0.1,1,20000,1,5.206093802971083e-06
10,11,100,25,0.1,1,20000,1,6.552078564101299e-07
11,12,100,25,0.1,1,20000,1,6.388507777227787e-06
12,13,100,25,0.1,1,20000,1,3.9334151945632244e-07
13,14,100,25,0.1,1,20000,1,1.2124130591598654e-14
14,15,100,25,0.1,1,20000,1,0.06219918529557314
15,16,100,25,0.1,1,20000,1,5.12015408644461e-06
16,17,100,25,0.1,1,20000,1,4.894511217517108e-14
17,18,100,25,0.1,1,20000,1,9.035661990814903e-07
18,19,100,25,0.1,1,20000,1,1.370641243363485e-34
19,20,100,25,0.1,1,20000,1,7.464281965661954e-08
20,21,100,25,0.1,1,20000,1,0.04953609488672816
21,22,100,25,0.1,1,20000,1,0.05642418367917386
22,23,100,25,0.1,1,20000,1,0.06357675352210168
23,24,100,25,0.1,1,20000,1,4.0528342115905935e-07
24,25,100,25,0.1,1,20000,1,0.06426306637341672
25,26,100,25,0.1,1,20000,1,3.3432112418985578e-15
26,27,100,25,0.1,1,20000,1,1.5145727687333546e-07
27,28,100,25,0.1,1,20000,1,2.7124630273269137e-14
28,29,100,25,0.1,1,20000,1,4.182125465530757e-14
29,30,100,25,0.1,1,20000,1,0.042300429948284674
30,31,100,25,0.1,1,20000,1,0.0711540531945378
31,32,100,25,0.1,1,20000,1,0.036150268506161966
32,33,100,25,0.1,1,20000,1,4.3380415195168774e-15
33,34,100,25,0.1,1,20000,1,0.03799031340311726
34,35,100,25,0.1,1,20000,1,1.9119655454322513e-37
35,36,100,25,0.1,1,20000,1,8.196959760371557e-06
36,37,100,25,0.1,1,20000,1,1.4461852041308697e-07
37,38,100,25,0.1,1,20000,1,3.431402122921583e-141
38,39,100,25,0.1,1,20000,1,0.06786172264647536
39,40,100,25,0.1,1,20000,1,7.723372961316917e-06
40,41,100,25,0.1,1,20000,1,4.303134174131371e-14
41,42,100,25,0.1,1,20000,1,0.039896837577181765
42,43,100,25,0.1,1,20000,1,2.1612817980643592e-16
43,44,100,25,0.1,1,20000,1,0.06309839305887743
44,45,100,25,0.1,1,20000,1,1.2671205089671499e-05
45,46,100,25,0.1,1,20000,1,0.058972193563887915
46,47,100,25,0.1,1,20000,1,0.06785630749363908
47,48,100,25,0.1,1,20000,1,8.706643159298319e-07
48,49,100,25,0.1,1,20000,1,1.2046191758575105e-256
49,50,100,25,0.1,1,20000,1,8.55908370998606e-07
50,51,100,25,0.1,1,20000,1,1.6379289514164043e-07
51,52,100,25,0.1,1,20000,1,4.430553534794647e-06
52,53,100,25,0.1,1,20000,1,0.09536012849664043
53,54,100,25,0.1,1,20000,1,1.4072491954486778e-17
54,55,100,25,0.1,1,20000,1,1.457661008666065e-07
55,56,100,25,0.1,1,20000,1,0.03961480615814753
56,57,100,25,0.1,1,20000,1,0.10976690749782615
57,58,100,25,0.1,1,20000,1,3.741876460226389e-07
58,59,100,25,0.1,1,20000,1,0.03928074906484604
59,60,100,25,0.1,1,20000,1,1.7758604953715816e-32
60,61,100,25,0.1,1,20000,1,4.436979709529252e-06
61,62,100,25,0.1,1,20000,1,8.107141153640666e-06
62,63,100,25,0.1,1,20000,1,6.224609182684356e-07
63,64,100,25,0.1,1,20000,1,6.468895726597945e-06
64,65,100,25,0.1,1,20000,1,8.44913403432769e-07
65,66,100,25,0.1,1,20000,1,7.048597863469896e-07
66,67,100,25,0.1,1,20000,1,3.434655560408726e-32
67,68,100,25,0.1,1,20000,1,1.1360494545144976e-07
68,69,100,25,0.1,1,20000,1,9.990807531596865e-69
69,70,100,25,0.1,1,20000,1,8.496728818565688e-07
70,71,100,25,0.1,1,20000,1,0.12383520316262926
71,72,100,25,0.1,1,20000,1,0.06105422443097734
72,73,100,25,0.1,1,20000,1,0.05623696365701257
73,74,100,25,0.1,1,20000,1,7.96265772473361e-06
74,75,100,25,0.1,1,20000,1,8.465975160845612e-07
75,76,100,25,0.1,1,20000,1,6.460311285930393e-14
76,77,100,25,0.1,1,20000,1,0.0552418804661999
77,78,100,25,0.1,1,20000,1,2.086305342819175e-16
78,79,100,25,0.1,1,20000,1,3.225773195936105e-07
79,80,100,25,0.1,1,20000,1,3.827777856603741e-06
80,81,100,25,0.1,1,20000,1,5.236472676355688e-06
81,82,100,25,0.1,1,20000,1,1.1784620433724859e-32
82,83,100,25,0.1,1,20000,1,1.7161218796730901e-15
83,84,100,25,0.1,1,20000,1,6.655400776228275e-06
84,85,100,25,0.1,1,20000,1,8.442555045496445e-07
85,86,100,25,0.1,1,20000,1,0.07416750727744287
86,87,100,25,0.1,1,20000,1,3.2768057409950075e-07
87,88,100,25,0.1,1,20000,1,0.13140779698695526
88,89,100,25,0.1,1,20000,1,3.6473056154671623e-07
89,90,100,25,0.1,1,20000,1,3.4962778478295894e-32
90,91,100,25,0.1,1,20000,1,6.24596587070659e-15
91,92,100,25,0.1,1,20000,1,4.4019396439889053e-07
92,93,100,25,0.1,1,20000,1,2.0452447433683074e-18
93,94,100,25,0.1,1,20000,1,0.03989988885871734
94,95,100,25,0.1,1,20000,1,0.058641755286231695
95,96,100,25,0.1,1,20000,1,0.04524541968726485
96,97,100,25,0.1,1,20000,1,0.022502297839974792
97,98,100,25,0.1,1,20000,1,1.3766120783985469e-06
98,99,100,25,0.1,1,20000,1,2.1582103502520736e-06
99,100,100,25,0.1,1,20000,1,1.0757043230218123e-17
