,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6
0,-,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0
2,[X0_X5_GET_req],2,3,0,0,0,0,1,0
3,REST_X5,3,3,0,0,0,0,2,0
4,REST_X5,4,3,0,0,0,0,5,0
5,[X5_X2_GET_req],5,3,0,1,0,0,6,0
6,REST_X2,6,3,0,2,0,0,6,0
7,REST_X2,7,3,0,3,0,0,6,0
8,[X5_X2_GET_resp_2xx],8,3,0,0,0,0,3,0
9,[X0_X5_GET_resp_2xx],9,0,0,0,0,0,0,0
10,REST_X0,10,2,0,0,0,0,0,0
11,[X0_X5_GET_req],11,3,0,0,0,0,1,0
12,REST_X5,12,3,0,0,0,0,2,0
13,REST_X5,13,3,0,0,0,0,11,0
14,[X5_X1_GET_req],14,3,1,0,0,0,12,0
15,REST_X1,15,3,2,0,0,0,12,0
16,REST_X1,16,3,5,0,0,0,12,0
17,[X1_X6_GET_req],17,3,6,0,0,0,12,1
18,REST_X6,18,3,6,0,0,0,12,2
19,REST_X6,19,3,6,0,0,0,12,11
20,[X6_X4_GET_req],20,3,6,0,0,1,12,12
21,REST_X4,21,3,6,0,0,2,12,12
22,REST_X4,22,3,6,0,0,3,12,12
23,[X6_X4_GET_resp_2xx],23,3,6,0,0,0,12,3
24,[X1_X6_GET_resp_2xx],24,3,3,0,0,0,12,0
25,[X5_X1_GET_resp_2xx],25,3,0,0,0,0,3,0
26,[X0_X5_GET_resp_2xx],26,0,0,0,0,0,0,0
27,REST_X0,27,2,0,0,0,0,0,0
28,[X0_X5_GET_req],28,3,0,0,0,0,1,0
29,REST_X5,29,3,0,0,0,0,2,0
30,REST_X5,30,3,0,0,0,0,5,0
31,[X5_X2_GET_req],31,3,0,1,0,0,6,0
32,REST_X2,32,3,0,2,0,0,6,0
33,REST_X2,33,3,0,3,0,0,6,0
34,[X5_X2_GET_resp_2xx],34,3,0,0,0,0,3,0
35,[X0_X5_GET_resp_2xx],35,0,0,0,0,0,0,0
36,REST_X0,36,2,0,0,0,0,0,0
37,[X0_X5_GET_req],37,3,0,0,0,0,1,0
38,REST_X5,38,3,0,0,0,0,2,0
39,REST_X5,39,3,0,0,0,0,5,0
40,[X5_X2_GET_req],40,3,0,1,0,0,6,0
41,REST_X2,41,3,0,2,0,0,6,0
42,REST_X2,42,3,0,3,0,0,6,0
43,[X5_X2_GET_resp_2xx],43,3,0,0,0,0,3,0
44,[X0_X5_GET_resp_2xx],44,0,0,0,0,0,0,0
45,REST_X0,45,2,0,0,0,0,0,0
46,[X0_X5_GET_req],46,3,0,0,0,0,1,0
47,REST_X5,47,3,0,0,0,0,2,0
48,REST_X5,48,3,0,0,0,0,5,0
49,[X5_X2_GET_req],49,3,0,1,0,0,6,0
50,REST_X2,50,3,0,2,0,0,6,0
51,REST_X2,51,3,0,3,0,0,6,0
52,[X5_X2_GET_resp_2xx],52,3,0,0,0,0,3,0
53,[X0_X5_GET_resp_2xx],53,0,0,0,0,0,0,0
54,REST_X0,54,2,0,0,0,0,0,0
55,[X0_X5_GET_req],55,3,0,0,0,0,1,0
56,REST_X5,56,3,0,0,0,0,2,0
57,REST_X5,57,3,0,0,0,0,5,0
58,[X5_X2_GET_req],58,3,0,1,0,0,6,0
59,REST_X2,59,3,0,2,0,0,6,0
60,REST_X2,60,3,0,3,0,0,6,0
61,[X5_X2_GET_resp_2xx],61,3,0,0,0,0,3,0
62,[X0_X5_GET_resp_2xx],62,0,0,0,0,0,0,0
63,REST_X0,63,2,0,0,0,0,0,0
64,[X0_X5_GET_req],64,3,0,0,0,0,1,0
65,REST_X5,65,3,0,0,0,0,2,0
66,REST_X5,66,3,0,0,0,0,5,0
67,[X5_X2_GET_req],67,3,0,1,0,0,6,0
68,REST_X2,68,3,0,2,0,0,6,0
69,REST_X2,69,3,0,4,0,0,6,0
70,[X5_X2_GET_resp_5xx],70,3,0,0,0,0,7,0
71,[X5_X2_GET_req],71,3,0,1,0,0,8,0
72,REST_X2,72,3,0,2,0,0,8,0
73,REST_X2,73,3,0,3,0,0,8,0
74,[X5_X2_GET_resp_2xx],74,3,0,0,0,0,3,0
75,[X0_X5_GET_resp_2xx],75,0,0,0,0,0,0,0
76,REST_X0,76,2,0,0,0,0,0,0
77,[X0_X5_GET_req],77,3,0,0,0,0,1,0
78,REST_X5,78,3,0,0,0,0,2,0
79,REST_X5,79,3,0,0,0,0,11,0
80,[X5_X1_GET_req],80,3,1,0,0,0,12,0
81,REST_X1,81,3,2,0,0,0,12,0
82,REST_X1,82,3,5,0,0,0,12,0
83,[X1_X6_GET_req],83,3,6,0,0,0,12,1
84,REST_X6,84,3,6,0,0,0,12,2
85,REST_X6,85,3,6,0,0,0,12,5
86,[X6_X3_GET_req],86,3,6,0,1,0,12,6
87,REST_X3,87,3,6,0,2,0,12,6
88,REST_X3,88,3,6,0,3,0,12,6
89,[X6_X3_GET_resp_2xx],89,3,6,0,0,0,12,3
90,[X1_X6_GET_resp_2xx],90,3,3,0,0,0,12,0
91,[X5_X1_GET_resp_2xx],91,3,0,0,0,0,3,0
92,[X0_X5_GET_resp_2xx],92,0,0,0,0,0,0,0
93,REST_X0,93,2,0,0,0,0,0,0
94,[X0_X5_GET_req],94,3,0,0,0,0,1,0
95,REST_X5,95,3,0,0,0,0,2,0
96,REST_X5,96,3,0,0,0,0,5,0
97,[X5_X2_GET_req],97,3,0,1,0,0,6,0
98,REST_X2,98,3,0,2,0,0,6,0
99,REST_X2,99,3,0,3,0,0,6,0
100,[X5_X2_GET_resp_2xx],100,3,0,0,0,0,3,0
101,[X0_X5_GET_resp_2xx],101,0,0,0,0,0,0,0
102,REST_X0,102,2,0,0,0,0,0,0
103,[X0_X5_GET_req],103,3,0,0,0,0,1,0
104,REST_X5,104,3,0,0,0,0,2,0
105,REST_X5,105,3,0,0,0,0,5,0
106,[X5_X2_GET_req],106,3,0,1,0,0,6,0
107,REST_X2,107,3,0,2,0,0,6,0
108,REST_X2,108,3,0,3,0,0,6,0
109,[X5_X2_GET_resp_2xx],109,3,0,0,0,0,3,0
110,[X0_X5_GET_resp_2xx],110,0,0,0,0,0,0,0
111,REST_X0,111,2,0,0,0,0,0,0
112,[X0_X5_GET_req],112,3,0,0,0,0,1,0
113,REST_X5,113,3,0,0,0,0,2,0
114,REST_X5,114,3,0,0,0,0,5,0
115,[X5_X2_GET_req],115,3,0,1,0,0,6,0
116,REST_X2,116,3,0,2,0,0,6,0
117,REST_X2,117,3,0,3,0,0,6,0
118,[X5_X2_GET_resp_2xx],118,3,0,0,0,0,3,0
119,[X0_X5_GET_resp_2xx],119,0,0,0,0,0,0,0
120,REST_X0,120,2,0,0,0,0,0,0
121,[X0_X5_GET_req],121,3,0,0,0,0,1,0
122,REST_X5,122,3,0,0,0,0,2,0
123,REST_X5,123,3,0,0,0,0,5,0
124,[X5_X2_GET_req],124,3,0,1,0,0,6,0
125,REST_X2,125,3,0,2,0,0,6,0
126,REST_X2,126,3,0,3,0,0,6,0
127,[X5_X2_GET_resp_2xx],127,3,0,0,0,0,3,0
128,[X0_X5_GET_resp_2xx],128,0,0,0,0,0,0,0
129,REST_X0,129,2,0,0,0,0,0,0
130,[X0_X5_GET_req],130,3,0,0,0,0,1,0
