action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,20.03749465081675,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,29.56451573893505,1,0,1,2,false,false,false,0,false,0,false,0,false
[producing2],3,35.119459019024944,1,1,1,3,false,false,false,0,false,0,false,0,false
[producing],4,40.44108830472301,2,1,1,4,false,false,false,0,false,0,false,0,false
[producing3],5,47.810671114106626,2,1,2,5,false,false,false,0,false,0,false,0,false
[producing3],6,52.20921149228097,2,1,3,6,false,false,false,0,false,0,false,0,false
[producing3],7,60.71151776657958,2,1,4,7,false,false,false,0,false,0,false,0,false
[con_ready3],8,66.2330547483514,2,1,4,7,false,false,true,0,false,0,false,0,true
[consuming3],9,66.38303715588944,2,1,4,6,false,false,false,0,false,0,false,1,false
[producing3],10,71.90959979056458,2,1,5,7,false,false,false,0,false,0,false,1,false
[producing3],11,73.46040956923801,2,1,6,8,false,false,false,0,false,0,false,1,false
[producing3],12,74.27819863924557,2,1,7,9,false,false,false,0,false,0,false,1,false
[con_ready3],13,78.27246070356232,2,1,7,9,false,false,true,0,false,0,false,1,true
[consuming3],14,78.34374724354288,2,1,7,8,false,false,false,0,false,0,false,2,false
[producing3],15,79.17877181210699,2,1,8,9,false,false,false,0,false,0,false,2,false
[producing2],16,79.43327316347151,2,2,8,10,false,false,false,0,false,0,false,2,false
[producing3],17,81.43698000805679,2,2,9,11,false,false,false,0,false,0,false,2,false
[producing],18,81.9434072399384,3,2,9,12,false,false,false,0,false,0,false,2,false
[con_ready1],19,88.43736357981311,3,2,9,12,true,false,false,0,true,0,false,2,false
[consuming1],20,88.54684193853001,3,2,9,11,false,false,false,1,false,0,false,2,false
[con_ready2],21,91.19601549698636,3,2,9,11,false,true,false,1,false,0,true,2,false
[consuming2],22,91.21346758214533,3,2,9,10,false,false,false,1,false,1,false,2,false
[producing2],23,93.85343458115946,3,3,9,11,false,false,false,1,false,1,false,2,false
[producing3],24,99.50747795234815,3,3,10,12,false,false,false,1,false,1,false,2,false
[producing2],25,105.70593560164103,3,4,10,13,false,false,false,1,false,1,false,2,false
[con_ready1],26,111.89890709353493,3,4,10,13,true,false,false,1,true,1,false,2,false
[consuming1],27,112.52755929768861,3,4,10,12,false,false,false,2,false,1,false,2,false
[producing],28,114.00657933986678,4,4,10,13,false,false,false,2,false,1,false,2,false
[producing],29,115.3692949399027,5,4,10,14,false,false,false,2,false,1,false,2,false
[con_ready1],30,122.66561152749777,5,4,10,14,true,false,false,2,true,1,false,2,false
[consuming1],31,123.20262508439123,5,4,10,13,false,false,false,3,false,1,false,2,false
[producing3],32,123.46571622839114,5,4,11,14,false,false,false,3,false,1,false,2,false
[producing3],33,127.94555453243545,5,4,12,15,false,false,false,3,false,1,false,2,false
[producing],34,132.69854526827007,6,4,12,16,false,false,false,3,false,1,false,2,false
[producing3],35,136.0987613655181,6,4,13,17,false,false,false,3,false,1,false,2,false
[producing],36,141.90880510264262,7,4,13,18,false,false,false,3,false,1,false,2,false
[con_ready3],37,147.6764226887942,7,4,13,18,false,false,true,3,false,1,false,2,true
[consuming3],38,147.8838417005672,7,4,13,17,false,false,false,3,false,1,false,3,false
[con_ready1],39,148.59181719061118,7,4,13,17,true,false,false,3,true,1,false,3,false
[consuming1],40,149.22046440339858,7,4,13,16,false,false,false,4,false,1,false,3,false
[producing2],41,153.75361781871322,7,5,13,17,false,false,false,4,false,1,false,3,false
[producing2],42,168.6570847292052,7,6,13,18,false,false,false,4,false,1,false,3,false
[producing2],43,173.91247674457924,7,7,13,19,false,false,false,4,false,1,false,3,false
[con_ready3],44,177.85001084343352,7,7,13,19,false,false,true,4,false,1,false,3,true
[consuming3],45,178.8564393343712,7,7,13,18,false,false,false,4,false,1,false,4,false
[producing3],46,179.73581264610883,7,7,14,19,false,false,false,4,false,1,false,4,false
[producing2],47,200.11740323104806,7,8,14,20,false,false,false,4,false,1,false,4,false
[con_ready1],48,200.24645396519094,7,8,14,20,true,false,false,4,true,1,false,4,false
[consuming1],49,200.45772125505835,7,8,14,19,false,false,false,5,false,1,false,4,false
[producing3],50,205.73156698938462,7,8,15,20,false,false,false,5,false,1,false,4,false
[con_ready3],51,213.42555090504203,7,8,15,20,false,false,true,5,false,1,false,4,true
[consuming3],52,213.45754301508666,7,8,15,19,false,false,false,5,false,1,false,5,false
[con_ready1],53,232.21048907138746,7,8,15,19,true,false,false,5,true,1,false,5,false
[consuming1],54,232.90897132663824,7,8,15,18,false,false,false,6,false,1,false,5,false
[con_ready1],55,233.00649446716244,7,8,15,18,true,false,false,6,true,1,false,5,false
[consuming1],56,233.10770994010477,7,8,15,17,false,false,false,7,false,1,false,5,false
[producing2],57,235.0723601408706,7,9,15,18,false,false,false,7,false,1,false,5,false
[con_ready1],58,239.65407075901874,7,9,15,18,true,false,false,7,true,1,false,5,false
[consuming1],59,239.83733575089147,7,9,15,17,false,false,false,8,false,1,false,5,false
[producing],60,242.91503420652626,8,9,15,18,false,false,false,8,false,1,false,5,false
[con_ready2],61,243.8375819527924,8,9,15,18,false,true,false,8,false,1,true,5,false
[consuming2],62,244.16486767364987,8,9,15,17,false,false,false,8,false,2,false,5,false
[con_ready3],63,245.3914244595153,8,9,15,17,false,false,true,8,false,2,false,5,true
[consuming3],64,246.01157587436862,8,9,15,16,false,false,false,8,false,2,false,6,false
[producing2],65,248.44600136568437,8,10,15,17,false,false,false,8,false,2,false,6,false
[producing3],66,249.11056632913946,8,10,16,18,false,false,false,8,false,2,false,6,false
[producing2],67,250.85827823822243,8,11,16,19,false,false,false,8,false,2,false,6,false
[con_ready1],68,252.4694941914938,8,11,16,19,true,false,false,8,true,2,false,6,false
[consuming1],69,252.89990064130293,8,11,16,18,false,false,false,9,false,2,false,6,false
[con_ready3],70,253.5699061844448,8,11,16,18,false,false,true,9,false,2,false,6,true
[consuming3],71,254.45585586386176,8,11,16,17,false,false,false,9,false,2,false,7,false
[producing3],72,254.55523979953455,8,11,17,18,false,false,false,9,false,2,false,7,false
[producing2],73,271.82086887328643,8,12,17,19,false,false,false,9,false,2,false,7,false
[producing3],74,271.95614451183746,8,12,18,20,false,false,false,9,false,2,false,7,false
[con_ready1],75,277.6343935444617,8,12,18,20,true,false,false,9,true,2,false,7,false
[consuming1],76,277.9301361759586,8,12,18,19,false,false,false,10,false,2,false,7,false
[producing3],77,281.82104986046875,8,12,19,20,false,false,false,10,false,2,false,7,false
[con_ready3],78,309.25374577460275,8,12,19,20,false,false,true,10,false,2,false,7,true
[consuming3],79,310.35018024707506,8,12,19,19,false,false,false,10,false,2,false,8,false
[producing3],80,324.9774164695723,8,12,20,20,false,false,false,10,false,2,false,8,false
[con_ready2],81,326.4877432337535,8,12,20,20,false,true,false,10,false,2,true,8,false
[consuming2],82,330.5111542729093,8,12,20,19,false,false,false,10,false,3,false,8,false
[producing2],83,332.0348617925927,8,13,20,20,false,false,false,10,false,3,false,8,false
[con_ready2],84,345.32258715829676,8,13,20,20,false,true,false,10,false,3,true,8,false
[consuming2],85,345.3430475810654,8,13,20,19,false,false,false,10,false,4,false,8,false
[con_ready2],86,347.8061727359854,8,13,20,19,false,true,false,10,false,4,true,8,false
[consuming2],87,350.34520238799195,8,13,20,18,false,false,false,10,false,5,false,8,false
[producing3],88,351.33879973198475,8,13,21,19,false,false,false,10,false,5,false,8,false
[producing2],89,353.96405042809454,8,14,21,20,false,false,false,10,false,5,false,8,false
[con_ready3],90,355.2052576964131,8,14,21,20,false,false,true,10,false,5,false,8,true
[consuming3],91,355.8440964554343,8,14,21,19,false,false,false,10,false,5,false,9,false
[producing3],92,358.8773609340338,8,14,22,20,false,false,false,10,false,5,false,9,false
[con_ready1],93,372.77517845904185,8,14,22,20,true,false,false,10,true,5,false,9,false
[consuming1],94,374.5075109674632,8,14,22,19,false,false,false,11,false,5,false,9,false
[producing2],95,376.22851103916247,8,15,22,20,false,false,false,11,false,5,false,9,false
[con_ready3],96,382.4638010566459,8,15,22,20,false,false,true,11,false,5,false,9,true
[consuming3],97,384.20885477401623,8,15,22,19,false,false,false,11,false,5,false,10,false
[producing2],98,388.8837416856319,8,16,22,20,false,false,false,11,false,5,false,10,false
[con_ready1],99,397.7420051187082,8,16,22,20,true,false,false,11,true,5,false,10,false
[consuming1],100,398.77118988609834,8,16,22,19,false,false,false,12,false,5,false,10,false
[producing2],101,404.9462887943805,8,17,22,20,false,false,false,12,false,5,false,10,false
[con_ready1],102,424.86943140383426,8,17,22,20,true,false,false,12,true,5,false,10,false
[consuming1],103,426.79740763376776,8,17,22,19,false,false,false,13,false,5,false,10,false
[con_ready3],104,427.0688729412902,8,17,22,19,false,false,true,13,false,5,false,10,true
[consuming3],105,427.3302601517359,8,17,22,18,false,false,false,13,false,5,false,11,false
[producing3],106,430.6501855721663,8,17,23,19,false,false,false,13,false,5,false,11,false
[producing2],107,432.92041016573944,8,18,23,20,false,false,false,13,false,5,false,11,false
[con_ready2],108,447.34973846051133,8,18,23,20,false,true,false,13,false,5,true,11,false
[consuming2],109,448.96471426591137,8,18,23,19,false,false,false,13,false,6,false,11,false
[producing2],110,462.8648771416033,8,19,23,20,false,false,false,13,false,6,false,11,false
[con_ready2],111,467.3013114332635,8,19,23,20,false,true,false,13,false,6,true,11,false
[consuming2],112,467.55887840389727,8,19,23,19,false,false,false,13,false,7,false,11,false
[producing2],113,471.1369972884354,8,20,23,20,false,false,false,13,false,7,false,11,false
[con_ready1],114,473.777905456536,8,20,23,20,true,false,false,13,true,7,false,11,false
[consuming1],115,476.3062029399568,8,20,23,19,false,false,false,14,false,7,false,11,false
[con_ready1],116,479.16967150678624,8,20,23,19,true,false,false,14,true,7,false,11,false
[consuming1],117,479.17839245443923,8,20,23,18,false,false,false,15,false,7,false,11,false
[producing],118,483.1889622504812,9,20,23,19,false,false,false,15,false,7,false,11,false
[producing3],119,483.5183735191301,9,20,24,20,false,false,false,15,false,7,false,11,false
[con_ready2],120,483.7749370041729,9,20,24,20,false,true,false,15,false,7,true,11,false
[consuming2],121,484.1626897989364,9,20,24,19,false,false,false,15,false,8,false,11,false
[con_ready1],122,489.1409001133739,9,20,24,19,true,false,false,15,true,8,false,11,false
[consuming1],123,492.22647251186874,9,20,24,18,false,false,false,16,false,8,false,11,false
[con_ready2],124,496.1314538863752,9,20,24,18,false,true,false,16,false,8,true,11,false
[consuming2],125,496.92267080297404,9,20,24,17,false,false,false,16,false,9,false,11,false
[producing3],126,497.2575198578035,9,20,25,18,false,false,false,16,false,9,false,11,false
[con_ready3],127,499.4181277989618,9,20,25,18,false,false,true,16,false,9,false,11,true
[consuming3],128,499.89694637770606,9,20,25,17,false,false,false,16,false,9,false,12,false
[producing2],129,499.9246425722185,9,21,25,18,false,false,false,16,false,9,false,12,false
[producing],130,505.8766758232145,10,21,25,19,false,false,false,16,false,9,false,12,false
[con_ready1],131,508.2588319546132,10,21,25,19,true,false,false,16,true,9,false,12,false
[consuming1],132,508.56349244283837,10,21,25,18,false,false,false,17,false,9,false,12,false
[producing2],133,520.7720261354426,10,22,25,19,false,false,false,17,false,9,false,12,false
[producing],134,521.1449166383383,11,22,25,20,false,false,false,17,false,9,false,12,false
[con_ready3],135,525.2285785642279,11,22,25,20,false,false,true,17,false,9,false,12,true
[consuming3],136,525.3393376011041,11,22,25,19,false,false,false,17,false,9,false,13,false
[con_ready2],137,528.8496063181299,11,22,25,19,false,true,false,17,false,9,true,13,false
[consuming2],138,528.9299710248912,11,22,25,18,false,false,false,17,false,10,false,13,false
[con_ready3],139,531.3207934168755,11,22,25,18,false,false,true,17,false,10,false,13,true
[consuming3],140,531.336488241081,11,22,25,17,false,false,false,17,false,10,false,14,false
[producing2],141,531.3400910062202,11,23,25,18,false,false,false,17,false,10,false,14,false
[producing3],142,537.2673702345469,11,23,26,19,false,false,false,17,false,10,false,14,false
