action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,0.10182247690374845,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing2],2,1.570753974033877,1,1,0,2,false,false,false,0,false,0,false,0,false
[con_ready1],3,1.8823038219669601,1,1,0,3,false,false,false,0,true,0,false,0,false
[producing2],4,3.5359191818843483,1,2,0,4,false,false,false,0,true,0,false,0,false
[producing],5,3.8892908551398677,2,2,0,5,false,false,false,0,true,0,false,0,false
[con_ready2],6,11.152687623603084,2,2,0,5,false,true,false,0,true,0,true,0,false
[consuming2],7,11.237571262610814,2,2,0,4,false,false,false,0,true,1,false,0,false
[producing2],8,12.173757515367106,2,3,0,5,false,false,false,0,true,1,false,0,false
[con_ready2],9,18.509917363209823,2,3,0,5,false,true,false,0,true,1,true,0,false
[consuming2],10,18.546568287254914,2,3,0,4,false,false,false,0,true,2,false,0,false
[producing],11,25.35564222546504,3,3,0,5,false,false,false,0,true,2,false,0,false
[con_ready3],12,45.50469150970406,3,3,0,5,false,false,true,0,true,2,false,0,true
[consuming3],13,46.03780872605578,3,3,0,4,false,false,false,0,true,2,false,1,false
[producing3],14,46.650368034534814,3,3,1,5,false,false,false,0,true,2,false,1,false
[con_ready3],15,93.5532209068659,3,3,1,5,false,false,true,0,true,2,false,1,true
[consuming3],16,93.61037213023663,3,3,1,4,false,false,false,0,true,2,false,2,false
[con_ready2],17,96.76669154717959,3,3,1,4,false,true,false,0,true,2,true,2,false
[consuming2],18,97.55442518051554,3,3,1,3,false,false,false,0,true,3,false,2,false
[producing3],19,105.33548824962541,3,3,2,4,false,false,false,0,true,3,false,2,false
[producing3],20,105.60870882430564,3,3,3,5,false,false,false,0,true,3,false,2,false
[con_ready2],21,124.56359048713458,3,3,3,5,false,true,false,0,true,3,true,2,false
[consuming2],22,125.5219976529561,3,3,3,4,false,false,false,0,true,4,false,2,false
[producing2],23,132.03709333262276,3,4,3,5,false,false,false,0,true,4,false,2,false
[con_ready3],24,148.28986525086634,3,4,3,5,false,false,true,0,true,4,false,2,true
[consuming3],25,150.42528705053846,3,4,3,4,false,false,false,0,true,4,false,3,false
[producing3],26,151.3228963463498,3,4,4,4,true,false,false,0,true,4,false,3,false
[consuming1],27,151.46057720516296,3,4,4,3,false,false,false,1,false,4,false,3,false
[producing2],28,158.43043905515012,3,5,4,4,false,false,false,1,false,4,false,3,false
[con_ready1],29,160.86615034813914,3,5,4,5,false,false,false,1,true,4,false,3,false
[con_ready3],30,190.4290770864303,3,5,4,5,false,false,true,1,true,4,false,3,true
[consuming3],31,191.45887029046543,3,5,4,4,false,false,false,1,true,4,false,4,false
[producing3],32,206.43386270397613,3,5,5,5,false,false,false,1,true,4,false,4,false
[con_ready2],33,208.0495792091879,3,5,5,5,false,true,false,1,true,4,true,4,false
[consuming2],34,209.3974432515312,3,5,5,4,false,false,false,1,true,5,false,4,false
[producing3],35,212.07054710748747,3,5,6,4,true,false,false,1,true,5,false,4,false
[consuming1],36,212.45491640356153,3,5,6,3,false,false,false,2,false,5,false,4,false
[producing3],37,216.46296675749863,3,5,7,3,true,false,false,2,false,5,false,4,false
