action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,44.31133472541108,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,49.77859315515938,1,0,0,2,false,false,false,0,true,0,false,0,false
[con_ready2],3,51.37160308309471,1,0,0,2,false,true,false,0,true,0,true,0,false
[consuming2],4,52.825218158536465,1,0,0,1,false,false,false,0,true,1,false,0,false
[con_ready3],5,53.574936877440564,1,0,0,1,false,false,true,0,true,1,false,0,true
[consuming3],6,53.58603906980847,1,0,0,0,false,false,false,0,true,1,false,1,false
[producing],7,67.73333397937378,2,0,0,1,false,false,false,0,true,1,false,1,false
[producing2],8,68.03063847493253,2,1,0,2,false,false,false,0,true,1,false,1,false
[producing3],9,68.74025463678645,2,1,1,2,true,false,false,0,true,1,false,1,false
[consuming1],10,68.82432072599524,2,1,1,1,false,false,false,1,false,1,false,1,false
[producing2],11,69.73065613151792,2,2,1,2,false,false,false,1,false,1,false,1,false
[producing2],12,77.42987999682742,2,3,1,3,false,false,false,1,false,1,false,1,false
[producing2],13,90.51687777538154,2,4,1,4,false,false,false,1,false,1,false,1,false
[producing2],14,91.82414323603165,2,5,1,5,false,false,false,1,false,1,false,1,false
[con_ready1],15,101.20103987347414,2,5,1,5,true,false,false,1,true,1,false,1,false
[consuming1],16,101.41558266826078,2,5,1,4,false,false,false,2,false,1,false,1,false
[producing2],17,104.72563387524012,2,6,1,5,false,false,false,2,false,1,false,1,false
[con_ready2],18,108.07629626747344,2,6,1,5,false,true,false,2,false,1,true,1,false
[consuming2],19,110.1171902612569,2,6,1,4,false,false,false,2,false,2,false,1,false
[con_ready2],20,110.92256992818548,2,6,1,4,false,true,false,2,false,2,true,1,false
[consuming2],21,111.92622626240868,2,6,1,3,false,false,false,2,false,3,false,1,false
[con_ready1],22,115.25275551573547,2,6,1,4,false,false,false,2,true,3,false,1,false
[con_ready3],23,117.49908673814075,2,6,1,4,false,false,true,2,true,3,false,1,true
[consuming3],24,117.52303281452294,2,6,1,3,false,false,false,2,true,3,false,2,false
[producing3],25,120.44851054680582,2,6,2,3,true,false,false,2,true,3,false,2,false
[consuming1],26,120.69368033002871,2,6,2,2,false,false,false,3,false,3,false,2,false
[producing],27,121.79280986514452,3,6,2,3,false,false,false,3,false,3,false,2,false
[producing2],28,124.97331621966387,3,7,2,4,false,false,false,3,false,3,false,2,false
[con_ready2],29,132.219365924088,3,7,2,4,false,true,false,3,false,3,true,2,false
[consuming2],30,132.68462679401924,3,7,2,3,false,false,false,3,false,4,false,2,false
[con_ready1],31,134.21717457273493,3,7,2,4,false,false,false,3,true,4,false,2,false
[con_ready3],32,136.47928607882176,3,7,2,4,false,false,true,3,true,4,false,2,true
[consuming3],33,138.4662471667606,3,7,2,3,false,false,false,3,true,4,false,3,false
[producing2],34,143.66197457616678,3,8,2,4,false,false,false,3,true,4,false,3,false
[con_ready2],35,144.9460970404628,3,8,2,4,false,true,false,3,true,4,true,3,false
[consuming2],36,145.1717363033054,3,8,2,3,false,false,false,3,true,5,false,3,false
[producing2],37,145.53576899865584,3,9,2,4,false,false,false,3,true,5,false,3,false
[producing3],38,147.87370228710492,3,9,3,5,false,false,false,3,true,5,false,3,false
[con_ready3],39,153.12338144211554,3,9,3,5,false,false,true,3,true,5,false,3,true
[consuming3],40,155.31191150566033,3,9,3,4,false,false,false,3,true,5,false,4,false
[producing],41,157.67771174796482,4,9,3,5,false,false,false,3,true,5,false,4,false
[con_ready3],42,168.24714258900838,4,9,3,5,false,false,true,3,true,5,false,4,true
[consuming3],43,168.32510735658468,4,9,3,4,false,false,false,3,true,5,false,5,false
[producing3],44,170.68056104989375,4,9,4,5,false,false,false,3,true,5,false,5,false
[con_ready3],45,218.78501640403545,4,9,4,5,false,false,true,3,true,5,false,5,true
[consuming3],46,219.5001020388946,4,9,4,4,false,false,false,3,true,5,false,6,false
[producing],47,219.57425864017168,5,9,4,5,false,false,false,3,true,5,false,6,false
[con_ready2],48,222.45079414361044,5,9,4,5,false,true,false,3,true,5,true,6,false
[consuming2],49,223.7277514385412,5,9,4,4,false,false,false,3,true,6,false,6,false
[producing3],50,231.34771057041533,5,9,5,4,true,false,false,3,true,6,false,6,false
[consuming1],51,232.4584866529241,5,9,5,3,false,false,false,4,false,6,false,6,false
[producing],52,237.16191270670504,6,9,5,4,false,false,false,4,false,6,false,6,false
[producing3],53,238.05789257331807,6,9,6,5,false,false,false,4,false,6,false,6,false
[con_ready1],54,238.28531839451583,6,9,6,5,true,false,false,4,true,6,false,6,false
[consuming1],55,239.7979570589831,6,9,6,4,false,false,false,5,false,6,false,6,false
[producing2],56,245.50468332776978,6,10,6,5,false,false,false,5,false,6,false,6,false
[con_ready1],57,249.82429580419597,6,10,6,5,true,false,false,5,true,6,false,6,false
[consuming1],58,250.47237348284563,6,10,6,4,false,false,false,6,false,6,false,6,false
[producing2],59,252.266260669844,6,11,6,5,false,false,false,6,false,6,false,6,false
[con_ready3],60,288.5543152708113,6,11,6,5,false,false,true,6,false,6,false,6,true
[consuming3],61,288.78053019988135,6,11,6,4,false,false,false,6,false,6,false,7,false
[con_ready2],62,295.3413893321987,6,11,6,4,false,true,false,6,false,6,true,7,false
[consuming2],63,296.17376879842396,6,11,6,3,false,false,false,6,false,7,false,7,false
[producing3],64,296.48259827346783,6,11,7,4,false,false,false,6,false,7,false,7,false
[con_ready3],65,298.4217653609492,6,11,7,4,false,false,true,6,false,7,false,7,true
[consuming3],66,298.7193205192455,6,11,7,3,false,false,false,6,false,7,false,8,false
[producing2],67,300.4331467817651,6,12,7,4,false,false,false,6,false,7,false,8,false
[con_ready2],68,323.3725654423152,6,12,7,4,false,true,false,6,false,7,true,8,false
[consuming2],69,323.90402123491606,6,12,7,3,false,false,false,6,false,8,false,8,false
[producing3],70,323.9155601712284,6,12,8,4,false,false,false,6,false,8,false,8,false
[producing3],71,325.1407102661039,6,12,9,4,true,false,false,6,false,8,false,8,false
