action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,0.5952774456239117,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing2],2,4.243910941383002,1,1,0,2,false,false,false,0,false,0,false,0,false
[con_ready2],3,8.61535656381357,1,1,0,2,false,true,false,0,false,0,true,0,false
[consuming2],4,9.368525447842336,1,1,0,1,false,false,false,0,false,1,false,0,false
[producing2],5,22.060750715426785,1,2,0,2,false,false,false,0,false,1,false,0,false
[producing2],6,22.68993647691049,1,3,0,3,false,false,false,0,false,1,false,0,false
[con_ready3],7,27.42542340939719,1,3,0,3,false,false,true,0,false,1,false,0,true
[consuming3],8,27.440081694341885,1,3,0,2,false,false,false,0,false,1,false,1,false
[producing3],9,33.714665617195394,1,3,1,2,true,false,false,0,false,1,false,1,false
