action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,4.823554943777707,1,1,false,0,false
[con_ready],2,11.238403402484767,1,1,true,0,true
[consuming],3,12.386597327796073,1,0,false,1,false
[producing],4,18.30111893162561,2,1,false,1,false
[con_ready],5,19.611224784887696,2,1,true,1,true
[consuming],6,21.213197985354405,2,0,false,2,false
[producing],7,59.04378118074828,3,1,false,2,false
[con_ready],8,61.77281188774546,3,1,true,2,true
[consuming],9,61.88152987691681,3,0,false,3,false
[producing],10,87.6444299434383,4,1,false,3,false
[con_ready],11,102.47716055945793,4,1,true,3,true
[consuming],12,105.15926533390444,4,0,false,4,false
[producing],13,145.8982030794651,5,1,false,4,false
[con_ready],14,157.71425594150287,5,1,true,4,true
[consuming],15,158.7854175937833,5,0,false,5,false
[producing],16,186.79759714273925,6,1,false,5,false
[producing],17,189.3828468514321,7,2,false,5,false
[con_ready],18,194.01898651215907,7,2,true,5,true
[consuming],19,194.4364614983687,7,1,false,6,false
[con_ready],20,205.47966806193114,7,1,true,6,true
[consuming],21,209.13656643050845,7,0,false,7,false
[producing],22,234.4068302572197,8,1,false,7,false
[producing],23,235.14958629434454,9,2,false,7,false
[con_ready],24,237.5685720067749,9,2,true,7,true
[consuming],25,237.7215607534047,9,1,false,8,false
[con_ready],26,255.74139433176464,9,1,true,8,true
[consuming],27,256.1048970548865,9,0,false,9,false
[producing],28,283.0510866708685,10,1,false,9,false
[con_ready],29,286.581318468749,10,1,true,9,true
[consuming],30,286.5894087760122,10,0,false,10,false
