action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,21.03498501851187,1,1,false,0,false
[producing],2,27.16845065713684,2,2,false,0,false
[con_ready],3,33.52743579353424,2,2,true,0,true
[consuming],4,33.59605696051768,2,1,false,1,false
[producing],5,37.503394013690226,3,2,false,1,false
[con_ready],6,53.83790223328955,3,2,true,1,true
[consuming],7,54.168708685255424,3,1,false,2,false
[con_ready],8,63.092941129361805,3,1,true,2,true
[consuming],9,63.21453169691786,3,0,false,3,false
[producing],10,163.33181962154254,4,1,false,3,false
[producing],11,172.64975095814685,5,2,false,3,false
[con_ready],12,174.61006107459644,5,2,true,3,true
[consuming],13,177.63053811127537,5,1,false,4,false
[con_ready],14,180.97152935824525,5,1,true,4,true
[consuming],15,183.54180398593283,5,0,false,5,false
[producing],16,263.1147451343899,6,1,false,5,false
[con_ready],17,264.1962244948223,6,1,true,5,true
[consuming],18,264.56135520057296,6,0,false,6,false
[producing],19,274.51629379299936,7,1,false,6,false
[con_ready],20,285.8093416394165,7,1,true,6,true
[consuming],21,285.9389732115933,7,0,false,7,false
[producing],22,293.20418717441487,8,1,false,7,false
[producing],23,307.4334258595914,9,2,false,7,false
[con_ready],24,309.3989860189632,9,2,true,7,true
[consuming],25,310.8728656336862,9,1,false,8,false
[producing],26,312.1277151478773,10,2,false,8,false
[con_ready],27,313.85910062672355,10,2,true,8,true
[consuming],28,314.91771728260403,10,1,false,9,false
[con_ready],29,316.9996449855267,10,1,true,9,true
[consuming],30,317.48310270030464,10,0,false,10,false
