action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,35.970724649152636,1,1,false,0,false
[con_ready],2,50.20099934491588,1,1,true,0,true
[consuming],3,51.85579884670826,1,0,false,1,false
[producing],4,59.93510523228978,2,1,false,1,false
[producing],5,63.107099725474384,3,2,false,1,false
[con_ready],6,73.05231275034534,3,2,true,1,true
[consuming],7,75.77103862083945,3,1,false,2,false
[con_ready],8,78.03184303778474,3,1,true,2,true
[consuming],9,79.21139337190385,3,0,false,3,false
[producing],10,89.72974185872633,4,1,false,3,false
[con_ready],11,92.3926800759856,4,1,true,3,true
[consuming],12,93.24617200430555,4,0,false,4,false
[producing],13,94.86193703474207,5,1,false,4,false
[con_ready],14,110.1505267165446,5,1,true,4,true
[consuming],15,114.47871842171752,5,0,false,5,false
[producing],16,222.22452168180004,6,1,false,5,false
[con_ready],17,238.3611511271074,6,1,true,5,true
[consuming],18,239.2279577041722,6,0,false,6,false
[producing],19,252.5253750183811,7,1,false,6,false
[con_ready],20,260.90858707319455,7,1,true,6,true
[consuming],21,262.5113357754195,7,0,false,7,false
[producing],22,272.2585337532124,8,1,false,7,false
[producing],23,285.5076560956292,9,2,false,7,false
[con_ready],24,300.03456157308017,9,2,true,7,true
[consuming],25,300.30824511647836,9,1,false,8,false
[con_ready],26,300.58413106439525,9,1,true,8,true
[consuming],27,303.09650695711053,9,0,false,9,false
[producing],28,417.296796459506,10,1,false,9,false
[con_ready],29,419.89859591563817,10,1,true,9,true
[consuming],30,421.1453233809347,10,0,false,10,false
