action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,81.18209917210949,1,1,false,0,false
[con_ready],2,94.39353108846213,1,1,true,0,true
[consuming],3,94.6800562476587,1,0,false,1,false
[producing],4,131.0929157586948,2,1,false,1,false
[con_ready],5,134.3068663976543,2,1,true,1,true
[consuming],6,136.5078532838424,2,0,false,2,false
[producing],7,283.01697706233637,3,1,false,2,false
[con_ready],8,290.73374674572915,3,1,true,2,true
[consuming],9,290.74681245698156,3,0,false,3,false
[producing],10,370.71536596026266,4,1,false,3,false
[con_ready],11,373.59951262332913,4,1,true,3,true
[consuming],12,374.05414778677175,4,0,false,4,false
[producing],13,392.6734125194932,5,1,false,4,false
[con_ready],14,427.294324576001,5,1,true,4,true
[consuming],15,428.68787369233837,5,0,false,5,false
[producing],16,430.94543836995166,6,1,false,5,false
[con_ready],17,435.1043727971276,6,1,true,5,true
[consuming],18,436.4786899673489,6,0,false,6,false
[producing],19,436.8753343258528,7,1,false,6,false
[producing],20,453.21924340139515,8,2,false,6,false
[producing],21,462.11111252756024,9,3,false,6,false
[con_ready],22,477.6041316927456,9,3,true,6,true
[consuming],23,478.206657566424,9,2,false,7,false
[con_ready],24,479.1248969200308,9,2,true,7,true
[consuming],25,480.00460606113586,9,1,false,8,false
[producing],26,482.5686832630533,10,2,false,8,false
[con_ready],27,483.7436097456734,10,2,true,8,true
[consuming],28,484.3763919584259,10,1,false,9,false
[con_ready],29,498.9005655992809,10,1,true,9,true
[consuming],30,499.59457874171096,10,0,false,10,false
