action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,26.49980184682958,1,1,false,0,false
[producing],2,29.233912350018247,2,2,false,0,false
[producing],3,29.461604997584168,3,3,false,0,false
[con_ready],4,37.20918507344834,3,3,true,0,true
[consuming],5,38.8380512314065,3,2,false,1,false
[con_ready],6,45.38146233385453,3,2,true,1,true
[consuming],7,47.05167792079609,3,1,false,2,false
[con_ready],8,49.47923032667969,3,1,true,2,true
[consuming],9,51.150958114807935,3,0,false,3,false
[producing],10,69.43123582888664,4,1,false,3,false
[producing],11,81.37411747709436,5,2,false,3,false
[producing],12,83.6347536217053,6,3,false,3,false
[con_ready],13,95.66813063367267,6,3,true,3,true
[consuming],14,95.80301774647224,6,2,false,4,false
[con_ready],15,116.5367282816199,6,2,true,4,true
[consuming],16,119.0429437306098,6,1,false,5,false
[con_ready],17,131.68338916496387,6,1,true,5,true
[consuming],18,132.2564229346954,6,0,false,6,false
[producing],19,139.53325658522738,7,1,false,6,false
[con_ready],20,159.20544778100836,7,1,true,6,true
[consuming],21,159.21604980719002,7,0,false,7,false
[producing],22,162.61133836203788,8,1,false,7,false
[con_ready],23,197.91516253999225,8,1,true,7,true
[consuming],24,198.5281069819117,8,0,false,8,false
[producing],25,200.04197043845903,9,1,false,8,false
[con_ready],26,209.78289099526577,9,1,true,8,true
[consuming],27,210.50239331043795,9,0,false,9,false
[producing],28,239.4776240201369,10,1,false,9,false
[con_ready],29,243.37103409590685,10,1,true,9,true
[consuming],30,243.45946930082943,10,0,false,10,false
