action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,64.0859616240204,1,1,false,0,false
[con_ready],2,69.14039189118324,1,1,true,0,true
[consuming],3,71.99175560496838,1,0,false,1,false
[producing],4,82.50094357219831,2,1,false,1,false
[con_ready],5,83.19116350195827,2,1,true,1,true
[consuming],6,84.37125482406944,2,0,false,2,false
[producing],7,92.3309565279641,3,1,false,2,false
[con_ready],8,104.10486891399975,3,1,true,2,true
[consuming],9,105.12862263294166,3,0,false,3,false
[producing],10,105.65208230116983,4,1,false,3,false
[producing],11,110.9484248258969,5,2,false,3,false
[producing],12,115.66726883382343,6,3,false,3,false
[con_ready],13,118.07480390525845,6,3,true,3,true
[consuming],14,118.58369581027134,6,2,false,4,false
[con_ready],15,119.60239767407279,6,2,true,4,true
[consuming],16,119.71490341973491,6,1,false,5,false
[producing],17,120.66100522921438,7,2,false,5,false
[con_ready],18,123.9435580166823,7,2,true,5,true
[consuming],19,124.52433900615789,7,1,false,6,false
[con_ready],20,124.94333606638835,7,1,true,6,true
[consuming],21,126.16668501459012,7,0,false,7,false
[producing],22,130.77796650721714,8,1,false,7,false
[con_ready],23,152.79942319405487,8,1,true,7,true
[consuming],24,152.8276374068523,8,0,false,8,false
[producing],25,174.74188257005028,9,1,false,8,false
[con_ready],26,180.61793574899116,9,1,true,8,true
[consuming],27,181.1657821725573,9,0,false,9,false
[producing],28,217.63810612350616,10,1,false,9,false
[con_ready],29,223.73034109761906,10,1,true,9,true
[consuming],30,224.56205387251777,10,0,false,10,false
