action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,1.5085091451890926,1,1,false,0,false
[con_ready],2,17.757903254502153,1,1,true,0,true
[consuming],3,18.10024444626473,1,0,false,1,false
[producing],4,21.189568660821237,2,1,false,1,false
[producing],5,30.84706134967032,3,2,false,1,false
[con_ready],6,50.5016383817173,3,2,true,1,true
[consuming],7,51.140371335775015,3,1,false,2,false
[con_ready],8,53.13080896261659,3,1,true,2,true
[consuming],9,55.312033141795695,3,0,false,3,false
[producing],10,71.66056097311984,4,1,false,3,false
[con_ready],11,99.8661241443037,4,1,true,3,true
[consuming],12,100.79890009900163,4,0,false,4,false
[producing],13,107.70892357300914,5,1,false,4,false
[con_ready],14,108.06405097799897,5,1,true,4,true
[consuming],15,110.93947472363172,5,0,false,5,false
[producing],16,131.96368945266354,6,1,false,5,false
[con_ready],17,132.56117940313672,6,1,true,5,true
[consuming],18,132.8208086713124,6,0,false,6,false
[producing],19,210.14655175385508,7,1,false,6,false
[con_ready],20,212.130046520173,7,1,true,6,true
[consuming],21,212.22392798643958,7,0,false,7,false
[producing],22,213.18940760487968,8,1,false,7,false
[con_ready],23,225.33286964674332,8,1,true,7,true
[consuming],24,225.4863753558119,8,0,false,8,false
[producing],25,294.6243884363597,9,1,false,8,false
[producing],26,307.3688073606607,10,2,false,8,false
[con_ready],27,307.9178845968511,10,2,true,8,true
[consuming],28,309.15947533342603,10,1,false,9,false
[con_ready],29,326.4469333219004,10,1,true,9,true
[consuming],30,326.6565770634262,10,0,false,10,false
