action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,93.94993308972491,1,1,false,0,false
[con_ready],2,99.88507677860323,1,1,true,0,true
[consuming],3,100.49763303690558,1,0,false,1,false
[producing],4,100.87781229548276,2,1,false,1,false
[producing],5,103.00268671259674,3,2,false,1,false
[producing],6,104.63680787946323,4,3,false,1,false
[con_ready],7,107.44686770796969,4,3,true,1,true
[consuming],8,110.68236582424038,4,2,false,2,false
[con_ready],9,118.13594043279817,4,2,true,2,true
[consuming],10,119.019412386969,4,1,false,3,false
[con_ready],11,133.5692985650545,4,1,true,3,true
[consuming],12,133.63202663928948,4,0,false,4,false
[producing],13,145.615799153534,5,1,false,4,false
[con_ready],14,149.94811940231475,5,1,true,4,true
[consuming],15,150.067849549853,5,0,false,5,false
[producing],16,193.66314584823022,6,1,false,5,false
[con_ready],17,206.23800624148097,6,1,true,5,true
[consuming],18,208.48416769705426,6,0,false,6,false
[producing],19,265.49051724937254,7,1,false,6,false
[con_ready],20,294.7140694534505,7,1,true,6,true
[consuming],21,295.32220339332014,7,0,false,7,false
[producing],22,335.8813957603922,8,1,false,7,false
[producing],23,343.7778117923962,9,2,false,7,false
[con_ready],24,351.74712835009683,9,2,true,7,true
[consuming],25,351.787727395607,9,1,false,8,false
[con_ready],26,352.8298155839627,9,1,true,8,true
[consuming],27,352.95820081990246,9,0,false,9,false
[producing],28,418.2364619525961,10,1,false,9,false
[con_ready],29,420.8232408544991,10,1,true,9,true
[consuming],30,420.82758378821416,10,0,false,10,false
