action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,8.23148523482741,1,1,false,0,false
[producing],2,29.740641277022206,2,2,false,0,false
[con_ready],3,32.07206746390118,2,2,true,0,true
[consuming],4,35.125131154387425,2,1,false,1,false
[con_ready],5,40.52290134485746,2,1,true,1,true
[consuming],6,43.63910190133491,2,0,false,2,false
[producing],7,74.72286763905339,3,1,false,2,false
[con_ready],8,93.13381646909541,3,1,true,2,true
[consuming],9,93.85400976314978,3,0,false,3,false
[producing],10,105.2070494679256,4,1,false,3,false
[con_ready],11,110.21203339351959,4,1,true,3,true
[consuming],12,111.06556419247698,4,0,false,4,false
[producing],13,114.69307856040852,5,1,false,4,false
[con_ready],14,121.88092705997647,5,1,true,4,true
[consuming],15,121.90924212754126,5,0,false,5,false
[producing],16,165.8026299179818,6,1,false,5,false
[con_ready],17,172.63593232112913,6,1,true,5,true
[consuming],18,172.66347395299556,6,0,false,6,false
[producing],19,175.3770451071944,7,1,false,6,false
[con_ready],20,193.32878497612643,7,1,true,6,true
[consuming],21,196.59538322714826,7,0,false,7,false
[producing],22,205.37766706205355,8,1,false,7,false
[con_ready],23,209.89006135665656,8,1,true,7,true
[consuming],24,210.57794891566786,8,0,false,8,false
[producing],25,321.053873307545,9,1,false,8,false
[con_ready],26,325.2989401141451,9,1,true,8,true
[consuming],27,325.97316032953995,9,0,false,9,false
[producing],28,333.8883784956844,10,1,false,9,false
[con_ready],29,357.24375722501827,10,1,true,9,true
[consuming],30,358.3228433388389,10,0,false,10,false
