action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,51.91532925881207,1,1,false,0,false
[con_ready],2,54.191888901277835,1,1,true,0,true
[consuming],3,54.413158711101524,1,0,false,1,false
[producing],4,59.30669732628832,2,1,false,1,false
[con_ready],5,60.3902612295845,2,1,true,1,true
[consuming],6,61.16160493801255,2,0,false,2,false
[producing],7,62.30200875435936,3,1,false,2,false
[con_ready],8,78.89619555435613,3,1,true,2,true
[consuming],9,80.27252283962004,3,0,false,3,false
[producing],10,90.04168922119136,4,1,false,3,false
[con_ready],11,120.95081282135625,4,1,true,3,true
[consuming],12,121.7567960566147,4,0,false,4,false
[producing],13,144.3002445983824,5,1,false,4,false
[con_ready],14,151.18095571431692,5,1,true,4,true
[consuming],15,152.73767508601975,5,0,false,5,false
[producing],16,187.22514202857937,6,1,false,5,false
[producing],17,200.55451764867473,7,2,false,5,false
[con_ready],18,200.9662260160863,7,2,true,5,true
[consuming],19,201.02264431527863,7,1,false,6,false
[con_ready],20,205.8275945553601,7,1,true,6,true
[consuming],21,206.89476824219133,7,0,false,7,false
[producing],22,288.1373078934833,8,1,false,7,false
[con_ready],23,300.4881630462684,8,1,true,7,true
[consuming],24,301.66596685367057,8,0,false,8,false
[producing],25,322.95709874474096,9,1,false,8,false
[con_ready],26,329.46788393077003,9,1,true,8,true
[consuming],27,330.0179247414537,9,0,false,9,false
[producing],28,352.6434161920049,10,1,false,9,false
[con_ready],29,352.97177606156305,10,1,true,9,true
[consuming],30,353.182635702186,10,0,false,10,false
