action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,13.90447436218273,1,1,false,0,false
[con_ready],2,15.943453185234834,1,1,true,0,true
[consuming],3,16.400873812655604,1,0,false,1,false
[producing],4,67.37393218244463,2,1,false,1,false
[con_ready],5,79.81188274338535,2,1,true,1,true
[consuming],6,81.45126003531279,2,0,false,2,false
[producing],7,94.66386719060654,3,1,false,2,false
[producing],8,103.64758309806146,4,2,false,2,false
[con_ready],9,106.40296260624413,4,2,true,2,true
[consuming],10,107.23915979599559,4,1,false,3,false
[con_ready],11,119.6486803834432,4,1,true,3,true
[consuming],12,121.84777657638722,4,0,false,4,false
[producing],13,159.93708826103511,5,1,false,4,false
[con_ready],14,173.2554168621208,5,1,true,4,true
[consuming],15,173.8957103235554,5,0,false,5,false
[producing],16,197.96632034107157,6,1,false,5,false
[con_ready],17,203.88304199341434,6,1,true,5,true
[consuming],18,203.93085680554478,6,0,false,6,false
[producing],19,266.0091094535275,7,1,false,6,false
[con_ready],20,271.12244334499565,7,1,true,6,true
[consuming],21,271.15461848336287,7,0,false,7,false
[producing],22,301.1864907118342,8,1,false,7,false
[con_ready],23,303.43369623538916,8,1,true,7,true
[consuming],24,305.4988686624103,8,0,false,8,false
[producing],25,388.67361189287857,9,1,false,8,false
[producing],26,393.5173016919734,10,2,false,8,false
[con_ready],27,397.3063530579731,10,2,true,8,true
[consuming],28,397.83201019970625,10,1,false,9,false
[con_ready],29,417.60499103008465,10,1,true,9,true
[consuming],30,417.7649024683981,10,0,false,10,false
