,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0
2,[X0_X2_GET_req],2,3,0,1,0,0
3,REST_X2,3,3,0,2,0,0
4,REST_X2,4,3,0,3,0,0
5,[X0_X2_GET_resp_2xx],5,0,0,0,0,0
6,REST_X0,6,2,0,0,0,0
7,[X0_X2_GET_req],7,3,0,1,0,0
8,REST_X2,8,3,0,2,0,0
9,REST_X2,9,3,0,3,0,0
10,[X0_X2_GET_resp_2xx],10,0,0,0,0,0
11,REST_X0,11,2,0,0,0,0
12,[X0_X2_GET_req],12,3,0,1,0,0
13,REST_X2,13,3,0,2,0,0
14,REST_X2,14,3,0,3,0,0
15,[X0_X2_GET_resp_2xx],15,0,0,0,0,0
16,REST_X0,16,10,0,0,0,0
17,[X0_X3_GET_req],17,11,0,0,1,0
18,REST_X3,18,11,0,0,2,0
19,REST_X3,19,11,0,0,5,0
20,[X3_X4_GET_req],20,11,0,0,6,1
21,REST_X4,21,11,0,0,6,2
22,REST_X4,22,11,0,0,6,5
23,[X4_X1_GET_req],23,11,1,0,6,6
24,REST_X1,24,11,2,0,6,6
25,REST_X1,25,11,3,0,6,6
26,[X4_X1_GET_resp_2xx],26,11,0,0,6,3
27,[X3_X4_GET_resp_2xx],27,11,0,0,3,0
28,[X0_X3_GET_resp_2xx],28,0,0,0,0,0
29,REST_X0,29,10,0,0,0,0
30,[X0_X3_GET_req],30,11,0,0,1,0
31,REST_X3,31,11,0,0,2,0
32,REST_X3,32,11,0,0,5,0
33,[X3_X4_GET_req],33,11,0,0,6,1
34,REST_X4,34,11,0,0,6,2
35,REST_X4,35,11,0,0,6,5
36,[X4_X1_GET_req],36,11,1,0,6,6
37,REST_X1,37,11,2,0,6,6
38,REST_X1,38,11,3,0,6,6
39,[X4_X1_GET_resp_2xx],39,11,0,0,6,3
40,[X3_X4_GET_resp_2xx],40,11,0,0,3,0
41,[X0_X3_GET_resp_2xx],41,0,0,0,0,0
42,REST_X0,42,10,0,0,0,0
43,[X0_X3_GET_req],43,11,0,0,1,0
44,REST_X3,44,11,0,0,2,0
45,REST_X3,45,11,0,0,5,0
46,[X3_X4_GET_req],46,11,0,0,6,1
47,REST_X4,47,11,0,0,6,2
48,REST_X4,48,11,0,0,6,5
49,[X4_X1_GET_req],49,11,1,0,6,6
50,REST_X1,50,11,2,0,6,6
51,REST_X1,51,11,3,0,6,6
52,[X4_X1_GET_resp_2xx],52,11,0,0,6,3
